mjd,filter,uJy,duJy
59207.638528,c,0.0,15.0
59207.649616,c,4.0,20.0
59207.655157,c,19.0,20.0
59207.662136,c,-43.0,24.0
59227.613021,c,2164.0,21.0
59227.615324,c,2074.0,23.0
59227.620853,c,2165.0,22.0
59227.631454,c,2167.0,21.0
59229.611339,c,2827.0,23.0
59229.614085,c,2877.0,22.0
59229.61683,c,2869.0,22.0
59229.628279,c,2920.0,22.0
59231.603335,c,3488.0,24.0
59231.605638,c,3524.0,24.0
59231.611171,c,3585.0,23.0
59231.622576,c,3563.0,24.0
59255.563843,c,1029.0,18.0
59255.565686,c,1010.0,18.0
59255.571244,c,1014.0,18.0
59255.584063,c,1062.0,18.0
59257.576978,c,853.0,17.0
59257.579266,c,837.0,17.0
59257.582057,c,880.0,17.0
59257.587093,c,845.0,15.0
59259.563897,c,738.0,19.0
59259.566198,c,704.0,15.0
59259.568963,c,704.0,16.0
59259.58134,c,722.0,14.0
59261.556412,c,663.0,16.0
59261.558241,c,584.0,16.0
59261.560986,c,645.0,16.0
59261.573276,c,642.0,14.0
59265.607821,c,963.0,142.0
59265.649153,c,1019.0,239.0
59211.626995,o,-27.0,29.0
59211.63022,o,53.0,22.0
59211.647783,o,23.0,20.0
59211.658385,o,14.0,19.0
59217.638331,o,3.0,31.0
59217.642456,o,-3.0,26.0
59217.661777,o,-40.0,28.0
59217.672775,o,30.0,37.0
59219.604763,o,68.0,28.0
59219.607993,o,34.0,23.0
59219.613533,o,49.0,27.0
59219.625416,o,98.0,21.0
59223.620148,o,608.0,91.0
59223.623834,o,364.0,770.0
59243.552784,o,1973.0,40.0
59243.556015,o,2014.0,35.0
59243.561553,o,2008.0,31.0
59243.57204,o,1979.0,35.0
59245.595613,o,1956.0,32.0
59245.597442,o,2008.0,33.0
59245.602476,o,1937.0,34.0
59245.631772,o,2075.0,32.0
59247.582268,o,1853.0,27.0
59247.584109,o,1843.0,32.0
59247.586872,o,1898.0,27.0
59247.602426,o,1934.0,26.0
59251.626761,o,1888.0,23.0
59251.635062,o,1845.0,23.0
59251.653497,o,1843.0,25.0
59251.660407,o,1870.0,26.0
59267.516951,o,694.0,23.0
59267.523866,o,775.0,24.0
59267.528014,o,778.0,21.0
59267.542319,o,733.0,20.0
59271.526789,o,663.0,38.0
59271.531399,o,554.0,35.0
59271.534163,o,621.0,31.0
59271.548234,o,625.0,26.0
59277.620328,o,452.0,38.0
59277.623556,o,403.0,40.0
59277.626772,o,582.0,74.0
59277.642466,o,390.0,145.0
59279.503494,o,467.0,22.0
59279.506255,o,403.0,21.0
59279.50902,o,422.0,20.0
59279.513166,o,413.0,21.0
59279.515008,o,404.0,19.0
59279.515469,o,388.0,19.0
