mjd,filter,uJy,duJy
59898.87809,c,-6.0,8.0
59898.881154,c,-12.0,9.0
59898.897627,c,-21.0,8.0
59898.908863,c,-18.0,7.0
59899.880284,c,-2.0,8.0
59899.884094,c,-6.0,9.0
59899.889504,c,-13.0,8.0
59899.901301,c,-7.0,6.0
59902.875069,c,-15.0,8.0
59902.878308,c,-8.0,15.0
59902.883411,c,-3.0,8.0
59902.894671,c,3.0,7.0
59903.840882,c,-5.0,8.0
59903.870719,c,-23.0,8.0
59903.873875,c,-18.0,8.0
59903.879417,c,0.0,7.0
59906.782778,c,27.0,9.0
59906.784669,c,13.0,9.0
59906.787831,c,12.0,8.0
59906.824313,c,22.0,7.0
59907.865045,c,55.0,10.0
59907.876457,c,54.0,9.0
59907.886789,c,75.0,10.0
59910.851661,c,204.0,10.0
59910.858353,c,226.0,10.0
59910.862476,c,222.0,11.0
59929.083057,c,830.0,14.0
59929.086224,c,784.0,14.0
59929.093461,c,824.0,13.0
59929.103492,c,796.0,14.0
59930.093971,c,753.0,15.0
59930.097124,c,733.0,13.0
59930.104342,c,774.0,13.0
59930.115644,c,766.0,13.0
59934.084333,c,602.0,13.0
59934.087487,c,613.0,12.0
59934.094323,c,603.0,12.0
59934.104836,c,606.0,11.0
59937.089276,c,471.0,13.0
59937.092927,c,453.0,11.0
59938.042563,c,445.0,17.0
59938.046203,c,476.0,14.0
59938.052153,c,434.0,13.0
59938.062714,c,451.0,12.0
59958.810654,c,116.0,10.0
59958.814271,c,128.0,9.0
59958.819697,c,101.0,8.0
59958.833593,c,112.0,9.0
59959.784904,c,123.0,26.0
59959.788057,c,113.0,17.0
59959.800345,c,112.0,12.0
59959.80883,c,132.0,10.0
59963.824915,c,104.0,9.0
59963.828983,c,116.0,9.0
59963.835311,c,111.0,10.0
59963.847623,c,111.0,11.0
59889.152984,o,-12.0,23.0
59889.155687,o,-14.0,25.0
59889.163583,o,89.0,56.0
59889.172822,o,1.0,28.0
59890.18897,o,-21.0,28.0
59890.22452,o,-19.0,68.0
59890.865458,o,22.0,30.0
59890.897638,o,40.0,35.0
59890.900439,o,63.0,28.0
59890.905486,o,8.0,33.0
59893.159808,o,-20.0,25.0
59893.163404,o,24.0,19.0
59893.191824,o,-14.0,20.0
59893.198278,o,-18.0,23.0
59894.163235,o,-25.0,19.0
59894.166286,o,-6.0,19.0
59894.172124,o,-8.0,28.0
59894.187414,o,-163.0,64.0
59894.897849,o,2.0,18.0
59894.901651,o,-9.0,17.0
59894.90717,o,2.0,16.0
59894.918103,o,-16.0,16.0
59895.880386,o,0.0,16.0
