mjd,filter,uJy,duJy
59368.320337,c,9.0,7.0
59368.323566,c,12.0,9.0
59368.330932,c,-5.0,9.0
59368.346597,c,-7.0,8.0
59372.283739,c,-5.0,9.0
59372.286971,c,21.0,8.0
59372.292526,c,6.0,8.0
59372.304098,c,-1.0,6.0
59376.295359,c,37.0,8.0
59376.298588,c,44.0,9.0
59376.305045,c,35.0,9.0
59376.315648,c,48.0,7.0
59380.255133,c,128.0,9.0
59380.258817,c,96.0,12.0
59380.266664,c,121.0,10.0
59380.277761,c,86.0,8.0
59394.28386,c,191.0,13.0
59394.287549,c,196.0,13.0
59394.300867,c,207.0,12.0
59394.308243,c,214.0,13.0
59402.260942,c,151.0,17.0
59402.265521,c,142.0,16.0
59402.271007,c,132.0,14.0
59402.281116,c,149.0,12.0
59360.369771,o,-47.0,41.0
59360.373465,o,46.0,28.0
59360.378995,o,34.0,31.0
59360.389627,o,-27.0,37.0
59362.327344,o,-46.0,15.0
59362.330546,o,-10.0,19.0
59362.336036,o,11.0,16.0
59362.347948,o,-4.0,19.0
59364.289639,o,-14.0,9.0
59364.293794,o,15.0,9.0
59364.300289,o,-2.0,9.0
59364.318284,o,-14.0,9.0
59366.340749,o,14.0,12.0
59366.344882,o,-14.0,9.0
59366.350396,o,-10.0,10.0
59366.36053,o,-20.0,11.0
59370.302391,o,8.0,15.0
59370.305629,o,17.0,12.0
59370.311618,o,-16.0,13.0
59370.325394,o,-4.0,12.0
59374.270407,o,15.0,13.0
59374.275934,o,11.0,12.0
59374.283724,o,22.0,14.0
59374.286497,o,-13.0,14.0
59384.268812,o,171.0,29.0
59384.272513,o,133.0,39.0
59384.278051,o,153.0,42.0
59384.28911,o,139.0,25.0
59386.299161,o,452.0,294.0
59386.30467,o,123.0,160.0
59386.318499,o,123.0,80.0
59388.250136,o,202.0,20.0
59388.253359,o,160.0,17.0
59388.261646,o,198.0,22.0
59388.27367,o,159.0,18.0
59390.252895,o,324.0,52.0
59390.256095,o,205.0,48.0
59390.26124,o,185.0,42.0
59390.27224,o,231.0,60.0
59392.286421,o,202.0,11.0
59392.28966,o,219.0,12.0
59392.296118,o,161.0,12.0
59392.306252,o,213.0,13.0
59396.280251,o,177.0,11.0
59396.283038,o,175.0,10.0
59396.289493,o,165.0,11.0
59396.29966,o,142.0,12.0
59416.24976,o,140.0,48.0
59418.250127,o,-98.0,85.0
59418.25426,o,-44.0,62.0
59418.259293,o,89.0,60.0
59418.271704,o,38.0,58.0
