mjd,filter,uJy,duJy
59312.50367,c,76.0,7.0
59312.506902,c,63.0,7.0
59312.511048,c,49.0,6.0
59312.516667,c,51.0,6.0
59316.613574,c,24.0,8.0
59316.619264,c,40.0,8.0
59316.623082,c,37.0,8.0
59316.635925,c,44.0,16.0
59324.473741,c,0.0,8.0
59324.474202,c,33.0,11.0
59324.476976,c,16.0,8.0
59324.477435,c,-2.0,8.0
59324.48021,c,6.0,8.0
59324.485316,c,14.0,8.0
59324.487159,c,22.0,7.0
59324.628804,c,31.0,15.0
59342.440888,c,11.0,7.0
59342.442734,c,10.0,9.0
59342.445481,c,6.0,9.0
59342.450525,c,7.0,10.0
59346.407269,c,13.0,9.0
59346.442381,c,13.0,8.0
59346.451795,c,4.0,10.0
59346.479179,c,-9.0,8.0
59350.478073,c,9.0,9.0
59350.484034,c,6.0,10.0
59350.487258,c,-5.0,10.0
59350.502108,c,-23.0,11.0
59272.587259,o,38.0,16.0
59272.590485,o,-29.0,16.0
59272.595116,o,-15.0,16.0
59272.60018,o,-2.0,16.0
59276.534536,o,-25.0,18.0
59276.537325,o,19.0,13.0
59276.542857,o,0.0,15.0
59276.554381,o,33.0,16.0
59280.553514,o,-8.0,9.0
59280.558587,o,-3.0,10.0
59280.560892,o,9.0,7.0
59280.575466,o,9.0,8.0
59288.521707,o,30.0,9.0
59288.527724,o,30.0,9.0
59288.530491,o,30.0,8.0
59288.544432,o,33.0,8.0
59292.523834,o,60.0,7.0
59292.530777,o,60.0,10.0
59292.534478,o,58.0,9.0
59292.552998,o,24.0,10.0
59299.546514,o,45.0,18.0
59299.548834,o,82.0,17.0
59299.552046,o,70.0,17.0
59299.570111,o,27.0,15.0
59300.457823,o,-77.0,138.0
59306.541764,o,52.0,16.0
59306.543603,o,55.0,14.0
59306.547291,o,87.0,16.0
59306.556014,o,31.0,18.0
59308.478263,o,42.0,10.0
59308.484282,o,53.0,10.0
59308.489361,o,71.0,11.0
59322.429547,o,12.0,10.0
59322.436917,o,30.0,14.0
59322.437849,o,51.0,11.0
59322.452987,o,37.0,12.0
59322.454858,o,59.0,10.0
59322.456253,o,56.0,11.0
59322.456721,o,38.0,10.0
59322.471245,o,32.0,10.0
59326.442983,o,38.0,16.0
59326.446204,o,7.0,15.0
59326.448516,o,14.0,17.0
59326.448972,o,41.0,16.0
59326.450813,o,21.0,15.0
59326.454037,o,3.0,14.0
59326.456324,o,32.0,15.0
59326.459075,o,70.0,12.0
59327.430967,o,42.0,18.0
59327.449947,o,42.0,19.0
59327.451808,o,21.0,20.0
59327.469687,o,39.0,23.0
59328.443522,o,32.0,22.0
59328.446195,o,35.0,21.0
59328.448964,o,30.0,18.0
59328.454059,o,10.0,17.0
59334.486267,o,3.0,17.0
59334.489552,o,30.0,15.0
59334.520328,o,11.0,17.0
59334.528126,o,18.0,17.0
59336.481401,o,4.0,17.0
59336.514105,o,18.0,12.0
59336.517332,o,10.0,17.0
59336.522858,o,10.0,19.0
59338.549386,o,36.0,17.0
59338.553044,o,30.0,15.0
59338.563617,o,43.0,17.0
59338.574161,o,-4.0,26.0
59344.483819,o,23.0,9.0
59344.4894,o,21.0,8.0
59344.520481,o,-9.0,9.0
59344.525124,o,7.0,9.0
59348.403344,o,18.0,9.0
59348.427351,o,15.0,9.0
59348.429194,o,-4.0,8.0
59348.431962,o,13.0,9.0
59291.38107640017,ZTF_r,44.279468574580875,8.439927188343644
59295.39844910009,ZTF_r,54.512387072394105,10.109068484973042
59297.41895829979,ZTF_r,61.90532386474004,12.928955350340612
59300.44273150014,ZTF_r,85.1252499255165,15.083020878185275
59313.419699099846,ZTF_r,62.092622101488764,15.346496274510438
59315.372557899915,ZTF_r,44.03524327820432,7.996153422227894
59321.3989467998,ZTF_r,37.68794001521252,5.992038491839436
59323.35653939983,ZTF_r,35.78966225523866,7.775026139307478
59325.464062499814,ZTF_r,34.4296018122975,6.9199345189901145
