mjd,filter,uJy,duJy
58876.325053,c,6.0,9.0
58876.330772,c,16.0,9.0
58876.333409,c,5.0,9.0
58876.347707,c,4.0,10.0
58900.365914,c,144.0,11.0
58900.36812,c,144.0,10.0
58900.372825,c,142.0,10.0
58900.381829,c,134.0,9.0
58932.32712,c,25.0,10.0
58932.332534,c,46.0,8.0
58932.335429,c,44.0,9.0
58932.345293,c,34.0,8.0
58874.392056,o,6.0,9.0
58874.396521,o,27.0,9.0
58874.402024,o,-22.0,10.0
58874.412695,o,16.0,9.0
58878.388064,o,15.0,10.0
58878.39088,o,26.0,15.0
58878.397366,o,-13.0,10.0
58878.407256,o,1.0,10.0
58882.445366,o,1.0,15.0
58882.44859,o,31.0,15.0
58882.454998,o,5.0,14.0
58882.4652,o,-16.0,13.0
58884.535215,o,17.0,18.0
58884.537998,o,21.0,18.0
58884.543159,o,-6.0,20.0
58884.553433,o,21.0,17.0
58894.317165,o,70.0,12.0
58894.321033,o,75.0,10.0
58894.326782,o,73.0,9.0
58894.331123,o,94.0,13.0
58894.336299,o,98.0,12.0
58894.337222,o,79.0,10.0
58894.340009,o,73.0,10.0
58894.34555,o,100.0,12.0
58902.3275,o,128.0,11.0
58902.331461,o,100.0,12.0
58902.338746,o,112.0,11.0
58902.35209,o,111.0,10.0
58906.450175,o,130.0,11.0
58906.453902,o,79.0,12.0
58906.459005,o,118.0,12.0
58906.469837,o,109.0,14.0
58910.331832,o,102.0,11.0
58910.335055,o,78.0,13.0
58910.340225,o,103.0,13.0
58910.351913,o,90.0,14.0
58914.430929,o,104.0,24.0
58914.434237,o,57.0,21.0
58914.439652,o,43.0,28.0
58914.446373,o,-4.0,38.0
58914.450135,o,48.0,22.0
58918.352731,o,86.0,23.0
58918.355509,o,86.0,23.0
58918.360627,o,78.0,21.0
58918.370912,o,62.0,20.0
58920.328553,o,72.0,17.0
58920.331839,o,47.0,18.0
58920.338257,o,29.0,21.0
58920.348084,o,84.0,21.0
58934.285227,o,121.0,66.0
58934.288056,o,36.0,15.0
58934.295453,o,42.0,26.0
58934.306687,o,34.0,61.0
58936.287925,o,35.0,12.0
58936.292554,o,43.0,10.0
58936.297369,o,-76.0,131.0
58942.284974,o,20.0,220.0
58942.293817,o,56.0,60.0
58946.328594,o,21.0,26.0
58946.331411,o,20.0,24.0
58946.337413,o,67.0,25.0
58946.347167,o,-13.0,23.0
58950.248882,o,9.0,13.0
58950.252132,o,10.0,13.0
58950.257249,o,26.0,12.0
58950.269198,o,-7.0,13.0
58898.21587960003,ZTF_g,129.41874974879352,7.911992073146667
58903.23555559991,ZTF_g,135.86512728783197,7.016059217009715
58906.27998840017,ZTF_g,116.29472069995404,9.164908606412903
58909.17934030015,ZTF_g,103.647778923836,14.48009838300844
58912.13849540008,ZTF_g,93.00836286879985,10.20323508874046
58915.196539400145,ZTF_g,65.77196242334834,10.837860057488037
58898.15491899988,ZTF_r,124.37800885743114,9.479549824696276
58903.202129600104,ZTF_r,133.16963211638287,8.886193317984374
58912.2016551001,ZTF_r,111.70237316838633,12.352370585968183
58913.197256899904,ZTF_r,100.55322405192001,10.983530647151962
58915.1636806,ZTF_r,93.94870540851163,11.544309425775898
58938.17460650019,ZTF_r,39.871887934538364,7.281328678378636
