mjd,filter,uJy,duJy
58959.495633,c,3.0,7.0
58959.498857,c,13.0,10.0
58959.506603,c,2.0,8.0
58959.517449,c,2.0,8.0
58963.519209,c,494.0,464.0
58963.522425,c,-48.0,377.0
58963.528289,c,-72.0,134.0
58967.437559,c,6.0,8.0
58967.439389,c,-3.0,8.0
58967.443046,c,2.0,7.0
58967.44828,c,-3.0,7.0
58983.376206,c,146.0,9.0
58983.37923,c,133.0,10.0
58983.384728,c,129.0,8.0
58983.389775,c,137.0,9.0
58987.448549,c,153.0,11.0
58987.451782,c,149.0,9.0
58987.457865,c,162.0,10.0
58987.468988,c,151.0,9.0
58995.4376,c,130.0,9.0
58995.440801,c,132.0,9.0
58995.446408,c,134.0,8.0
58995.457668,c,149.0,9.0
59023.325533,c,30.0,7.0
59023.336696,c,21.0,8.0
59023.339926,c,18.0,7.0
59023.345125,c,42.0,7.0
58961.489434,o,-4.0,11.0
58961.493505,o,16.0,8.0
58961.499344,o,13.0,10.0
58961.509418,o,5.0,10.0
58965.376819,o,-20.0,13.0
58965.381434,o,9.0,13.0
58965.416048,o,18.0,11.0
58965.423217,o,-2.0,12.0
58969.447216,o,11.0,9.0
58969.451369,o,6.0,9.0
58969.458291,o,7.0,10.0
58969.472834,o,2.0,10.0
58971.48351,o,22.0,11.0
58971.488579,o,7.0,12.0
58971.497271,o,22.0,12.0
58971.502822,o,4.0,12.0
58973.386635,o,19.0,11.0
58973.390921,o,15.0,17.0
58973.396558,o,21.0,13.0
58973.420869,o,15.0,12.0
58975.383648,o,34.0,24.0
58975.38642,o,26.0,24.0
58975.389167,o,37.0,25.0
58975.394282,o,33.0,21.0
58977.457384,o,36.0,18.0
58977.481136,o,33.0,19.0
58977.484955,o,83.0,23.0
58977.491932,o,74.0,18.0
58979.469021,o,116.0,20.0
58979.471887,o,104.0,19.0
58979.479305,o,116.0,22.0
58979.489238,o,76.0,25.0
58981.441432,o,113.0,13.0
58981.472942,o,130.0,15.0
58981.477701,o,120.0,15.0
58981.48284,o,125.0,12.0
58985.451743,o,136.0,10.0
58985.45642,o,132.0,11.0
58985.461534,o,119.0,10.0
58985.493913,o,149.0,11.0
58989.367315,o,117.0,9.0
58989.36916,o,132.0,7.0
58989.372422,o,156.0,9.0
58989.379329,o,123.0,8.0
58993.433143,o,117.0,18.0
58993.44442,o,133.0,20.0
58993.447197,o,163.0,14.0
58993.45272,o,134.0,17.0
58997.428949,o,35.0,23.0
58997.431892,o,104.0,14.0
58997.438431,o,105.0,21.0
58999.329282,o,102.0,13.0
58999.331568,o,90.0,12.0
58999.334312,o,85.0,11.0
58999.339369,o,112.0,14.0
59001.409255,o,76.0,14.0
59001.412948,o,78.0,14.0
59001.419391,o,77.0,12.0
59001.429433,o,91.0,14.0
59003.408101,o,83.0,24.0
59003.411318,o,40.0,28.0
59003.429308,o,89.0,25.0
59005.396891,o,83.0,23.0
59005.401541,o,86.0,17.0
59005.407741,o,82.0,29.0
59005.437708,o,74.0,20.0
59007.380486,o,95.0,19.0
59007.38436,o,68.0,22.0
59007.416267,o,30.0,21.0
59007.421475,o,52.0,20.0
59009.404225,o,73.0,14.0
59009.407921,o,80.0,13.0
59009.417807,o,73.0,13.0
59009.423821,o,77.0,20.0
59013.388534,o,48.0,7.0
59013.404206,o,57.0,7.0
59013.407427,o,72.0,9.0
59013.412766,o,67.0,8.0
59017.37098,o,58.0,9.0
59017.381779,o,70.0,9.0
59017.385003,o,70.0,9.0
59017.390556,o,63.0,8.0
59021.340665,o,42.0,8.0
59021.350342,o,46.0,10.0
59021.354022,o,49.0,8.0
59021.365194,o,40.0,8.0
59025.330652,o,30.0,8.0
59025.34074,o,35.0,10.0
59025.371324,o,46.0,11.0
59025.374946,o,46.0,7.0
59027.325346,o,29.0,10.0
59027.329011,o,28.0,11.0
59027.338973,o,24.0,10.0
59027.345074,o,60.0,10.0
59029.357167,o,30.0,12.0
59029.360404,o,43.0,12.0
59029.366395,o,64.0,12.0
59029.392346,o,32.0,12.0
59031.323459,o,26.0,16.0
