mjd,filter,uJy,duJy
59142.411453,c,15.0,8.0
59142.446442,c,1.0,8.0
59142.449399,c,-6.0,9.0
59142.455246,c,7.0,10.0
59161.38524,c,107.0,11.0
59161.391202,c,129.0,12.0
59161.409079,c,105.0,11.0
59170.338025,c,138.0,10.0
59170.341287,c,150.0,11.0
59170.347737,c,150.0,11.0
59170.357537,c,144.0,10.0
59173.356318,c,130.0,11.0
59173.359519,c,121.0,10.0
59173.365919,c,114.0,9.0
59173.376,c,141.0,10.0
59189.301655,c,50.0,11.0
59189.304855,c,36.0,10.0
59189.310799,c,48.0,11.0
59189.320865,c,30.0,9.0
59190.295472,c,25.0,10.0
59190.299135,c,46.0,12.0
59190.306552,c,45.0,10.0
59190.320333,c,31.0,10.0
59194.302106,c,48.0,8.0
59194.305306,c,25.0,8.0
59194.31222,c,19.0,9.0
59194.322453,c,19.0,8.0
59195.310888,c,30.0,7.0
59195.31412,c,28.0,8.0
59195.319656,c,28.0,8.0
59195.331168,c,8.0,10.0
59198.272036,c,18.0,8.0
59198.275244,c,4.0,8.0
59198.282113,c,29.0,9.0
59198.2996,c,16.0,9.0
59200.301877,c,32.0,31.0
59200.305146,c,21.0,18.0
59200.310683,c,17.0,10.0
59200.32129,c,40.0,12.0
59218.303975,c,16.0,10.0
59218.307662,c,17.0,10.0
59218.313639,c,9.0,11.0
59218.326042,c,9.0,9.0
59220.24887,c,5.0,6.0
59220.254409,c,17.0,7.0
59220.257634,c,24.0,8.0
59220.272891,c,14.0,8.0
59140.413353,o,-1.0,8.0
59140.440104,o,10.0,10.0
59140.443326,o,7.0,9.0
59143.458098,o,-75.0,184.0
59143.461323,o,-98.0,122.0
59143.466879,o,-143.0,157.0
59144.413404,o,23.0,14.0
59144.418614,o,19.0,12.0
59144.422336,o,-9.0,12.0
59144.456718,o,2.0,9.0
59145.280445,o,6.0,14.0
59145.286399,o,-8.0,17.0
59145.300631,o,-10.0,17.0
59145.325264,o,26.0,14.0
59146.397328,o,8.0,11.0
59146.400541,o,18.0,12.0
59146.418476,o,-16.0,10.0
59146.426726,o,-8.0,11.0
59147.346561,o,3.0,13.0
59147.348403,o,4.0,12.0
59147.351624,o,-4.0,14.0
59147.356691,o,15.0,13.0
59154.464089,o,35.0,66.0
59154.467466,o,127.0,67.0
59154.498912,o,-30.0,83.0
59154.527457,o,71.0,160.0
59156.377249,o,68.0,14.0
59156.380937,o,27.0,16.0
59156.387383,o,49.0,17.0
59156.401693,o,37.0,17.0
59157.471407,o,45.0,20.0
59157.475264,o,44.0,19.0
59157.485852,o,78.0,20.0
59157.496016,o,40.0,20.0
59158.38998,o,31.0,23.0
59158.422803,o,181.0,78.0
59158.426758,o,86.0,21.0
59158.431858,o,71.0,15.0
59160.390498,o,117.0,10.0
59160.393719,o,113.0,14.0
59160.400626,o,124.0,13.0
59160.417735,o,94.0,11.0
59182.346263,o,89.0,22.0
59182.349461,o,77.0,20.0
59182.356482,o,52.0,20.0
59182.369368,o,46.0,22.0
59184.397525,o,71.0,20.0
59184.400756,o,78.0,17.0
59184.406286,o,74.0,17.0
59184.416433,o,91.0,21.0
59186.330329,o,69.0,17.0
59186.333579,o,83.0,16.0
59186.341472,o,85.0,16.0
59186.355277,o,88.0,18.0
59188.302584,o,134.0,41.0
59188.30673,o,-15.0,82.0
59188.31228,o,16.0,35.0
59192.328299,o,75.0,10.0
59192.33246,o,64.0,10.0
59192.339377,o,60.0,10.0
59192.350512,o,76.0,11.0
59204.248028,o,47.0,13.0
59204.253432,o,12.0,12.0
59204.25666,o,37.0,12.0
59204.288945,o,20.0,10.0
59208.273196,o,51.0,16.0
59208.276459,o,34.0,20.0
59208.282955,o,40.0,16.0
59208.31555,o,30.0,19.0
59209.26356,o,5.0,10.0
59209.266768,o,30.0,18.0
59209.272714,o,-14.0,18.0
59209.284621,o,19.0,18.0
59212.250075,o,39.0,17.0
59212.253315,o,17.0,15.0
59212.263455,o,26.0,18.0
59212.273256,o,29.0,22.0
59213.319398,o,28.0,22.0
59213.322627,o,22.0,26.0
59213.330015,o,-2.0,27.0
59213.349332,o,32.0,27.0
59216.296553,o,-1.0,12.0
59216.299781,o,2.0,11.0
59216.305315,o,22.0,14.0
59216.31638,o,26.0,14.0
59217.244475,o,27.0,8.0
59217.247685,o,30.0,9.0
59217.254106,o,14.0,9.0
59217.264683,o,8.0,10.0
59158.28780090017,ZTF_g,82.94335532702601,12.063481749030277
59164.2706133998,ZTF_g,148.88316754557547,15.754925824986783
59165.19009259995,ZTF_g,161.3679196027421,10.305551371809038
59167.25295139989,ZTF_g,152.92440520589972,10.989955415440866
59169.2483680998,ZTF_g,153.46791751763826,9.908754937769897
59171.308599499986,ZTF_g,138.2747239112279,12.865997213979519
59174.23760419991,ZTF_g,117.39705434578285,17.41438823856204
59176.23315969994,ZTF_g,100.84630724600592,18.85859270459357
59184.18976850016,ZTF_g,38.872278718038096,12.167360988540832
59195.17003470007,ZTF_g,15.75433224071107,4.23088162077524
59155.23127309978,ZTF_r,41.518341808558844,11.560862024891303
59156.277338000014,ZTF_r,48.75873166258719,9.633690164658743
59158.2120254999,ZTF_r,78.18351649630765,8.387378617754733
59164.29401620012,ZTF_r,146.50916729920115,12.151856371788307
59165.2260532002,ZTF_r,149.44920185559008,9.749884283561553
59167.241446800064,ZTF_r,155.54440716182185,11.207035525317135
59169.30351850018,ZTF_r,157.8822111184496,8.969115485726446
59182.12037040014,ZTF_r,72.88061017432963,11.883281539669554
59184.25831020018,ZTF_r,94.29129491444266,11.857876384297414
59190.15211809985,ZTF_r,67.9990429049499,4.758124049319974
59193.246678200085,ZTF_r,64.2397141829013,8.21322231471998
59195.19587960001,ZTF_r,48.66760785323586,5.843674659542409
