mjd,filter,uJy,duJy
59107.468916,c,10.0,8.0
59107.472118,c,-1.0,7.0
59107.477756,c,28.0,9.0
59107.487573,c,6.0,8.0
59111.389831,c,2.0,18.0
59111.393009,c,24.0,21.0
59111.396908,c,-47.0,24.0
59111.406567,c,-2.0,32.0
59115.50852,c,4.0,11.0
59115.522348,c,-7.0,11.0
59115.525572,c,20.0,10.0
59115.532893,c,9.0,11.0
59135.430323,c,87.0,11.0
59135.433547,c,84.0,11.0
59135.44089,c,121.0,11.0
59135.451001,c,127.0,17.0
59139.3934,c,92.0,8.0
59139.397058,c,79.0,9.0
59139.402324,c,112.0,11.0
59139.414433,c,104.0,8.0
59143.353692,c,88.0,9.0
59143.356953,c,89.0,8.0
59143.362332,c,85.0,10.0
59143.397421,c,108.0,21.0
59160.338037,c,43.0,26.0
59160.342179,c,25.0,21.0
59160.351106,c,-10.0,72.0
59160.356302,c,35.0,23.0
59163.406982,c,23.0,10.0
59163.410675,c,32.0,13.0
59163.417543,c,42.0,12.0
59163.419387,c,28.0,11.0
59163.422639,c,18.0,12.0
59163.428207,c,45.0,11.0
59163.428665,c,18.0,11.0
59163.442531,c,18.0,12.0
59105.452116,o,11.0,11.0
59105.458922,o,5.0,20.0
59105.461712,o,37.0,20.0
59105.473485,o,11.0,13.0
59109.362234,o,1.0,7.0
59109.364076,o,-8.0,8.0
59109.368586,o,-14.0,8.0
59109.375643,o,18.0,10.0
59113.438186,o,-3.0,15.0
59113.443904,o,5.0,10.0
59113.448158,o,-11.0,12.0
59113.461323,o,-17.0,8.0
59117.350246,o,6.0,12.0
59117.353488,o,-1.0,10.0
59117.360096,o,14.0,11.0
59117.366098,o,13.0,13.0
59118.303495,o,6.0,16.0
59118.305783,o,-18.0,20.0
59118.326144,o,2.0,12.0
59118.344002,o,-22.0,15.0
59119.389152,o,36.0,14.0
59119.40948,o,-37.0,32.0
59119.430484,o,-12.0,16.0
59119.440763,o,35.0,13.0
59121.406264,o,33.0,21.0
59121.41946,o,44.0,15.0
59121.419923,o,-39.0,15.0
59121.425573,o,-59.0,17.0
59121.426033,o,23.0,22.0
59121.429453,o,12.0,16.0
59121.429914,o,50.0,24.0
59121.463543,o,4.0,16.0
59127.411532,o,138.0,50.0
59127.414398,o,100.0,62.0
59127.420368,o,23.0,40.0
59127.430567,o,52.0,44.0
59129.42825,o,63.0,17.0
59129.431515,o,91.0,12.0
59129.4389,o,85.0,13.0
59129.44398,o,60.0,10.0
59129.44783,o,82.0,13.0
59129.456579,o,80.0,12.0
59129.462648,o,70.0,12.0
59129.466837,o,73.0,10.0
59131.447459,o,60.0,12.0
59131.450674,o,73.0,10.0
59131.456637,o,98.0,13.0
59131.467309,o,95.0,13.0
59133.386042,o,97.0,11.0
59133.388865,o,79.0,11.0
59133.40128,o,87.0,12.0
59133.403182,o,93.0,10.0
59133.406503,o,78.0,10.0
59133.407431,o,68.0,11.0
59133.412218,o,112.0,10.0
59133.426122,o,114.0,11.0
59137.394356,o,107.0,23.0
59137.397581,o,103.0,12.0
59137.40582,o,77.0,13.0
59137.416607,o,87.0,8.0
59141.359196,o,75.0,9.0
59141.363391,o,83.0,9.0
59141.370113,o,78.0,9.0
59141.379995,o,80.0,8.0
59145.371426,o,85.0,9.0
59145.392418,o,70.0,7.0
59145.396176,o,80.0,9.0
59145.401711,o,75.0,8.0
59147.356231,o,39.0,20.0
59147.366316,o,32.0,11.0
59147.373193,o,55.0,12.0
59147.376163,o,50.0,14.0
59147.376621,o,66.0,15.0
59147.381701,o,69.0,13.0
59147.391713,o,60.0,16.0
59153.469971,o,1.0,32.0
59153.500188,o,54.0,34.0
59153.517776,o,47.0,44.0
59157.348172,o,43.0,20.0
59157.351857,o,82.0,18.0
59157.359785,o,43.0,15.0
59157.370307,o,40.0,11.0
59159.33681,o,-56.0,58.0
59159.339657,o,-28.0,55.0
59159.345197,o,329.0,320.0
59159.356228,o,-446.0,430.0
59161.361027,o,41.0,10.0
59161.364711,o,40.0,10.0
59161.371161,o,28.0,8.0
59161.382816,o,44.0,9.0
59165.334547,o,23.0,10.0
59165.337397,o,62.0,11.0
59169.304193,o,30.0,8.0
59169.320517,o,24.0,7.0
59169.325523,o,42.0,9.0
59169.329326,o,56.0,10.0
59180.296855,o,34.0,19.0
59180.299621,o,5.0,17.0
59180.304923,o,52.0,19.0
59180.340785,o,9.0,19.0
59181.316812,o,-13.0,29.0
59181.319667,o,20.0,26.0
59181.325235,o,-8.0,45.0
59181.35675,o,7.0,21.0
59183.306033,o,25.0,24.0
59183.315954,o,38.0,61.0
59126.278750000056,ZTF_g,58.915612898265,12.5548146282007
59128.2937384001,ZTF_g,79.30891345254423,13.189603997647849
59130.24804400001,ZTF_g,94.5344278350926,6.755047137051992
59134.24662039988,ZTF_g,103.97851245343831,8.336802269429086
59136.236794000026,ZTF_g,100.84519265758756,8.870329514344094
59138.23182869982,ZTF_g,97.13452035624404,9.012561682271523
59140.20807870012,ZTF_g,91.88554593036858,7.807174671005684
59143.3584838002,ZTF_g,73.35335800934699,7.156911416186825
59145.27541670017,ZTF_g,61.28429578434401,6.14524717221791
59149.25958329998,ZTF_g,50.215755376001276,22.927317179822186
59151.194085599855,ZTF_g,40.09036405167701,12.207698479145822
59124.25483800005,ZTF_r,52.326296770776096,12.747837637886892
59124.34035879979,ZTF_r,57.53339471457836,15.721727965347121
59126.29741899995,ZTF_r,61.89757005056477,10.093792938818869
59126.36259259982,ZTF_r,68.77211805169651,11.207187334241132
59128.25774310017,ZTF_r,70.55321359254597,10.092986311882537
59130.25981480023,ZTF_r,88.98794956582547,6.519432309337682
59134.29921300011,ZTF_r,112.41700223264968,7.479618845131515
59136.19790509995,ZTF_r,102.575678890874,7.807585140477426
59138.27809030004,ZTF_r,110.83813255361137,8.841921315379205
59140.24966439977,ZTF_r,100.378337852842,6.678130376758078
59143.21567129996,ZTF_r,94.62284462395976,8.464536794024209
59145.17996530002,ZTF_r,79.84027055922523,7.297982302218135
59149.19682870014,ZTF_r,70.58187643604997,15.579592800716686
59151.24174770014,ZTF_r,64.86899954661759,10.430018374288027
59153.32414350007,ZTF_r,58.96577351462553,13.901010113761295
59155.24738429999,ZTF_r,52.62159406210832,9.094571581711406
59167.20655089989,ZTF_r,36.741289959895646,4.802199839797997
59169.193240699824,ZTF_r,35.22452942900947,5.802091812493351
59172.15019680001,ZTF_r,32.00038474992083,4.706070616657527
