mjd,filter,uJy,duJy
59146.451799,c,6.0,10.0
59146.455027,c,13.0,12.0
59146.46236,c,-18.0,10.0
59146.476732,c,0.0,12.0
59163.457861,c,122.0,12.0
59163.464295,c,114.0,12.0
59163.479522,c,130.0,12.0
59163.487823,c,120.0,15.0
59170.339398,c,500.0,12.0
59170.346346,c,532.0,13.0
59170.349571,c,512.0,12.0
59170.407138,c,540.0,11.0
59190.30838,c,312.0,12.0
59190.311152,c,298.0,12.0
59190.317098,c,313.0,13.0
59190.329058,c,293.0,12.0
59194.321083,c,235.0,11.0
59194.324309,c,244.0,10.0
59194.330717,c,249.0,11.0
59194.341768,c,244.0,11.0
59198.279817,c,180.0,11.0
59198.283499,c,198.0,11.0
59198.289022,c,169.0,9.0
59198.301887,c,177.0,10.0
59200.287048,c,147.0,42.0
59200.292586,c,148.0,14.0
59200.297242,c,145.0,8.0
59218.328787,c,54.0,12.0
59218.332914,c,57.0,11.0
59218.34857,c,64.0,12.0
59218.358196,c,50.0,12.0
59220.247028,c,79.0,9.0
59220.250267,c,66.0,9.0
59220.256254,c,68.0,9.0
59220.269208,c,75.0,9.0
59222.285397,c,55.0,11.0
59222.28953,c,64.0,12.0
59222.295528,c,34.0,12.0
59222.308363,c,65.0,10.0
59144.333949,o,26.0,16.0
59144.350131,o,-16.0,25.0
59144.353817,o,-21.0,25.0
59144.381989,o,-3.0,17.0
59147.455884,o,3.0,15.0
59147.461825,o,-30.0,15.0
59147.466265,o,2.0,15.0
59147.476796,o,26.0,14.0
59148.306556,o,184.0,165.0
59148.321703,o,-109.0,178.0
59155.500385,o,188.0,176.0
59156.394325,o,22.0,13.0
59156.400773,o,10.0,15.0
59156.404457,o,15.0,15.0
59156.4174,o,19.0,13.0
59157.417296,o,5.0,12.0
59157.420524,o,17.0,15.0
59157.430366,o,-3.0,13.0
59157.442435,o,2.0,12.0
59158.427683,o,-8.0,22.0
59158.430475,o,11.0,15.0
59160.39326,o,28.0,12.0
59160.39648,o,36.0,9.0
59160.406616,o,28.0,10.0
59160.413112,o,32.0,15.0
59160.417276,o,27.0,8.0
59182.337509,o,460.0,24.0
59182.341225,o,421.0,25.0
59182.34672,o,418.0,23.0
59182.359683,o,438.0,20.0
59184.410435,o,388.0,17.0
59184.41366,o,344.0,19.0
59184.420123,o,382.0,18.0
59184.433509,o,388.0,21.0
59185.391599,o,341.0,16.0
59185.399948,o,358.0,13.0
59185.403189,o,354.0,17.0
59185.416598,o,342.0,18.0
59186.355735,o,396.0,24.0
59186.359429,o,328.0,22.0
59186.364941,o,353.0,20.0
59186.375499,o,316.0,20.0
59188.309518,o,0.0,308.0
59188.318724,o,262.0,27.0
59188.332584,o,254.0,104.0
59189.289579,o,306.0,12.0
59189.308455,o,313.0,11.0
59189.313276,o,292.0,10.0
59189.320184,o,290.0,11.0
59192.343533,o,287.0,13.0
59192.346313,o,302.0,12.0
59192.352814,o,315.0,10.0
59192.363882,o,319.0,11.0
59204.249871,o,181.0,11.0
59204.255273,o,177.0,10.0
59204.258502,o,175.0,12.0
59204.290788,o,180.0,10.0
59209.314583,o,132.0,23.0
59209.319726,o,164.0,32.0
59209.323873,o,118.0,25.0
59209.334221,o,148.0,24.0
59212.251459,o,137.0,17.0
59212.254698,o,162.0,17.0
59212.262995,o,116.0,15.0
59212.274178,o,136.0,15.0
59216.285018,o,107.0,12.0
59216.288241,o,93.0,13.0
59216.295171,o,85.0,16.0
59216.307622,o,108.0,13.0
59217.308095,o,102.0,9.0
59217.311328,o,106.0,11.0
59217.321484,o,96.0,12.0
59217.33581,o,116.0,14.0
