2024zaj 0.02439 41.46968 -17.04216
filter ATgr
60555.050471 19.803 0.244
60593.233111 20.727 0.504
60606.847718 18.694 0.1
60606.850939 18.155 0.069
60606.854118 18.114 0.062
60606.861844 18.653 0.091
60607.968707 18.165 0.058
60607.972347 18.263 0.068
60608.003656 18.378 0.061
60608.011107 18.823 0.11
60614.977991 17.7 0.043
60614.982072 17.635 0.039
60614.98763 17.5 0.035
60615.023348 17.639 0.039
60616.979986 17.404 0.236
60616.983184 17.758 0.412
60617.006159 18.491 0.268
60617.022887 17.57 0.142
60622.998766 18.079 0.1
60623.002403 18.229 0.112
60623.008765 18.447 0.108
60623.036042 18.11 0.073
60637.133716 20.44 0.476
60637.137363 19.811 0.248
60637.142809 20.986 0.708
60637.153594 19.825 0.264
60638.15788 21.907 1.417
60638.167983 19.236 0.13
60641.139325 20.01 0.282
60641.148901 20.149 0.348
60641.160933 20.074 0.261
60642.135904 19.5 0.18
60642.163424 20.572 0.469
60645.060077 19.974 0.357
60645.089628 20.614 0.6
60646.163774 21.121 0.765
60646.186148 19.312 0.154
60646.193772 20.82 0.598
60647.147059 19.463 0.132
60647.15067 20.481 0.407
60647.161541 21.815 1.432
60649.123316 20.914 0.689
60667.874212 22.444 2.684
60667.883449 21.046 0.875
60671.853309 20.197 0.309
60671.856504 22.652 3.176
60671.885792 21.526 0.979
60675.941907 20.153 0.381
filter ATri
60506.347952 20.681 0.737
60506.364179 20.736 0.68
60509.380647 21.443 1.607
60513.123242 18.924 0.344
60513.126415 20.799 1.891
60513.142828 18.848 0.377
60517.150175 19.12 0.249
60518.354189 19.844 0.438
60523.108933 21.654 1.349
60525.125224 20.707 0.664
60537.249324 19.895 0.631
60544.188254 20.36 2.495
60545.370526 19.657 0.63
60546.396975 20.853 1.104
60558.294294 19.677 0.228
60562.282448 20.868 0.917
60562.292542 21.645 1.519
60568.033365 20.166 0.914
60568.047809 20.679 1.319
60569.258123 20.655 1.149
60570.233225 21.595 3.875
60570.260515 21.08 2.788
60570.263829 22.538 8.85
60570.272578 21.837 5.45
60571.007967 20.105 1.715
60571.028311 20.614 2.361
60574.270254 20.263 1.233
60574.545646 20.242 0.793
60586.984997 20.875 0.871
60587.994606 21.747 1.909
60591.969825 21.693 1.519
60592.943151 22.01 2.333
60593.127543 21.235 1.2
60594.220722 19.701 0.434
60594.233608 19.561 0.339
60594.967312 22.337 4.75
60594.979113 20.31 0.694
60598.206954 18.557 0.865
60598.950364 20.997 3.949
60600.052547 21.315 4.612
60600.080759 19.369 0.74
60602.257072 19.583 0.59
60602.261226 19.302 0.434
60602.287828 19.907 0.775
60605.253549 20.626 0.791
60605.256703 18.372 0.107
60605.262265 18.326 0.1
60605.288222 19.134 0.22
60606.217723 19.023 0.195
60606.225227 18.417 0.102
60606.228409 18.375 0.104
60606.260044 19.217 0.235
60609.210966 17.578 0.046
60609.214143 17.523 0.055
60609.219754 17.582 0.048
60610.218123 17.824 0.058
60610.22178 17.647 0.045
60610.250704 17.669 0.05
60610.256923 17.798 0.057
60614.213224 17.364 0.037
60614.234295 17.525 0.043
60614.238936 17.494 0.039
60614.267545 17.587 0.044
60618.194418 17.261 0.04
60618.199584 17.218 0.036
60618.20254 17.338 0.039
60618.237773 16.949 0.035
60621.16463 17.351 0.044
60621.167812 17.472 0.051
60621.17107 17.246 0.045
60621.189301 17.812 0.058
60621.226381 16.543 0.035
60621.254917 16.924 0.044
60622.183106 17.494 0.045
60622.210464 17.536 0.049
60622.238771 17.56 0.049
60622.263656 17.553 0.051
60626.138485 17.776 0.08
60626.140302 17.481 0.057
60626.143044 17.821 0.096
60626.148472 17.883 0.093
60626.969384 17.914 0.092
60626.97541 18.376 0.151
60627.010497 18.071 0.143
60627.035522 17.946 0.12
60627.931258 18.047 0.191
60627.93488 17.893 0.164
60627.942767 17.946 0.176
60629.156665 18.076 0.199
60629.159857 17.969 0.179
60629.165598 18.259 0.258
60629.175368 17.803 0.152
60630.159008 18.033 0.19
60630.162216 18.914 0.419
60630.168252 18.381 0.212
60630.200863 18.409 0.268
60630.902631 18.246 0.15
60630.905785 18.111 0.117
60630.911243 18.492 0.166
60630.946468 18.743 0.215
60631.905756 18.636 0.159
60631.91101 18.852 0.219
60631.913925 18.521 0.138
60631.946016 18.881 0.2
60633.151202 18.61 0.125
60633.154394 18.849 0.181
60633.159901 18.825 0.183
60633.170899 19.092 0.188
60634.155077 18.932 0.153
60634.158291 19.026 0.165
60634.163888 18.918 0.171
60634.174743 19.319 0.24
60634.392492 19.154 0.236
60634.395752 19.039 0.198
60634.401353 18.933 0.185
60634.411577 19.115 0.198
60634.809884 19.023 0.206
60634.812138 19.074 0.19
60634.813043 18.563 0.116
60634.815751 18.907 0.182
60634.821652 19.123 0.232
60635.881605 18.789 0.112
60635.888736 18.517 0.1
60635.891933 18.719 0.118
60635.9018 19.612 0.237
60638.894102 19.56 0.343
60638.897289 19.063 0.189
60638.902726 22.402 8.25
60638.914087 18.884 0.14
60642.880302 18.887 0.127
60642.883936 19.998 0.289
60642.891243 19.543 0.235
60642.901301 18.515 0.089
60647.888224 20.209 0.41
60647.925102 20.243 0.473
60650.118959 19.675 0.266
60650.122152 19.043 0.153
60650.14617 21.835 1.791
60650.898644 20.412 0.49
60650.93534 21.678 1.442
60651.850137 19.842 0.267
60651.855832 20.231 0.431
60653.134614 19.814 0.339
60653.137789 20.127 0.479
60653.155003 19.102 0.214
60653.174429 18.891 0.17
60654.110076 20.168 0.603
60654.13027 19.074 0.26
60654.133486 21.976 3.143
60654.138899 18.996 0.243
60654.340197 19.438 0.296
60654.376813 21.705 3.02
60654.382985 19.553 0.386
