2021mab 0.021 178.79438000000002 -7.843079999999999
filter ATgr
59337.421726 17.201 0.029
59337.441184 16.928 0.023
59337.452666 17.166 0.032
59337.459093 17.061 0.039
59338.421318 17.063 0.033
59338.430051 17.116 0.031
59338.443751 17.186 0.035
59338.447464 17.32 0.035
59342.348268 17.21 0.024
59342.353808 17.12 0.024
59342.357942 17.045 0.023
59342.369412 17.268 0.025
59346.332429 17.544 0.034
59346.336577 17.278 0.029
59346.342548 17.512 0.033
59346.35691 17.586 0.035
59349.32996 17.762 0.042
59349.333163 17.826 0.046
59349.340071 17.857 0.044
59349.351169 18.195 0.061
59350.312933 18.01 0.055
59350.317049 17.918 0.053
59350.322626 17.867 0.059
59350.397386 17.955 0.054
59368.319877 19.929 0.259
59368.323106 21.823 1.051
59368.33047 18.902 0.079
59368.343372 21.16 0.664
59372.289764 19.093 0.105
59372.292987 19.862 0.231
59372.299488 19.471 0.164
59376.299509 18.28 0.064
59376.299969 19.441 0.159
59376.309192 18.944 0.109
59376.309651 20.86 0.549
59380.261594 20.859 0.788
59380.262055 18.335 0.102
59380.265282 20.577 0.494
59380.270385 20.269 0.364
59380.271768 18.825 0.105
59394.279273 19.82 0.287
59394.289393 18.706 0.128
59394.301797 20.347 0.541
59402.264149 19.044 0.16
59402.269636 19.696 0.266
filter ATri
59322.417402 16.689 0.015
59324.369582 18.45 0.08
59324.373735 20.754 0.634
59324.407235 19.128 0.169
59324.415171 19.078 0.133
59326.329238 19.332 0.249
59331.346144 17.864 0.124
59331.349368 18.123 0.168
59331.359558 18.887 0.299
59331.371573 17.558 0.078
59332.397726 18.061 0.113
59332.400968 18.249 0.124
59332.40796 17.915 0.094
59332.418106 17.461 0.06
59333.447335 17.783 0.115
59333.457576 17.889 0.119
59333.459405 18.366 0.141
59333.466778 17.937 0.113
59333.469538 18.682 0.205
59333.470454 17.999 0.153
59333.475087 17.874 0.086
59333.481077 17.237 0.062
59334.360215 18.147 0.075
59334.360672 17.497 0.042
59334.363435 17.833 0.058
59334.36435 17.818 0.062
59334.369861 17.559 0.049
59334.370319 17.692 0.051
59334.379968 17.188 0.04
59334.399666 16.502 0.02
59335.353938 17.262 0.028
59335.358099 17.011 0.027
59335.363635 17.195 0.024
59335.373778 17.196 0.031
59336.368338 17.207 0.032
59336.372025 17.434 0.044
59336.377554 17.653 0.043
59336.411637 19.696 0.394
59344.344683 17.135 0.024
59344.347934 17.211 0.032
59344.354392 16.905 0.021
59344.367758 17.03 0.025
59348.32788 17.2 0.032
59348.331104 16.988 0.021
59348.337147 17.225 0.031
59348.350542 17.344 0.031
59352.32547 17.529 0.043
59352.331008 17.606 0.04
59352.341174 17.634 0.042
59352.345321 18.702 0.113
59354.335106 17.775 0.07
59354.338319 17.963 0.073
59354.344417 18.18 0.094
59354.356789 19.369 0.322
59358.329841 18.321 0.179
59358.363455 18.116 0.181
59358.383176 18.799 0.313
59359.314152 18.503 0.161
59359.317398 18.228 0.136
59359.32294 18.343 0.151
59359.334912 17.662 0.088
59360.361928 18.208 0.183
59360.36562 18.507 0.261
59360.372544 17.752 0.119
59360.384066 17.996 0.165
59361.344303 18.454 0.14
59361.348482 18.312 0.144
59361.355906 20.737 1.618
59361.372507 18.056 0.138
59362.336954 17.748 0.087
59362.340164 17.632 0.074
59362.34566 18.214 0.128
59362.35802 17.985 0.142
59364.297524 17.644 0.035
59364.301212 18.63 0.083
59364.306769 19.266 0.178
59364.319668 17.846 0.05
59366.319149 17.233 0.029
59366.322838 18.065 0.075
59366.329255 17.91 0.062
59366.339834 19.153 0.169
59370.29089 19.854 0.281
59370.296427 19.971 0.337
59370.304685 19.183 0.157
59370.308401 18.67 0.093
59374.272237 21.196 1.061
59374.277768 19.697 0.265
59374.281894 18.216 0.059
59374.292461 18.89 0.112
59382.258561 18.429 0.149
59382.26224 18.833 0.203
59382.267745 18.688 0.13
59386.307445 18.94 3.079
59388.255199 19.434 0.316
59388.258421 18.538 0.153
59388.263974 19.063 0.271
59388.276898 18.308 0.134
59390.268116 21.483 4.103
59390.27821 21.434 3.818
59391.255888 19.57 0.203
59391.265105 16.782 0.012
59392.304407 20.378 0.486
59396.28488 16.677 0.016
59396.293184 18.573 0.098
59396.305663 20.356 0.498
59400.270067 19.711 0.2
59416.259442 17.992 0.569
