2024pnp 0.09 200.7076841 60.71605170000001
filter ATri
60695.512276 -19.696 0.337
60697.464556 -20.296 0.415
60699.564319 -20.373 0.503
60699.5675 -20.281 0.446
60699.584962 -20.729 0.578
60709.517105 -19.903 0.317
60709.535979 -20.539 0.574
60710.453694 -20.401 0.456
60711.421084 -20.963 0.965
60711.426011 -19.688 0.341
60711.437601 -19.233 0.277
60715.476342 -17.659 0.997
60719.566449 -20.298 0.769
60723.5358 20.326 0.53
60723.545722 -20.837 0.885
