2024acgn 0.084 146.162707908 7.38235901319
filter ATgr
60700.454968 -18.928 0.73
60703.270142 20.843 0.622
60703.30825 20.014 0.305
60703.331448 20.411 0.365
60707.190904 19.76 0.259
60707.21362 20.618 0.559
60708.487432 21.505 0.985
60708.522704 20.432 0.411
60711.251875 21.412 0.94
60711.257763 19.918 0.255
filter ATri
60695.297671 20.25 0.651
60696.528048 18.795 0.304
60696.533503 20.554 0.848
60696.536679 20.175 0.406
60698.508647 21.079 0.768
60698.5138 20.66 0.625
60698.517954 20.716 0.636
60698.550247 20.751 0.596
60699.277094 20.57 0.567
60699.287705 20.31 0.474
60701.012415 -20.953 0.804
60701.051335 19.958 0.333
60705.057843 20.972 0.744
60705.061007 -20.625 0.533
60705.118448 20.115 0.517
60708.973217 -20.937 0.695
60712.429811 20.894 0.987
60712.433434 20.271 0.41
60713.056667 -20.322 0.698
60713.219726 20.664 0.438
60714.404483 20.697 0.97
60714.432523 20.386 0.69
60714.478915 -20.918 0.953
60714.482591 20.035 0.489
60715.190484 19.71 0.76
60715.217329 20.018 0.907
60715.222432 20.272 0.899
60716.394383 19.206 0.382
60723.236899 -20.77 0.991
