2025E 0.035 119.661023016 7.96332030304
filter ATgr
60699.173277 18.389 0.07
60699.176437 18.467 0.094
60699.181873 18.492 0.075
60699.210752 18.627 0.083
60703.1746 19.142 0.145
60703.178214 18.919 0.12
60703.209593 18.887 0.105
60703.216002 19.104 0.118
60704.437036 19.896 0.572
60704.442723 19.45 0.34
60704.445914 -17.945 0.67
60704.447274 18.563 0.186
60704.450444 19.066 0.206
60704.456483 19.052 0.144
60704.457397 18.838 0.123
60704.466928 19.043 0.15
60707.162811 19.268 0.179
60707.196551 19.442 0.212
60707.19972 19.155 0.162
60707.227997 19.021 0.179
60708.417756 19.489 0.179
60708.421832 19.567 0.199
60708.427287 19.241 0.13
60708.43735 19.151 0.119
60711.198432 19.532 0.193
60711.201597 19.653 0.186
60711.20882 19.399 0.186
60711.229639 19.703 0.243
60723.76551 20.181 0.886
60723.765961 19.139 0.334
60723.766862 20.187 0.879
filter ATri
60695.235779 18.17 0.077
60695.239854 18.269 0.097
60695.247613 18.125 0.079
60695.261421 18.339 0.106
60696.45796 18.679 0.203
60696.462072 18.221 0.115
60696.467527 18.342 0.159
60696.479312 17.949 0.325
60696.870735 18.455 0.154
60696.906167 18.328 0.089
60698.463778 18.506 0.074
60698.466985 18.49 0.08
60698.473394 18.518 0.081
60698.497976 18.399 0.065
60700.964619 18.553 0.117
60700.967778 19.075 0.169
60701.003183 18.748 0.141
60701.020175 18.408 0.112
60704.915657 19.046 0.172
60704.918385 18.987 0.129
60704.918836 19.285 0.201
60704.921564 18.759 0.107
60704.924271 18.813 0.14
60704.956401 18.956 0.128
60704.959109 18.453 0.096
60704.962278 18.712 0.102
60708.848611 18.833 0.137
60708.85178 18.737 0.124
60708.874964 18.56 0.089
60708.880445 18.797 0.116
60712.390496 18.688 0.128
60712.397459 18.533 0.126
60712.401463 18.989 0.166
60712.413068 18.905 0.152
60712.860702 18.805 0.202
60712.862505 18.869 0.232
60712.866563 19.281 0.305
60712.892634 18.487 0.155
60714.323451 18.812 0.266
60714.325835 19.15 0.324
60714.329006 18.535 0.175
60714.351445 18.604 0.213
60714.390048 18.903 0.218
60714.424047 18.412 0.144
60714.427509 18.925 0.228
60714.4331 18.848 0.221
60719.204766 19.484 0.96
60719.249294 18.971 0.719
60719.449078 19.006 0.356
60719.463308 19.147 0.335
60719.468785 19.428 0.518
60719.494104 18.858 0.336
60720.420249 19.487 0.388
60720.438276 19.518 0.46
60720.441477 18.906 0.271
60720.453898 18.886 0.23
60720.456734 19.153 0.312
60720.456814 18.904 0.227
60720.462303 18.928 0.216
60720.484279 19.348 0.389
60720.94867 19.368 0.599
60720.955146 19.199 0.513
60720.967991 18.719 0.363
60723.173367 18.997 0.258
60723.17654 18.761 0.225
60723.190327 19.433 0.293
60723.196722 19.386 0.375
