2016eqa 0.0149 50.13092000000001 41.51136
filter ATgr
57605.598859 18.868 0.182
57605.611295 18.884 0.176
57605.623719 19.035 0.252
57605.636202 19.226 3.899
57609.600851 18.81 0.15
57609.613347 19.099 0.178
57609.625952 18.698 0.168
57625.621538 20.817 1.308
57625.635943 20.811 2.442
57640.613393 21.32 1.448
57640.626256 20.832 1.306
57660.529591 22.208 3.429
57660.542023 20.995 1.023
57660.571214 20.211 0.482
57660.585428 20.363 0.579
57664.589771 21.729 3.667
57668.497486 19.937 0.372
57668.528005 20.873 0.938
57686.437026 20.401 0.566
57686.444969 19.973 0.385
57686.461959 20.987 1.109
57690.453302 21.819 2.318
57690.460867 21.277 1.257
57694.492545 20.707 0.759
57694.499348 22.904 6.25
57698.46948 20.427 0.564
filter ATri
57597.601846 17.203 0.054
57597.613944 17.228 0.06
57597.626085 17.208 0.124
57598.595012 17.541 0.077
57598.606857 17.394 0.075
57598.619321 17.932 0.143
57598.629665 17.219 0.253
57617.585988 18.722 0.297
57617.598913 19.488 0.611
57617.611944 19.055 0.444
57617.625097 18.823 0.312
57617.638313 19.746 3.82
57621.619046 18.63 0.46
57621.634872 18.732 0.796
57652.506904 20.437 1.171
57652.525981 21.02 2.048
57652.541452 20.281 1.048
57652.56683 19.737 0.56
57674.462527 20.719 1.632
57674.478977 20.299 1.171
57674.487578 21.03 2.163
57674.499473 20.183 1.054
57677.488777 19.581 0.975
57677.562017 20.732 2.818
57678.444873 19.147 0.876
57678.493207 20.423 2.592
57702.428634 20.217 0.717
57702.445719 20.217 0.842
