# Combined data from 'ATLAS-ZTF' for 'SN 2024zls'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
11.66844, -14.33536, o, 60509.285319, 22.261, 6.375, 4, 29, 22.394850021680092, ATLAS-ZTF
11.66844, -14.33536, o, 60509.306898, 19.453, 0.351, 60, 21, 19.45462187404089, ATLAS-ZTF
11.66844, -14.33536, o, 60509.311885, 20.76, 1.191, 18, 22, 20.761818737241732, ATLAS-ZTF
11.66844, -14.33536, o, 60510.265742, 19.436, 0.307, 61, 19, 19.43667541247308, ATLAS-ZTF
11.66844, -14.33536, o, 60510.268934, -20.77, 1.402, -18, 25, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60510.272118, -20.048, 0.73, -35, 25, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60510.277592, 19.434, 0.352, 61, 22, 19.43667541247308, ATLAS-ZTF
11.66844, -14.33536, o, 60510.568393, 19.873, 0.344, 41, 14, 19.86804035820066, ATLAS-ZTF
11.66844, -14.33536, o, 60510.57131, 21.829, 2.075, 7, 14, 21.787254899964356, ATLAS-ZTF
11.66844, -14.33536, o, 60510.606937, 21.501, 0.974, 9, 9, 21.514393726401686, ATLAS-ZTF
11.66844, -14.33536, o, 60510.613436, 20.585, 0.467, 21, 10, 20.5944517631652, ATLAS-ZTF
11.66844, -14.33536, o, 60513.056864, 21.405, 2.465, 10, 24, 21.4, ATLAS-ZTF
11.66844, -14.33536, o, 60513.058692, -19.847, 0.744, -42, 31, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60513.064221, 19.331, 0.435, 67, 29, 19.334812993247933, ATLAS-ZTF
11.66844, -14.33536, o, 60513.071167, 21.762, 3.875, 7, 28, 21.787254899964356, ATLAS-ZTF
11.66844, -14.33536, o, 60514.319129, 21.015, 2.962, 14, 42, 21.034679910804403, ATLAS-ZTF
11.66844, -14.33536, o, 60514.322296, -18.626, 0.42, -129, 54, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60514.325494, -19.869, 0.71, -41, 29, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60514.341987, -19.591, 0.992, -53, 52, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60514.570401, -19.797, 0.821, -44, 36, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60514.589315, 19.136, 0.334, 80, 27, 19.14227503252014, ATLAS-ZTF
11.66844, -14.33536, o, 60514.602739, -22.627, 9.474, -3, 31, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60514.61393, -21.91, 5.174, -6, 32, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60518.307981, -20.517, 0.887, -22, 20, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60518.309789, -21.455, 1.971, -10, 19, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60518.312947, 21.549, 2.167, 9, 19, 21.514393726401686, ATLAS-ZTF
11.66844, -14.33536, o, 60518.318829, 20.651, 0.968, 20, 19, 20.647425010840045, ATLAS-ZTF
11.66844, -14.33536, o, 60523.040175, 21.747, 2.244, 7, 16, 21.787254899964356, ATLAS-ZTF
11.66844, -14.33536, o, 60523.041989, -21.445, 1.191, -10, 11, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60523.04766, 19.952, 0.279, 38, 11, 19.950541008457975, ATLAS-ZTF
11.66844, -14.33536, o, 60523.054941, -21.463, 1.362, -9, 13, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60524.068707, 22.214, 2.088, 5, 10, 22.15257498915995, ATLAS-ZTF
11.66844, -14.33536, o, 60524.09811, -20.344, 0.89, -26, 24, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60524.099919, 21.337, 1.702, 11, 18, 21.296518287104437, ATLAS-ZTF
11.66844, -14.33536, o, 60524.123595, -19.781, 1.019, -44, 45, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60524.18715, -20.651, 1.068, -20, 21, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60525.067924, 21.865, 2.0, 6, 13, 21.95462187404089, ATLAS-ZTF
11.66844, -14.33536, o, 60525.071113, 20.807, 0.681, 17, 12, 20.823877696554312, ATLAS-ZTF
11.66844, -14.33536, o, 60525.07475, 20.249, 0.445, 29, 13, 20.24400500525261, ATLAS-ZTF
11.66844, -14.33536, o, 60525.079839, -23.122, 5.429, -2, 11, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60526.543455, -19.727, 0.328, -47, 15, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60526.578993, -21.104, 0.932, -13, 12, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60526.580842, -21.334, 0.967, -11, 10, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60526.596269, -21.046, 0.787, -14, 11, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60528.997869, 22.586, 3.696, 3, 12, 22.707196863200842, ATLAS-ZTF
11.66844, -14.33536, o, 60528.999689, -20.793, 0.769, -18, 13, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60529.010265, 20.926, 0.845, 16, 13, 20.889700043360186, ATLAS-ZTF
11.66844, -14.33536, o, 60529.013014, -23.809, 10.714, -1, 12, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60530.547959, -23.46, 8.692, -2, 13, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60530.549948, 22.809, 4.667, 3, 13, 22.707196863200842, ATLAS-ZTF
11.66844, -14.33536, o, 60530.552718, 23.532, 8.25, 1, 12, 23.9, ATLAS-ZTF
11.66844, -14.33536, o, 60530.584303, 20.264, 0.407, 28, 12, 20.28210492164445, ATLAS-ZTF
11.66844, -14.33536, c, 60534.255544, 22.455, 2.438, 4, 9, 22.394850021680092, ATLAS-ZTF
11.66844, -14.33536, c, 60534.257635, 20.395, 0.362, 25, 9, 20.405149978319905, ATLAS-ZTF
11.66844, -14.33536, c, 60534.260794, -21.683, 1.097, -8, 8, nan, ATLAS-ZTF
11.66844, -14.33536, c, 60534.267497, 20.47, 0.381, 24, 9, 20.449471895720983, ATLAS-ZTF
11.66844, -14.33536, o, 60534.535887, 21.442, 1.013, 10, 10, 21.4, ATLAS-ZTF
11.66844, -14.33536, o, 60534.538197, -22.662, 3.261, -3, 10, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60534.544506, -22.0, 1.682, -6, 10, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60534.579651, -21.602, 1.167, -8, 10, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60534.632745, 19.415, 0.457, 62, 28, 19.419020776254364, ATLAS-ZTF
11.66844, -14.33536, o, 60535.034498, -19.812, 0.76, -43, 33, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60535.035399, -20.012, 0.87, -36, 31, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60535.037204, 20.05, 1.055, 35, 37, 20.03982988912431, ATLAS-ZTF
11.66844, -14.33536, o, 60535.043411, -20.855, 1.721, -16, 28, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60535.053432, 20.562, 1.475, 22, 32, 20.543943297944484, ATLAS-ZTF
11.66844, -14.33536, o, 60537.043924, 19.645, 0.252, 50, 13, 19.65257498915995, ATLAS-ZTF
11.66844, -14.33536, o, 60537.045729, -21.062, 0.835, -14, 11, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60537.05204, 21.186, 1.064, 12, 13, 21.202046884880936, ATLAS-ZTF
11.66844, -14.33536, o, 60537.05745, 21.374, 1.289, 10, 13, 21.4, ATLAS-ZTF
11.66844, -14.33536, o, 60538.529621, -22.008, 1.891, -6, 11, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60538.531468, -21.445, 1.232, -10, 12, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60538.534241, 21.622, 1.453, 8, 12, 21.64227503252014, ATLAS-ZTF
11.66844, -14.33536, o, 60538.545039, -21.057, 0.819, -14, 11, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60538.973851, -20.299, 0.791, -28, 22, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60538.975655, -23.697, 16.875, -1, 20, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60538.979711, -20.481, 0.784, -23, 18, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60538.985119, -21.524, 2.426, -9, 22, nan, ATLAS-ZTF
11.66844, -14.33536, o, 60539.981609, 20.689, 1.788, 19, 34, 20.703115997617928, ATLAS-ZTF
