# Combined data from 'ATLAS-ZTF' for 'SN 2022dsu'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
211.3782, 15.72098, o, 59557.632505, -19.837, 0.408, -42, 17, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59557.635297, -22.021, 2.708, -6, 15, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59557.640846, 20.589, 0.758, 21, 16, 20.5944517631652, ATLAS-ZTF
211.3782, 15.72098, o, 59557.651259, 22.012, 3.037, 6, 17, 21.95462187404089, ATLAS-ZTF
211.3782, 15.72098, o, 59565.620832, -22.274, 5.818, -4, 26, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59565.624521, 20.439, 1.106, 24, 27, 20.449471895720983, ATLAS-ZTF
211.3782, 15.72098, o, 59565.632857, -20.507, 1.073, -23, 24, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59565.653091, -20.478, 0.746, -23, 17, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59573.623579, -21.203, 1.679, -12, 20, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59573.62958, 21.361, 1.843, 10, 19, 21.4, ATLAS-ZTF
211.3782, 15.72098, o, 59573.649634, 20.815, 1.129, 17, 19, 20.823877696554312, ATLAS-ZTF
211.3782, 15.72098, o, 59573.657036, -23.391, 12.25, -2, 20, nan, ATLAS-ZTF
211.3782, 15.72098, c, 59587.643975, -22.076, 1.8, -5, 10, nan, ATLAS-ZTF
211.3782, 15.72098, c, 59587.645803, 23.208, 5.286, 2, 10, 23.147425010840045, ATLAS-ZTF
211.3782, 15.72098, c, 59587.668528, -22.707, 5.182, -3, 16, nan, ATLAS-ZTF
211.3782, 15.72098, c, 59587.673252, -20.656, 0.959, -20, 19, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59589.58261, 21.255, 1.216, 11, 14, 21.296518287104437, ATLAS-ZTF
211.3782, 15.72098, o, 59589.586345, -21.992, 2.115, -6, 12, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59589.591891, 21.157, 1.056, 12, 13, 21.202046884880936, ATLAS-ZTF
211.3782, 15.72098, o, 59589.605264, 19.43, 0.218, 61, 13, 19.43667541247308, ATLAS-ZTF
211.3782, 15.72098, c, 59591.578049, 23.265, 5.7, 2, 10, 23.147425010840045, ATLAS-ZTF
211.3782, 15.72098, c, 59591.585907, 21.226, 0.868, 12, 10, 21.202046884880936, ATLAS-ZTF
211.3782, 15.72098, c, 59591.591893, 22.928, 4.333, 2, 11, 23.147425010840045, ATLAS-ZTF
211.3782, 15.72098, c, 59591.60337, -20.899, 0.685, -16, 11, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59593.631895, 21.359, 1.038, 10, 11, 21.4, ATLAS-ZTF
211.3782, 15.72098, o, 59593.640411, -20.996, 0.875, -14, 13, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59593.6441, 20.694, 0.8, 19, 15, 20.703115997617928, ATLAS-ZTF
211.3782, 15.72098, o, 59593.654802, -21.459, 4.0, -10, 38, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59593.670898, 20.637, 1.528, 20, 31, 20.647425010840045, ATLAS-ZTF
211.3782, 15.72098, o, 59597.53924, 19.949, 0.663, 38, 25, 19.950541008457975, ATLAS-ZTF
211.3782, 15.72098, o, 59597.542928, -21.017, 1.77, -14, 25, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59597.549388, -22.615, 8.278, -3, 27, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59597.56137, 21.505, 2.722, 9, 25, 21.514393726401686, ATLAS-ZTF
211.3782, 15.72098, o, 59598.10078, 20.714, 1.659, 19, 31, 20.703115997617928, ATLAS-ZTF
211.3782, 15.72098, o, 59598.10462, -20.056, 0.931, -34, 32, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59598.111638, -19.148, 0.448, -80, 36, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59598.117812, 19.717, 0.975, 47, 46, 19.719755355160704, ATLAS-ZTF
211.3782, 15.72098, o, 59601.613548, -20.277, 0.802, -28, 23, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59601.615401, 20.925, 2.085, 16, 32, 20.889700043360186, ATLAS-ZTF
211.3782, 15.72098, o, 59601.619086, -21.246, 2.647, -12, 30, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59601.632406, -22.231, 5.538, -5, 26, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59602.072101, -20.662, 1.563, -20, 31, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59602.07641, -20.594, 1.93, -21, 40, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59602.099905, 20.301, 1.17, 28, 32, 20.28210492164445, ATLAS-ZTF
211.3782, 15.72098, o, 59602.119151, -19.43, 0.687, -61, 42, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59603.623124, 23.234, 9.909, 2, 18, 23.147425010840045, ATLAS-ZTF
211.3782, 15.72098, o, 59603.626498, 20.096, 0.472, 33, 16, 20.10371515030528, ATLAS-ZTF
211.3782, 15.72098, o, 59603.630725, -20.919, 1.124, -16, 18, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59603.648825, -21.415, 1.589, -10, 16, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59603.675763, 23.056, 12.056, 2, 26, 23.147425010840045, ATLAS-ZTF
211.3782, 15.72098, o, 59605.359979, -19.514, 0.426, -57, 24, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59605.363885, -20.855, 2.0, -16, 33, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59605.370967, 20.659, 1.43, 20, 28, 20.647425010840045, ATLAS-ZTF
211.3782, 15.72098, o, 59605.379516, -21.334, 3.114, -11, 33, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59605.502586, 16.962, 1.219, 596, 726, 16.961884350649406, ATLAS-ZTF
211.3782, 15.72098, o, 59605.505365, -18.494, 0.813, -145, 118, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59605.5408, 21.049, 1.0, 14, 14, 21.034679910804403, ATLAS-ZTF
211.3782, 15.72098, o, 59605.559045, 21.839, 2.333, 7, 16, 21.787254899964356, ATLAS-ZTF
211.3782, 15.72098, o, 59608.612927, 0.0, 21.102, 0, 13, inf, ATLAS-ZTF
211.3782, 15.72098, o, 59608.615706, -21.469, 1.289, -9, 12, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59608.622183, -20.991, 0.773, -15, 11, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59608.63701, -21.433, 1.182, -10, 12, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59609.637499, -21.01, 0.607, -14, 9, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59609.644806, 21.74, 1.177, 7, 9, 21.787254899964356, ATLAS-ZTF
211.3782, 15.72098, o, 59609.672482, 21.278, 1.271, 11, 14, 21.296518287104437, ATLAS-ZTF
211.3782, 15.72098, o, 59609.674799, 21.059, 1.67, 14, 23, 21.034679910804403, ATLAS-ZTF
211.3782, 15.72098, o, 59610.626364, 20.598, 0.511, 21, 11, 20.5944517631652, ATLAS-ZTF
211.3782, 15.72098, o, 59610.630506, -21.54, 1.038, -9, 9, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59610.639584, -21.595, 1.463, -8, 12, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59610.646513, 24.913, 28.5, 0, 11, inf, ATLAS-ZTF
211.3782, 15.72098, o, 59610.648388, -21.401, 0.903, -10, 9, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59610.659468, -22.233, 2.417, -5, 11, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59610.66278, -20.389, 0.463, -25, 12, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59610.674131, 19.018, 0.678, 90, 61, 19.014393726401686, ATLAS-ZTF
211.3782, 15.72098, c, 59612.66003, 24.553, 13.25, 0, 7, inf, ATLAS-ZTF
211.3782, 15.72098, c, 59612.662998, -21.391, 0.771, -10, 8, nan, ATLAS-ZTF
211.3782, 15.72098, c, 59612.666225, -21.618, 1.246, -8, 10, nan, ATLAS-ZTF
211.3782, 15.72098, c, 59612.669286, -23.547, 9.0, -1, 12, nan, ATLAS-ZTF
211.3782, 15.72098, c, 59613.593081, -21.319, 0.758, -11, 8, nan, ATLAS-ZTF
211.3782, 15.72098, c, 59613.596965, 21.361, 0.889, 10, 9, 21.4, ATLAS-ZTF
211.3782, 15.72098, c, 59613.600406, -21.209, 0.747, -12, 9, nan, ATLAS-ZTF
211.3782, 15.72098, c, 59613.626646, 24.44, 14.75, 1, 9, 23.9, ATLAS-ZTF
211.3782, 15.72098, o, 59614.551499, -20.55, 0.485, -22, 11, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59614.571872, -20.148, 0.366, -32, 12, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59614.590287, -21.166, 0.921, -12, 11, nan, ATLAS-ZTF
211.3782, 15.72098, o, 59614.595221, -23.461, 7.0, -2, 10, nan, ATLAS-ZTF
211.3782, 15.72098, c, 59617.091835, -23.313, 6.889, -2, 12, nan, ATLAS-ZTF
211.3782, 15.72098, c, 59617.095152, -21.808, 1.703, -7, 12, nan, ATLAS-ZTF
211.3782, 15.72098, c, 59617.100206, 21.517, 1.06, 9, 10, 21.514393726401686, ATLAS-ZTF
211.3782, 15.72098, c, 59617.116115, -21.036, 0.873, -14, 12, nan, ATLAS-ZTF
211.3782, 15.72098, c, 59617.51987, 22.9, 4.214, 2, 11, 23.147425010840045, ATLAS-ZTF
211.3782, 15.72098, c, 59617.525873, 21.286, 0.894, 11, 10, 21.296518287104437, ATLAS-ZTF
211.3782, 15.72098, c, 59617.527711, 22.129, 2.067, 5, 11, 22.15257498915995, ATLAS-ZTF
211.3782, 15.72098, c, 59617.538622, -21.434, 1.039, -10, 10, nan, ATLAS-ZTF
