MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
57712.434146,-16.781,0.327,-704,230,o,0,1.45,29.62637,12.92442,3420.15,7909.6,4.07,3.88,27.5,-0.431,16.4,17.93,02a57712o0047o
57712.44836,17.814,0.102,272,28,o,0,1.03,29.62637,12.92442,3439.62,7791.67,4.03,3.87,19.9,-0.407,18.89,20.36,02a57712o0074o
57716.392552,17.695,0.064,304,20,c,0,0.93,29.62637,12.92442,862.73,6214.84,4.56,4.36,60.2,-0.361,19.4,21.48,02a57716o0410c
57716.40835,17.686,0.061,306,19,c,0,0.98,29.62637,12.92442,844.06,6177.11,4.29,4.13,47.3,-0.381,19.52,21.55,02a57716o0439c
57716.423709,17.764,0.064,285,18,c,0,1.08,29.62637,12.92442,902.89,6253.14,4.38,4.07,13.6,-0.382,19.47,21.51,02a57716o0468c
57716.439154,17.801,0.106,275,29,c,0,1.0,29.62637,12.92442,925.05,6134.8,4.17,4.01,55.9,-0.391,18.73,20.62,02a57716o0497c
57716.455108,17.747,0.329,289,95,c,0,1.12,29.62637,12.92442,887.09,6192.65,4.13,3.95,45.1,-0.401,17.54,19.25,02a57716o0527c
57736.341266,18.532,0.274,140,38,o,0,1.23,29.62637,12.92442,2680.74,4604.11,3.58,3.47,73.9,-0.434,18.41,19.04,02a57736o0296o
57736.354733,18.006,0.165,228,38,o,0,1.51,29.62637,12.92442,2662.83,4566.35,3.56,3.47,71.4,-0.437,18.38,19.0,02a57736o0322o
57736.367386,18.121,0.205,205,42,o,0,1.11,29.62637,12.92442,2719.73,4643.19,3.56,3.51,70.3,-0.435,18.35,18.98,02a57736o0346o
57736.379461,18.084,0.204,212,43,o,0,1.22,29.62637,12.92442,2740.21,4526.05,3.56,3.48,84.6,-0.435,18.35,18.93,02a57736o0369o
57736.391982,18.178,0.231,194,45,o,0,1.14,29.62637,12.92442,2704.24,4582.46,3.8,3.67,4.3,-0.426,18.23,18.89,02a57736o0393o
57744.326295,18.893,0.156,101,16,c,0,1.06,29.62637,12.92442,2676.89,4940.43,3.82,3.62,67.3,-0.389,19.61,21.43,02a57744o0274c
57744.338882,18.974,0.17,93,16,c,0,0.98,29.62637,12.92442,2658.45,4900.5,3.84,3.65,69.5,-0.392,19.6,21.42,02a57744o0298c
57744.352013,18.927,0.151,98,15,c,0,1.13,29.62637,12.92442,2715.07,4977.15,3.79,3.63,66.9,-0.394,19.61,21.43,02a57744o0323c
