# Created by M.D. Woods -- 2025-05-15 15:04:42.155826 -- NUM TARGETS: 378
# WARNING: For files with SNPY & SALT, the 'stretch' and 'color' are NOT identical.
objname, origin, subtype, algo, ra, dec, z, z_err, z_cmb, MJDs, MJDe, chisquare, chisquare_err, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, amplitude, amplitude_err, peak_mag, peak_mag_err
2004ey, CSP, 91bg, SNPY, 327.282542, 0.44422200000000006, 0.0158, 0.0, 0.013947643306485378, 53295.53, 53352.55, 211.81006949807104, 1.4507539006717194, 34.05114127489283, 0.004924820078349611, 10.56345194549921, 0.0015268614043546201, 53304.720605645794, 0.02285817326358858, 1.0095902895308626, 0.0029480995258881777, 0.018708054834765737, 0.001961950258533115, nan, nan, 15.361755555555556, 0.006444444444444445
2006fw, CSP, 91bg, SNPY, 26.793083000000003, -0.14699999999999996, 0.0835, 0.0, 0.08215156304994824, 54001.75, 54039.73, 1457.1299900461945, 58.28519960184778, 37.37222947748777, 0.1358909926422636, 9.842210908409118, 0.010122714041069385, 54005.72485123635, 0.5715193435702628, 0.6014939935469338, 0.08581106950456042, 0.02066886321539628, 0.10891263859160115, nan, nan, 19.0192, 0.0164
2006kf, CSP, 91bg, SNPY, 55.460333, 8.156943999999996, 0.0213, 0.0, 0.02090716743106265, 54036.81, 54127.64, 271.72999477692343, 3.0878408497377663, 34.81756263086119, 0.01077794193745908, 10.847440404300489, 0.0005624670042569112, 54041.84880249814, 0.052170034990934096, 0.7319061289589502, 0.005640353940118843, 0.011447969123893453, 0.00788311889801434, nan, nan, 16.728266666666663, 0.007666666666666667
2008C, CSP, 91bg, SNPY, 104.29804199999998, 20.437139, 0.0166, 0.0, 0.016903903224004785, 54469.81, 54552.5, 463.7943076562726, 6.1025566796877975, 34.234080616300275, 0.02193756947969849, 10.028240434860418, 0.0010325410340992131, 54466.85437177867, 0.36383120956090426, 0.9372882916232348, 0.014185101478265977, 0.2644294977012129, 0.011628773189153606, nan, nan, 15.931700000000001, 0.010399999999999998
2009P, CSP, 91bg, SNPY, 170.16158300000004, -3.546194, 0.0251, 0.0, 0.026209683706048342, 54867.74, 54931.61, 777.9383799901539, 11.440270293972851, 35.25494408348329, 0.044404264534780226, 9.7634902954309, 0.001489549641911028, 54868.526112280626, 0.3424240178559633, 1.1043916516277077, 0.03556814716249348, 0.40799510057770205, 0.02020618353580109, nan, nan, 16.9812, 0.012650000000000003
2005ag, CSP, 91bg, SNPY, 224.18187499999996, 9.328472000000003, 0.0797, 0.0, 0.08049898772468446, 53412.82, 53480.84, 321.0654856020786, 1.646489669754249, 37.807987172672604, 0.011660273753808872, 10.925112928401077, 0.0019752075735155416, 53413.992617151496, 0.106120815687221, 1.1894121927779548, 0.0073107987650831655, -0.01264708201363011, 0.0061492091147205665, nan, nan, 18.623428571428573, 0.014457142857142858
2007ol, CSP, 91bg, SNPY, 24.34875, -0.31199999999999994, 0.0559, 0.0, 0.054025413754148294, 54409.79, 54422.66, 117.03977735716408, 4.876657389881837, 37.13344647141549, 0.0626700561866543, 10.289335360151146, 0.0023866700569406345, 54413.53685947355, 0.22378406190058497, 0.7154493344511198, 0.04302679663927745, -0.08972177462595989, 0.046003077424151315, nan, nan, 18.1800625, 0.032687499999999994
2006py, CSP, 91bg, SNPY, 340.425208, -0.136917, 0.0579, 0.0, 0.056012583196732316, 54069.54, 54091.54, 101.53476609909131, 3.6262416463961182, 36.81599168990577, 0.025238505843446907, 9.823198012980697, 0.0067542707073111165, 54071.47348524334, 0.2877641544337388, 0.9455341029589669, 0.02597530576486343, 0.12863200469003722, 0.014183054984356949, nan, nan, 18.129800000000003, 0.02026666666666667
2004gs, CSP, 91bg, SNPY, 129.596583, 17.627722000000002, 0.0267, 0.0, 0.02743521091657417, 53352.85, 53461.56, 449.26544869173426, 1.8956348046064737, 35.50728622630257, 0.008219370197134087, 10.524491610792518, 0.0008337715580172614, 53356.98852898933, 0.039376814236579745, 0.697989773439865, 0.004375260730521805, 0.1759920812627317, 0.0057933492523120295, nan, nan, 17.2598, 0.008640000000000002
2009D, CSP, 91bg, SNPY, 58.59512500000002, -19.181722000000004, 0.025, 0.0, 0.025176933726842318, 54834.67, 54884.53, 331.931306519978, 3.286448579405723, 35.07471111361515, 0.010422475211642176, 10.288567554002853, 0.000981265532668124, 54841.25964940682, 0.056942466192212104, 1.189143753911124, 0.008095843266525704, 0.0014740216280038356, 0.006136382165922811, nan, nan, 16.042025000000002, 0.0068000000000000005
2005mc, CSP, 91bg, SNPY, 126.77649999999997, 21.645999999999997, 0.0252, 0.0, 0.025657773714809186, 53736.79, 53773.62, 226.7680250615577, 3.064432771102131, 35.18928649760787, 0.015191207491702621, 13.004227849812548, 0.0005277710097430307, 53734.69771825702, 0.17514018341375504, 0.6379970029318897, 0.01012146659907502, 0.25316246296635536, 0.014085350302184206, nan, nan, 17.244000000000003, 0.010866666666666667
2008hu, CSP, 91bg, SNPY, 122.31150000000001, -18.65363900000001, 0.0497, 0.0, 0.050623552738642955, 54806.76, 54844.84, 268.57850143876016, 4.0693712339206085, 36.74249381324528, 0.016295318908761257, 10.107881298730984, 0.007118355222168162, 54807.08795742272, 0.17177447893273293, 0.7821506823634329, 0.008034979367727315, 0.046117371084234214, 0.01137610869407544, nan, nan, 18.246000000000002, 0.011199999999999998
