# Created by M.D. Woods -- 2025-05-29 12:45:51.699054 -- NUM TARGETS: 52
# Scatter: 0.2459, MASS_STEP: 0.0120+/-0.0645
objname, origin, subtype, algo, ra, dec, z, z_err, z_cmb, MJDs, MJDe, chisquare, chisquare_err, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, amplitude, amplitude_err, peak_mag, peak_mag_err
2008C, CSP, 91bg, SNPY, 104.29804199999998, 20.437139, 0.0166, 0.0, 0.016903903224004785, 54469.81, 54552.5, 463.7943076562726, 6.1025566796877975, 34.234080616300275, 0.10237801011289778, 10.028240434860418, 0.100005330562861, 54466.85437177867, 0.36383120956090426, 0.9372882916232348, 0.014185101478265977, 0.2644294977012129, 0.011628773189153606, nan, nan, 15.931700000000001, 0.010399999999999998
2006py, CSP, 91bg, SNPY, 340.425208, -0.136917, 0.0579, 0.0, 0.056012583196732316, 54069.54, 54091.54, 101.53476609909131, 3.6262416463961182, 36.81599168990577, 0.10313574635988099, 9.823198012980697, 0.10022784130563545, 54071.47348524334, 0.2877641544337388, 0.9455341029589669, 0.02597530576486343, 0.12863200469003722, 0.014183054984356949, nan, nan, 18.129800000000003, 0.02026666666666667
2008hu, CSP, 91bg, SNPY, 122.31150000000001, -18.65363900000001, 0.0497, 0.0, 0.050623552738642955, 54806.76, 54844.84, 268.57850143876016, 4.0693712339206085, 36.74249381324528, 0.10131898843917775, 10.107881298730984, 0.10025303477236472, 54807.08795742272, 0.17177447893273293, 0.7821506823634329, 0.008034979367727315, 0.046117371084234214, 0.01137610869407544, nan, nan, 18.246000000000002, 0.011199999999999998
2006ej, CSP, 91bg, SNPY, 9.749042, -9.015721999999998, 0.0205, 0.0, 0.018069132884244235, 53979.74, 54046.74, 39.58297369545257, 0.8796216376767239, 34.741862380437055, 0.10077675243159585, 10.279706103453293, 0.10000325657534177, 53976.76437201089, 0.15007475040876278, 0.8248134826292026, 0.004554998767006024, 0.03354817941639823, 0.006063249361689839, nan, nan, 15.919, 0.0082
2008gl, CSP, 91bg, SNPY, 20.228417, 4.805306000000001, 0.034, 0.0, 0.032742544933472346, 54765.7, 54844.55, 204.57288127717757, 1.9861444784191997, 35.71450821451583, 0.10027293965319548, 11.359976556285138, 0.10022198065335708, 54768.64878679134, 0.05418845477080587, 0.8505252713990232, 0.00428138216004161, 0.09145042856276614, 0.004188026623336964, nan, nan, 16.98808, 0.0067599999999999995
2009al, CSP, 91bg, SNPY, 162.8419580000001, 8.578528, 0.0221, 0.0, 0.023294362161299355, 54897.7, 54947.57, 900.9775106460044, 13.447425532029916, 34.71858358706372, 0.10522594112110839, 10.676596531095123, 0.10000149448209737, 54897.35134776935, 0.40255123397916104, 0.9187722510883952, 0.01700391989894094, 0.28472280461063226, 0.016308335885453263, nan, nan, 16.284142857142857, 0.008857142857142857
2004gc, CSP, 91bg, SNPY, 80.458125, 6.676028, 0.0321, 0.0, 0.031225952035492954, 53329.83, 53397.66, 1114.4748678904743, 8.572883599157494, 35.37096473458508, 0.10180883899971309, 12.062701043577428, 0.10089386602338211, 53325.73343690727, 0.32549155374509886, 0.9182235356926947, 0.010045128025043952, 0.23838245508119352, 0.010414185189565776, nan, nan, 17.477600000000002, 0.015799999999999998
2006hx, CSP, 91bg, SNPY, 18.488792, 0.37166699999999997, 0.0455, 0.0, 0.043686906535194706, 54012.66, 54080.59, 361.99290832223966, 8.829095324932675, 36.175832720558915, 0.11131793966294821, 10.307434104151445, 0.1000189650649231, 54022.48826239089, 0.15533620064844691, 0.9538421293574677, 0.021001345584678706, 0.2455843452794851, 0.025440016485795452, nan, nan, nan, nan
2008go, CSP, 91bg, SNPY, 332.68679200000014, -20.788110999999994, 0.0623, 0.0, 0.06071935029069365, 54765.61, 54776.58, 104.1043008926969, 4.004011572796035, 36.978409864199584, 0.1031783781340422, 10.908950503065558, 0.1000150006443601, 54766.36885679717, 0.2664246380653513, 0.9096623645249373, 0.031946731473669734, 0.11190303433191218, 0.012049216445342738, nan, nan, 18.214350000000003, 0.012300000000000002
2008bq, CSP, 91bg, SNPY, 100.26045799999999, -38.038611, 0.034, 0.0, 0.035317653145700935, 54562.49, 54606.46, 191.53808233096515, 2.487507562739807, 35.77514409081165, 0.10139082777374037, 11.946576632579085, 0.1891837152082599, 54562.919323585986, 0.09509323782504203, 1.1422063984613742, 0.012079571355954376, 0.11233600943270154, 0.008303822007213075, nan, nan, 17.035999999999998, 0.007416666666666666
