# Created by M.D. Woods -- 2025-05-21 11:40:04.167921 -- NUM TARGETS: 114
# WARNING: For files with SNPY & SALT, the 'stretch' and 'color' are NOT identical.
objname, origin, subtype, algo, ra, dec, z, z_err, z_cmb, MJDs, MJDe, chisquare, chisquare_err, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, amplitude, amplitude_err, peak_mag, peak_mag_err
2007ba, CSP, 91bg, SALT, 229.177625, 7.396611000000001, 0.0385, 0.0, 0.038133865739342986, 54190.83, 54255.61, 563.7859393430958, 0.0, 36.88657943401057, 0.019607304350156906, 11.141102329068884, 0.0008626674562506656, 54174.73505593765, 0.08562351202272112, 4.999999999980648, 0.0014571082269454472, 0.2300746009904881, 0.006007026780486101, 0.0018841666046970221, 1.3877957969767085e-05, nan, nan
2007al, CSP, 91bg, SALT, 149.82699999999997, -19.473833000000003, 0.0122, 0.0, 0.013181781463286774, 54170.77, 54246.58, 330.11820778160916, 0.0, 34.4228761059664, 0.018226934659047, 9.351354001759011, 0.0018110245506318002, 54160.12616537997, 0.06796969692732091, -2.7849877806963077, 0.014838371267239081, 0.36046290264735814, 0.005098007140991354, 0.004253402925839678, 3.8437385366575854e-05, nan, nan
2009F, CSP, 91bg, SALT, 74.848167, -11.130583, 0.013, 0.0, 0.013048498077434103, 54837.75, 54884.63, 603.6659572332641, 0.0, 34.71918169004819, 0.0065926053211952315, 10.507359299115938, 0.000511704806211565, 54843.26865314557, 0.013152503011951922, -3.4781124908674648, 0.016144053394829827, 0.507513521129201, 0.0018570507887020948, 0.0019611495939587976, 4.688020826870532e-06, 16.976566666666667, 0.008166666666666668
2007N, CSP, 91bg, SALT, 192.25520799999998, -9.452833, 0.0129, 0.0, 0.015195347623445987, 54123.82, 54213.67, 241.0289051386014, 0.0, 34.41346398468983, 0.01693679957520539, 9.587336481996891, 0.0008157243912581323, 54113.024103264004, 0.051206244959757896, -2.9930357993484846, 0.01632523411555753, 0.5465739761857802, 0.0048741578972631245, 0.0024999103557437094, 1.9214658915664763e-05, nan, nan
2006bd, CSP, 91bg, SALT, 174.61858300000006, 20.526221999999997, 0.0257, 0.0, 0.025660398620783453, 53823.7, 53872.57, 82.89156425442192, 0.0, 35.84380956723649, 0.03211174641279077, 12.327227584343689, 0.0010375416044816365, 53810.39228026892, 0.14179833831076394, -1.7161506030051026, 0.04464864841150584, 0.3951992931127828, 0.00894171727222815, 0.0012144236013841958, 1.8530835994024353e-05, nan, nan
2008bi, CSP, 91bg, SALT, 128.972458, 0.7064170000000002, 0.0134, 0.0, 0.014116608699185886, 54551.52, 54628.47, 57.16307477234537, 0.0, 34.70052542241865, 0.022286807826647943, 10.75710146506393, 0.0018382741615164645, 54536.25119797901, 0.06684393748946604, -2.7917306105370328, 0.018631325011044808, 0.1919934441530051, 0.006191412267952286, 0.005224921046561339, 5.857583336187367e-05, nan, nan
2008bd, CSP, 91bg, SALT, 154.59716700000004, -13.103111, 0.0301, 0.0, 0.031300703090299295, 54541.7, 54592.62, 27.27228976797126, 0.0, 36.254737653214136, 0.045605075887179686, 11.066906876654066, 0.0008724495479113708, 54522.073202542946, 0.1570283045002725, -2.395453622723449, 0.05879745141409698, 0.08103204469781873, 0.01331788489300888, 0.0017902471034350815, 3.394500705797438e-05, nan, nan
2005ke, CSP, 91bg, SALT, 53.76812499999999, -24.944110999999992, 0.0049, 0.0, 0.003927211531528298, 53689.69, 53819.51, 3472.659275119717, 0.0, 32.67935709938851, 0.004542966531444775, 9.964494815008727, 0.0001733967672340931, 53699.895933955006, 0.006809155180235393, -2.1854051619834625, 0.007134535781311291, 0.46991116863016535, 0.0013178566120184006, 0.017075610951045275, 3.154861964296698e-05, 14.576217391304347, 0.008521739130434785
2008bt, CSP, 91bg, SALT, 162.57033299999998, -12.108889, 0.0154, 0.0, 0.016446211765812194, 54571.61, 54651.47, 456.4238609662223, 0.0, 34.54645270498273, 0.008227838882899892, 10.724456328263154, 0.0005206097319448586, 54568.775437641656, 0.001082537626643898, -2.228919109288694, 0.01426943071923259, 0.4385971336307721, 0.0024442578333008632, 0.0033128462850390014, 9.588794496234473e-06, 16.5873, 0.007400000000000001
2005bl, CSP, 91bg, SALT, 181.05108300000003, 20.406889000000003, 0.0241, 0.0, 0.02475539637032309, 53476.61, 53512.57, 196.4431503079986, 0.0, 35.66930649569721, 0.018900910357206212, 8.920765377315602, 0.01764662955965954, 53483.11222369532, 0.01765186923148576, -4.899815873026897, 0.06432930132337367, 0.5696528001114743, 0.004980929690759333, 0.0005641343343418499, 3.2882996500400347e-06, 18.29534482758621, 0.02248275862068966
2006gt, CSP, 91bg, SALT, 14.072082999999997, -1.6294440000000001, 0.0448, 0.0, 0.042419119009330715, 54001.67, 54076.62, 58.66668144303253, 0.0, 36.75840745739721, 0.012665196405319209, 10.111136946318842, 0.0037506224022017622, 54002.983524618925, 0.06217687559910701, -2.269970801283548, 0.032891162964082454, 0.21652946022711275, 0.0036184703752184817, 0.0007899719801913401, 3.155488418518664e-06, 18.281866666666666, 0.012200000000000004
2022vxf, ATLAS, 91bg, SALT, 317.81557999999995, 37.88565, 0.028, 0.0, 0.02601870014279106, 59828.364496, 59899.266882, 2.039978141663088, 0.0, 35.980451420894724, 0.10938616971573804, 10.82765611602084, 0.0013501579910295306, 59856.49423687301, 0.1221488580085861, -1.823930350557272, 0.17991701652632264, 0.37802914146521077, 0.031817361789229844, 0.001105564684892344, 4.7950957226382116e-05, 17.60004, 0.07124
2020dq, ATLAS, 91bg, SALT, 195.07902, -33.6297, 0.046, 0.0, 0.04892743519506293, 58851.590525, 58895.582713, 0.5303636841290545, 0.0, 89.43902940554182, 1.9060365874222311, 10.528831978885831, 0.0359032951134015, 58858.856139751966, 1.7172853070551355, 1.7085475025426677, 1.5965063683099538, -27.077325429331495, 0.6020118121353407, 400980503.3734295, 220012053.18671083, 19.0705, 0.1615
2022skw, ATLAS, 91bg, SALT, 28.936109999999992, -25.24874, 0.07, 0.0, 0.06877166514726782, 59812.086687, 59828.082393, 1.3740152694579688, 0.0, 37.68436502205208, 1.2147407090292661, 9.753736398646302, 0.06527938593441808, 59797.62270694577, 3.1695320586113667, 3.241457365758198, 1.813642433276768, 0.6243135264468751, 0.3557944735544446, 0.0002390283746910311, 0.00011532933502908207, nan, nan
