# Created by M.D. Woods -- 2025-05-21 12:54:42.055868 -- NUM TARGETS: 97
# WARNING: For files with SNPY & SALT, the 'stretch' and 'color' are NOT identical.
objname, origin, subtype, algo, ra, dec, z, z_err, z_cmb, MJDs, MJDe, chisquare, chisquare_err, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, amplitude, amplitude_err, peak_mag, peak_mag_err
2007ba, CSP, 91bg, SNPY, 229.177625, 7.396611000000001, 0.0385, 0.0, 0.038133865739342986, 54190.83, 54255.61, 3.0715666743685186, 0.0, 35.60964123134758, 0.021535567768822494, 11.141102329068884, 0.0008626674562506656, 54198.11497321057, 0.06434777886217781, 0.5411665119962604, 0.009211177984763445, 0.16396443122699983, 0.01624158287736411, nan, nan, 17.748368421052636, 0.016473684210526317
2007al, CSP, 91bg, SNPY, 149.82699999999997, -19.473833000000003, 0.0122, 0.0, 0.013181781463286774, 54170.77, 54246.58, 12.687566762874177, 0.0, 34.44639926318925, 0.0779164437148106, 9.351354001759011, 0.0018110245506318002, 54158.986955631175, 1.1028629098554361, 0.5872424199977619, 0.05834267974900778, -0.012620665504503237, 0.07986653683046925, nan, nan, nan, nan
2009F, CSP, 91bg, SNPY, 74.848167, -11.130583, 0.013, 0.0, 0.013048498077434103, 54837.75, 54884.63, 16.332224391173607, 0.0, 34.14858919114903, 0.03565437217123327, 10.507359299115938, 0.000511704806211565, 54842.702936017806, 0.10589411646552524, 0.42381091481439226, 0.012275985711511546, 0.22654747342883186, 0.021905646262789746, nan, nan, 17.041485714285713, 0.008142857142857144
2007N, CSP, 91bg, SNPY, 192.25520799999998, -9.452833, 0.0129, 0.0, 0.015195347623445987, 54123.82, 54213.67, 8.219995941093323, 0.0, 34.312824774898225, 0.02847327686062934, 9.587336481996891, 0.0008157243912581323, 54123.70749330292, 0.16578479536172377, 0.4357196004266633, 0.013947967349157098, 0.5779017913014537, 0.02891611534851606, nan, nan, 17.497399999999995, 0.01226666666666667
2006bd, CSP, 91bg, SNPY, 174.61858300000006, 20.526221999999997, 0.0257, 0.0, 0.025660398620783453, 53823.7, 53872.57, 55.935109372698676, 0.0, 36.71502913068593, 0.2334365627469511, 12.327227584343689, 0.0010375416044816365, 53836.7343922573, 0.44243309690619353, 0.17641608520371613, 0.0360871787288583, -0.43199468368851496, 0.22613605057593514, nan, nan, 19.061692307692308, 0.03515384615384616
2008bi, CSP, 91bg, SNPY, 128.972458, 0.7064170000000002, 0.0134, 0.0, 0.014116608699185886, 54551.52, 54628.47, 8.049804329421274, 0.0, 34.19006473499714, 0.050262910255567395, 10.75710146506393, 0.0018382741615164645, 54547.97105294061, 0.31401184707077495, 0.270504364486726, 0.019388928085386725, 0.07425685834554939, 0.05070880568225222, nan, nan, 17.211, 0.013600000000000001
2008bd, CSP, 91bg, SNPY, 154.59716700000004, -13.103111, 0.0301, 0.0, 0.031300703090299295, 54541.7, 54592.62, 2.0119320305895423, 0.0, 35.91771334018329, 0.03462900988340393, 11.066906876654066, 0.0008724495479113708, 54526.07278292209, 0.7790033368101698, 0.6184691920898545, 0.039331151991573714, 0.019907712525009738, 0.04216089003753453, nan, nan, nan, nan
2005ke, CSP, 91bg, SNPY, 53.76812499999999, -24.944110999999992, 0.0049, 0.0, 0.003927211531528298, 53689.69, 53819.51, 6.61756006687681, 0.0, 31.921366175349533, 0.021041336404075763, 9.964494815008727, 0.0001733967672340931, 53699.44711741741, 0.05987771189346569, 0.46918969472684774, 0.007945488055271364, 0.32950108320698546, 0.015602986519584035, nan, nan, 14.629428571428573, 0.008357142857142858
2008bt, CSP, 91bg, SNPY, 162.57033299999998, -12.108889, 0.0154, 0.0, 0.016446211765812194, 54571.61, 54651.47, 3.222239402803355, 0.0, 34.18119129724789, 0.018527276786330836, 10.724456328263154, 0.0005206097319448586, 54572.730898297676, 0.07993340075724475, 0.4880221612022577, 0.0089882568284852, 0.24381036029230735, 0.014823473032495217, nan, nan, 16.595466666666667, 0.008
2005bl, CSP, 91bg, SNPY, 181.05108300000003, 20.406889000000003, 0.0241, 0.0, 0.02475539637032309, 53476.61, 53512.57, 16.943763044731444, 0.0, 35.376558795101616, 0.05169844652620554, 8.920765377315602, 0.01764662955965954, 53483.061566269665, 0.11832479044044455, 0.39736455927405684, 0.015099396981223964, 0.2985556023790954, 0.034430353612992536, nan, nan, 18.29534482758621, 0.02248275862068966
