# Created by M.D. Woods -- 2025-05-21 12:44:20.037121 -- NUM TARGETS: 42
# Scatter: 0.3014, MASS_STEP: -0.1007+/-0.0816
# WARNING: For files with SNPY & SALT, the 'stretch' and 'color' are NOT identical.
objname, origin, subtype, algo, ra, dec, z, z_err, z_cmb, MJDs, MJDe, chisquare, chisquare_err, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, amplitude, amplitude_err, peak_mag, peak_mag_err
2008bd, CSP, 91bg, SNPY, 154.59716700000004, -13.103111, 0.0301, 0.0, 0.031300703090299295, 54541.7, 54592.62, 2.0119320305895423, 0.0, 35.91771334018329, 0.10582612307698364, 11.066906876654066, 0.1000038057686489, 54526.07278292209, 0.7790033368101698, 0.6184691920898545, 0.039331151991573714, 0.019907712525009738, 0.04216089003753453, nan, nan, nan, nan
2005bl, CSP, 91bg, SNPY, 181.05108300000003, 20.406889000000003, 0.0241, 0.0, 0.02475539637032309, 53476.61, 53512.57, 16.943763044731444, 0.0, 35.376558795101616, 0.112573217832764, 8.920765377315602, 0.10154508129306831, 53483.061566269665, 0.11832479044044455, 0.39736455927405684, 0.015099396981223964, 0.2985556023790954, 0.034430353612992536, nan, nan, 18.29534482758621, 0.02248275862068966
2022vxf, ATLAS, 91bg, SNPY, 317.81557999999995, 37.88565, 0.028, 0.0, 0.02601870014279106, 59828.364496, 59899.266882, 1.5697101276125842, 0.0, 36.00718748513372, 0.11364062769764272, 10.82765611602084, 0.1000091142176589, 59856.66263036493, 0.1508715244817234, 0.722235745586936, 0.022381767151295844, -0.23843162758079203, 0.038448386318692886, nan, nan, 17.60004, 0.07124
2023jah, ATLAS, 91bg, SNPY, 307.78865, -44.26244, 0.03, 0.0, 0.029357446966681976, 60083.297091, 60151.26077, 2.6379035166532945, 0.0, 36.595939217580785, 0.13788565483449566, 10.263562418656065, 0.12878528681491533, 60090.24060379641, 0.4754347325873187, 0.8972071602950564, 0.04119898462130786, 0.19527447290905228, 0.05787209291390942, nan, nan, 17.841299999999997, 0.053200000000000004
2024yhg, ATLAS, 91bg, SNPY, 31.631400000000014, 29.997260000000015, 0.016, 0.0, 0.01516067481053784, 60603.486664, 60652.358855, 1.8116887543814528, 0.0, 35.199376508647, 0.11878393594710482, 10.363879019680747, 0.10000234779212763, 60605.73775001955, 0.251781969408848, 0.37425798269813926, 0.020291191147912887, -0.00021091149905967647, 0.06938929781000067, nan, nan, 17.498631578947368, 0.07631578947368423
2022xhh, ZTF, 91bg, SNPY, 64.1733759834313, -12.18359033747551, 0.0315, 0.0, 0.03103043269419672, 59861.36304400023, 59909.25232640002, 3.7120913990902706, 0.0, 35.62378492207851, 0.12886816480420224, 10.79645631191364, 0.10001446906806169, 59867.80357804027, 0.29939697525533965, 0.4529791814772828, 0.02999300395115358, 0.2745804692340511, 0.05549100522887113, nan, nan, 18.2957166609346, 0.05411434689992795
2023vjh, ATLAS-ZTF, 91bg, SNPY, 60.66323289492513, 25.23348144374521, 0.019, 0.0, 0.018374404058249885, 59178.414745400194, 60295.406181, 7.98487581954908, 0.0, 34.75325303093174, 0.13966852386114723, 10.650404500305129, 0.10002114441598589, 60244.978490306836, 0.26932000215791485, 0.4233595891959672, 0.02492419197951957, 0.364480182450577, 0.05978140442797913, nan, nan, 18.145166249759875, 0.0832836979302487
2021wzb, ATLAS-ZTF, 91bg, SNPY, 72.76725064023479, -5.956899143306672, 0.0478, 0.0, 0.04667527399666587, 59446.48384260014, 59490.561138, 2.0589908072919796, 0.0, 36.91144568988619, 0.10638404208367937, 11.289712997692881, 0.10000282777507162, 59456.28967630428, 0.22423258794092427, 0.5456791278810136, 0.022877375753489342, 0.012180065480322723, 0.0448791324591769, nan, nan, 18.61937195186147, 0.09546773004590493
2021bls, ATLAS-ZTF, 91bg, SNPY, 250.83637062499977, 61.59486750000003, 0.019, 0.0, 0.01864489786358657, 59238.634603, 59316.40623839991, 11.057173300528778, 0.0, 34.680626449630765, 0.1144537321526646, 10.690134763061476, 0.10000092212992924, 59246.77140661199, 0.20458512981579166, 0.2701883284153343, 0.008207277837405798, 0.013674282046836203, 0.0403124237575505, nan, nan, 17.46425449200323, 0.022561657662011566
2021abzd, ATLAS-ZTF, 91bg, SNPY, 10.899539444444441, 30.59232049382716, 0.018086, 0.0, 0.0159888940374106, 59509.299328700174, 59587.289491, 31.448843681179714, 0.0, 34.90093723696843, 0.11135933468786724, 10.78600418510209, 0.10000154549130673, 59518.58366161723, 0.21239460533227444, 0.4442877963909889, 0.017276986127681648, -0.3466452757897655, 0.03636976663763409, nan, nan, 16.406194304137593, 0.015987873774441563
