# Created by M.D. Woods -- 2025-05-21 12:54:42.055868 -- NUM TARGETS: 24
objname, origin, subtype, algo, ra, dec, z, z_err, z_cmb, MJDs, MJDe, chisquare, chisquare_err, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, amplitude, amplitude_err, peak_mag, peak_mag_err
2007N, CSP, 91bg, SALT, 192.25520799999998, -9.452833, 0.0129, 0.0, 0.015195347623445987, 54123.82, 54213.67, 241.0289051386014, 0.0, 34.41346398468983, 0.10142413509540359, 9.587336481996891, 0.10000332697606863, 54113.024103264004, 0.051206244959757896, -2.9930357993484846, 0.01632523411555753, 0.5465739761857802, 0.0048741578972631245, 0.0024999103557437094, 1.9214658915664763e-05, nan, nan
2006bd, CSP, 91bg, SALT, 174.61858300000006, 20.526221999999997, 0.0257, 0.0, 0.025660398620783453, 53823.7, 53872.57, 82.89156425442192, 0.0, 35.84380956723649, 0.1050293495061232, 12.327227584343689, 0.10000538231805843, 53810.39228026892, 0.14179833831076394, -1.7161506030051026, 0.04464864841150584, 0.3951992931127828, 0.00894171727222815, 0.0012144236013841958, 1.8530835994024353e-05, nan, nan
2008bd, CSP, 91bg, SALT, 154.59716700000004, -13.103111, 0.0301, 0.0, 0.031300703090299295, 54541.7, 54592.62, 27.27228976797126, 0.0, 36.254737653214136, 0.10990824785554276, 11.066906876654066, 0.1000038057686489, 54522.073202542946, 0.1570283045002725, -2.395453622723449, 0.05879745141409698, 0.08103204469781873, 0.01331788489300888, 0.0017902471034350815, 3.394500705797438e-05, nan, nan
2008bt, CSP, 91bg, SALT, 162.57033299999998, -12.108889, 0.0154, 0.0, 0.016446211765812194, 54571.61, 54651.47, 456.4238609662223, 0.0, 34.54645270498273, 0.10033791572821792, 10.724456328263154, 0.10000135516328265, 54568.775437641656, 0.001082537626643898, -2.228919109288694, 0.01426943071923259, 0.4385971336307721, 0.0024442578333008632, 0.0033128462850390014, 9.588794496234473e-06, 16.5873, 0.007400000000000001
2006gt, CSP, 91bg, SALT, 14.072082999999997, -1.6294440000000001, 0.0448, 0.0, 0.042419119009330715, 54001.67, 54076.62, 58.66668144303253, 0.0, 36.75840745739721, 0.10079884523140785, 10.111136946318842, 0.10007031112374888, 54002.983524618925, 0.06217687559910701, -2.269970801283548, 0.032891162964082454, 0.21652946022711275, 0.0036184703752184817, 0.0007899719801913401, 3.155488418518664e-06, 18.281866666666666, 0.012200000000000004
2024zaj, ATLAS, 91bg, SALT, 41.46967999999998, -17.04216, 0.02439, 0.0, 0.02379452133287658, 60506.347952, 60690.127373, 15.778470127487276, 0.0, 35.88661415248616, 0.13019844098071467, 10.19247487434887, 0.10000513343666217, 60615.02260286577, 0.08149198894170695, -2.685688361514184, 0.1164018785793921, 0.3471099873429121, 0.02434690671763047, 0.001162077537075596, 3.962189464149014e-05, 17.568550000000002, 0.08685000000000001
2022vse, ATLAS, 91bg, SALT, 60.341329999999985, -54.75442, 0.05, 0.0, 0.05114466755174965, 59746.1638, 59944.135789, 2.5376406378912524, 0.0, 36.89799127142035, 0.1348494099948765, 8.755336157805015, 0.15614374467137646, 59848.46931727898, 0.23793318473326508, -2.162285001114641, 0.19845928291277515, 0.07730689558728204, 0.026479146292394947, 0.0010335270074819127, 3.0638084622109674e-05, 18.06215, 0.06995
2021mab, ATLAS, 91bg, SALT, 178.79438000000002, -7.84308, 0.021, 0.0, 0.021712861144116375, 59248.580667, 59416.259442, 125.4988312269088, 0.0, 35.68039266544645, 0.11106785098984087, 10.713022716938031, 0.1000007002589936, 59340.30209725888, 0.07520189644856146, -1.174341524255591, 0.1018123350061948, 0.36657275616845597, 0.013911172643942451, 0.0016482326284180952, 2.9392529722335504e-05, 17.275791666666667, 0.04491666666666667
2022zvu, ATLAS-ZTF, 91bg, SALT, 148.46274749753454, -7.792682001972386, 0.019323, 0.0, 0.020483170059047463, 58204.24656250002, 60433.23260420002, 17.01282600150996, 0.0, 35.185853031468746, 0.10573026246170722, 10.542607440652626, 0.10000732002929132, 59896.774538225836, 0.06768146317335777, -1.8123627000713538, 0.06531070581224907, 0.5565211126030019, 0.009784842414285438, 0.0014104867927487942, 1.9650468036105193e-05, 17.063677627037134, 0.029016023960805104
2021wzb, ATLAS-ZTF, 91bg, SALT, 72.7672507727831, -5.956901036252396, 0.0478, 0.0, 0.046675274040876166, 58350.464502300136, 60323.34462960018, 3.3492598140313135, 0.0, 36.705206646644925, 0.11823228523249368, 11.289712997692881, 0.10000282777507162, 59455.65218180132, 0.1891806526509754, -2.266364743776712, 0.11302801302655818, 0.5090101470531327, 0.017529558809261936, 0.00037194242968169994, 1.0564311564641604e-05, 18.61937195186147, 0.09546773004590493
2023dk, ATLAS-ZTF, 91bg, SALT, 77.77631971051818, -1.0803024276819573, 0.02844, 0.0, 0.028159923874488953, 58358.462858799845, 60390.136678200215, 16.970668938027934, 0.0, 35.87902284393893, 0.11022491049681606, 10.658403563986226, 0.10000374717612354, 59957.30740401451, 0.13415680713296751, -0.9053800804332918, 0.1263638769128197, 0.26596475699765704, 0.013095379013441948, 0.001879107436078248, 2.752062755834671e-05, 17.306091207840314, 0.05513482276434361
2022vxf, ATLAS-ZTF, 91bg, SALT, 317.8155813083498, 37.885650000000005, 0.028, 0.0, 0.02601870013322635, 58218.51440969994, 60092.3051041998, 2.4820553753370183, 0.0, 36.06420881655829, 0.11186986411668784, 10.82765611602084, 0.1000091142176589, 59856.61829549663, 0.06732896075845929, -2.3333982569191294, 0.09005910981863696, 0.24529119138028904, 0.014473798704364304, 0.0013712776572088277, 2.7224522548345244e-05, 17.584558139534884, 0.0895813953488372
2018lph, ATLAS-ZTF, 91bg, SALT, 250.9022414296909, 33.53359999999999, 0.08, 0.0, 0.07984945051548167, 58204.446608799975, 60505.32174770022, 2.5140497233438466, 0.0, 38.13155548776302, 0.1066223306903989, 10.34149581173226, 0.10009659970873123, 58311.46118120319, 0.07916399488749448, -2.051451183307976, 0.10927082233244234, 0.1221411740367323, 0.010362657619102971, 0.00029801403179251614, 3.191501456840327e-06, 19.294362450500028, 0.09558800031796254
2021uve, ATLAS-ZTF, 91bg, SALT, 29.135700646432017, 3.860351770085667, 0.055, 0.0, 0.05335311697310281, 58301.47891200008, 60334.15245370008, 2.7656938409264584, 0.0, 37.50345640873557, 0.11526079850391124, 7.813528673239915, 0.12659834763141525, 59438.90602618142, 0.15740119899783167, -1.235431245775478, 0.13447095699300415, 0.2552813243498861, 0.01644692508675767, 0.00041372684907898106, 8.16919511415747e-06, 18.881823458620723, 0.07830808421117384
2019moq, ATLAS-ZTF, 91bg, SALT, 6.615453589498396, 38.12324202597142, 0.0596, 0.0, 0.057971609415724185, 58283.44841440022, 60502.45076389983, 3.132337391938236, 0.0, 37.499652167199194, 0.10388941366109035, 10.979192644467481, 0.10011355431392452, 58695.32814913116, 0.0002915393743023742, -2.387588378363442, 0.08539128216879766, 0.1706752938903924, 0.00782572454882811, 0.0004452190863176595, 3.632380337212325e-06, 18.892958472321354, 0.06444491654655096
2020abpe, ATLAS-ZTF, 91bg, SALT, 24.102333033333302, 22.0498025277778, 0.05, 0.0, 0.04819889543094072, 58316.4637616002, 60468.47016200004, 6.3579545675520865, 0.0, 37.27143878544521, 0.12497180810382354, 10.649515955931236, 0.10004282898737381, 59193.582358724285, 0.19756814817446866, -1.8226676073760517, 0.16501184146086256, 0.4064598992029101, 0.021755522689478658, 0.0003114418915387266, 7.998053626355383e-06, 19.057527912039415, 0.10497917732454634
2022rjs, ATLAS-ZTF, 91bg, SALT, 244.1254435829766, 21.251482676869408, 0.037, 0.0, 0.03694677665418563, 58219.4442592999, 60505.332615700085, 17.103771515763505, 0.0, 36.29572187633167, 0.110610155985034, 10.48999877821179, 0.10001623011399237, 59816.316200438436, 0.08011537824131665, -1.8021635131558016, 0.11723815588165543, 0.5211822539966047, 0.013272435769640644, 0.0005599762342975432, 9.628309435369706e-06, 18.2798846255179, 0.02982545555474062
