# Created by M.D. Woods -- 2025-05-15 14:16:57.957427 -- NUM TARGETS: 18
objname, origin, subtype, algo, ra, dec, z, z_err, z_cmb, MJDs, MJDe, chisquare, chisquare_err, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, amplitude, amplitude_err, peak_mag, peak_mag_err
2007N, CSP, 91bg, SALT, 192.25520799999998, -9.452833, 0.0129, None, 0.015195347623445987, 54123.82, 54213.67, 24343.919418990386, 0.0, 34.41346399200956, 0.10142413510531358, 9.587336481996891, 0.10000332697606863, 54113.0241032369, 0.051206244781496935, -2.9930357885059595, 0.016325234088099938, 0.5465739724968736, 0.004874157915976528, 0.0024999103680209155, 1.921465906675755e-05, nan, nan
2006bd, CSP, 91bg, SALT, 174.61858300000006, 20.526221999999997, 0.0257, None, 0.025660398620783453, 53823.7, 53872.57, 2735.4216203959218, 0.0, 35.843809567236434, 0.1050293493492001, 12.327227584343689, 0.10000538231805843, 53810.392280268905, 0.1417983373394236, -1.716150603001807, 0.04464864846680883, 0.3951992931126959, 0.008941717129528527, 0.0012144236013851002, 1.8530835642414478e-05, nan, nan
2008bd, CSP, 91bg, SALT, 154.59716700000004, -13.103111, 0.0301, None, 0.031300703090299295, 54541.7, 54592.62, 1418.159067934319, 0.0, 36.254737653562906, 0.10990824833438177, 11.066906876654066, 0.1000038057686489, 54522.0732025374, 0.1570283042747178, -2.395453621546084, 0.058797452244801596, 0.08103204448829576, 0.013317885226446533, 0.001790247104186559, 3.3945008037353526e-05, nan, nan
2008bt, CSP, 91bg, SALT, 162.57033299999998, -12.108889, 0.0154, None, 0.016446211765812194, 54571.61, 54651.47, 29667.550962786176, 0.0, 34.546452706223874, 0.10033791572510628, 10.724456328263154, 0.10000135516328265, 54568.77543763968, 0.0010825368044606876, -2.22891911100925, 0.014269430700507346, 0.4385971329948794, 0.0024442578222385962, 0.003312846286230737, 9.588794435754784e-06, 16.5873, 0.007400000000000001
2006gt, CSP, 91bg, SALT, 14.072082999999997, -1.6294440000000001, 0.0448, None, 0.042419119009330715, 54001.67, 54076.62, 3285.334160809819, 0.0, 36.758407457395286, 0.10079884522953407, 10.111136946318842, 0.10007031112374888, 54002.98352461894, 0.06217687519529136, -2.269970801290972, 0.03289116292728078, 0.2165294602276597, 0.0036184703718589546, 0.0007899719801907305, 3.155488409693971e-06, 18.281866666666666, 0.012200000000000004
2022rjs, ZTF, 91bg, SALT, 244.12544381213968, 21.251482800054532, 0.037, None, 0.036946776637251114, 58263.336620400194, 60501.26813660003, 7030.449539532319, 0.0, 36.31369635771317, 0.11154983315054887, 10.48999877821179, 0.10001623011399237, 59816.480919518384, 0.09188556935987435, -1.807299533350026, 0.13877309216154043, 0.5110123220253298, 0.01358392622353715, 0.000565962996917406, 9.806507888614937e-06, 18.2798846255179, 0.02982545555474062
2022zvu, ATLAS-ZTF, 91bg, SALT, 148.46274768518518, -7.792681851851853, 0.019323, None, 0.02048317006263684, 58440.477303199936, 60290.44137729984, 1207.883757999356, 0.0, 35.02909773939709, 0.1073207655405238, 10.542607440652626, 0.10000732002929132, 59897.14323973613, 0.08405652134752017, -2.473141445338094, 0.0879663587337729, 0.5775279914468306, 0.010949555598438422, 0.0014014941263700803, 2.1285299214342285e-05, 17.169021920740928, 0.023476492366054643
2018eyi, ATLAS-ZTF, 91bg, SALT, 246.30201507062125, 40.840201850282476, 0.03038, None, 0.031030481712772975, 58246.515325, 58428.199072, 1254.4246691635688, 0.0, 35.862733141004284, 0.13008062719671865, 10.143590364193393, 0.10000767906628998, 58326.389243523154, 0.14604910929847392, -2.515774318684266, 0.05492183380159177, 0.4634036467428807, 0.023988751687173644, 0.0008842278884324941, 3.397189012845528e-05, 20.485, 0.779
2021wzb, ATLAS-ZTF, 91bg, SALT, 72.7672504395642, -5.956896277494132, 0.0478, None, 0.046675273929733814, 59436.612842, 59546.452691, 424.51529949987554, 0.0, 36.63428687031148, 0.12205578358727327, 11.289712997692881, 0.10000282777507162, 59455.68233938976, 0.18049918468750548, -2.2501649408620787, 0.1709764602493833, 0.5415060711199536, 0.01885727763740009, 0.0003639987738610013, 1.0891706592491406e-05, 18.79681097739298, 0.056632583460847014
2018lph, ATLAS-ZTF, 91bg, SALT, 250.9022406921677, 33.53360000000001, 0.08, None, 0.07984945053179024, 58205.647533, 58393.297999, 373.42504106002207, 0.0, 38.13335396949943, 0.11124722776186678, 10.34149581173226, 0.10009659970873123, 58311.60719066655, 0.11224109220711398, -1.9425449394204508, 0.22108485065460748, 0.12493740062194601, 0.011007638161199339, 0.0002998121855874783, 3.445938579120889e-06, 19.30238614385198, 0.06627176541500582
2022fjx, ATLAS-ZTF, 91bg, SALT, 160.8756798699016, 19.08300043366151, 0.046, None, 0.046506663137896836, 59581.082223, 59757.326583, 648.4199936220639, 0.0, 36.95143523259994, 0.11368839163101804, 7.902232705509368, 0.14080288287581952, 59674.182839354406, 0.1875457616224594, -0.5492456393305473, 0.13435831236678547, 0.3664588703002662, 0.015157215957580992, 0.0005584613224832797, 1.1059064724558016e-05, 18.422432854980954, 0.07676673744422997
2021uve, ATLAS-ZTF, 91bg, SALT, 29.135705004423986, 3.860346286195565, 0.055, None, 0.053353117081945, 59408.566741, 59526.362829, 296.1075607587893, 0.0, 37.48719287613617, 0.12085079999325761, 7.813528673239915, 0.12659834763141525, 59438.614313663915, 0.19182696499774465, -1.0824384257009263, 0.16944036953361075, 0.28246930192919645, 0.019181867643603957, 0.000398266896643302, 9.46184229961038e-06, 18.96613210517254, 0.052078294739108466
2019moq, ATLAS-ZTF, 91bg, SALT, 6.615455750604617, 38.12324471417334, 0.0596, None, 0.05797160944652149, 58654.518503, 58784.457878, 363.20655322198206, 0.0, 37.57037935903561, 0.10510237684914621, 10.979192644467481, 0.10011355431392452, 58695.31235835803, 0.0769720951502677, -1.840388931226803, 0.12853649835512682, 0.1790281977855825, 0.008000039788974544, 0.00044036707651095913, 3.877679636576086e-06, 18.845891894607025, 0.03328966313634356
2021cad, ATLAS-ZTF, 91bg, SALT, 163.93943220512799, 24.027657059829092, 0.041546, None, 0.042196638460227906, 58837.5167824002, 60410.15662040003, 1160.9329093937104, 0.0, 36.97154173006961, 0.13272602481083895, 10.358143010854041, 0.10001149391702029, 59236.29325719827, 0.3850979702001496, -2.3907368681222874, 0.12575697799082386, -0.13922075530000877, 0.024536874536763113, 0.0016944211041155705, 6.801635413807961e-05, nan, nan
2024jgw, ATLAS-ZTF, 91bg, SALT, 258.76195144110284, 46.04488961570594, 0.028, None, 0.028235127142631877, 60359.629409, 60553.268412, 2644.4310789813408, 0.0, 36.352602530861134, 0.11558999110254034, 9.403174628746669, 0.1000709363506559, 60445.29612004137, 0.1505801191306091, -2.2727539930708742, 0.07320947499977004, 0.243439693861957, 0.016590882445184755, 0.0010658260438911643, 2.7612234255341944e-05, nan, nan
2022abom, ATLAS-ZTF, 91bg, SALT, 55.28807826563773, -2.8485674589529633, 0.036, None, 0.034680124517793086, 59812.598069, 60000.247282, 763.6240310483097, 0.0, 36.56572204865014, 0.11577481730336275, 10.316452277637097, 0.10003256705648471, 59926.95447766053, 0.16406967566581443, 0.652145184412456, 0.17452616095776252, 0.4198161961638366, 0.015358351206255625, 0.000815082483406863, 1.8328689797798737e-05, 17.816939748782794, 0.023533988975285608
