# Data from 'ATLAS' for 'SN ATLAS2016brv'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
181.31033, 10.61539, c, 57400.589307, -20.159, 0.462, -31, 14, nan, ATLAS
181.31033, 10.61539, c, 57400.605574, -21.185, 1.187, -12, 14, nan, ATLAS
181.31033, 10.61539, c, 57400.630129, -19.251, 0.204, -72, 15, nan, ATLAS
181.31033, 10.61539, c, 57400.649489, 21.682, 1.952, 8, 15, 21.64227503252014, ATLAS
181.31033, 10.61539, c, 57401.590682, 20.644, 0.842, 20, 17, 20.647425010840045, ATLAS
181.31033, 10.61539, c, 57401.609686, -20.106, 0.421, -33, 14, nan, ATLAS
181.31033, 10.61539, c, 57401.629061, -19.338, 0.247, -67, 16, nan, ATLAS
181.31033, 10.61539, c, 57401.648503, -21.152, 1.297, -13, 16, nan, ATLAS
181.31033, 10.61539, o, 57408.613173, 21.234, 2.1, 12, 24, 21.202046884880936, ATLAS
181.31033, 10.61539, o, 57408.639755, -19.373, 0.34, -65, 22, nan, ATLAS
181.31033, 10.61539, o, 57408.654785, -17.66, 0.312, -313, 98, nan, ATLAS
181.31033, 10.61539, o, 57408.655988, 21.37, 2.429, 10, 25, 21.4, ATLAS
181.31033, 10.61539, o, 57408.664809, -18.648, 0.284, -126, 36, nan, ATLAS
181.31033, 10.61539, c, 57436.359448, -23.227, 30.5, -2, 57, nan, ATLAS
181.31033, 10.61539, c, 57436.373186, -20.16, 1.574, -31, 49, nan, ATLAS
181.31033, 10.61539, c, 57436.382153, -18.701, 0.377, -120, 45, nan, ATLAS
181.31033, 10.61539, c, 57436.386909, -19.325, 0.663, -68, 45, nan, ATLAS
181.31033, 10.61539, c, 57436.395786, 19.393, 0.767, 64, 49, 19.38455006504028, ATLAS
181.31033, 10.61539, c, 57436.400493, -20.762, 2.0, -18, 36, nan, ATLAS
181.31033, 10.61539, o, 57445.552831, 19.349, 0.464, 66, 31, 19.351140161145327, ATLAS
181.31033, 10.61539, o, 57445.57528, -19.397, 0.513, -63, 32, nan, ATLAS
181.31033, 10.61539, o, 57445.597869, -19.466, 0.605, -59, 36, nan, ATLAS
