# Data from 'ATLAS' for 'SN ATLAS2024lhg'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
329.58607, -9.80726, o, 60420.599272, -21.497, 2.508, -9, 23, nan, ATLAS
329.58607, -9.80726, o, 60420.617413, -21.472, 2.317, -9, 22, nan, ATLAS
329.58607, -9.80726, o, 60420.62256, -21.099, 1.646, -13, 22, nan, ATLAS
329.58607, -9.80726, o, 60420.630157, 20.368, 1.394, 26, 36, 20.362566630072955, ATLAS
329.58607, -9.80726, o, 60421.140147, -21.713, 3.118, -8, 23, nan, ATLAS
329.58607, -9.80726, o, 60421.144405, -18.842, 0.531, -106, 56, nan, ATLAS
329.58607, -9.80726, o, 60421.158399, -21.174, 4.3, -12, 53, nan, ATLAS
329.58607, -9.80726, o, 60421.171515, 19.073, 4.226, 85, 360, 19.076452685714266, ATLAS
329.58607, -9.80726, o, 60423.400932, -22.217, 6.645, -5, 31, nan, ATLAS
329.58607, -9.80726, o, 60423.405031, 20.462, 1.275, 24, 30, 20.449471895720983, ATLAS
329.58607, -9.80726, o, 60423.4101, 19.66, 0.576, 50, 29, 19.65257498915995, ATLAS
329.58607, -9.80726, o, 60423.420638, 19.881, 0.946, 40, 38, 19.894850021680092, ATLAS
329.58607, -9.80726, o, 60424.596287, -18.947, 0.442, -96, 42, nan, ATLAS
329.58607, -9.80726, o, 60424.613528, -20.01, 0.922, -36, 33, nan, ATLAS
329.58607, -9.80726, o, 60424.620641, -19.924, 0.943, -39, 37, nan, ATLAS
329.58607, -9.80726, o, 60424.628073, -19.925, 1.192, -39, 46, nan, ATLAS
329.58607, -9.80726, o, 60425.135873, -19.953, 0.679, -38, 26, nan, ATLAS
329.58607, -9.80726, o, 60425.138671, 20.382, 0.933, 26, 24, 20.362566630072955, ATLAS
329.58607, -9.80726, o, 60425.144647, 20.435, 0.989, 24, 24, 20.449471895720983, ATLAS
329.58607, -9.80726, o, 60425.157051, -20.798, 1.317, -17, 23, nan, ATLAS
329.58607, -9.80726, o, 60428.598278, 24.479, 39.0, 1, 23, 23.9, ATLAS
329.58607, -9.80726, o, 60428.618878, -19.252, 0.337, -72, 24, nan, ATLAS
329.58607, -9.80726, o, 60428.62191, -20.243, 1.151, -29, 33, nan, ATLAS
329.58607, -9.80726, o, 60435.399831, 16.884, 0.667, 640, 427, 16.88455006504028, ATLAS
329.58607, -9.80726, o, 60435.428599, -19.477, 6.256, -59, 368, nan, ATLAS
329.58607, -9.80726, c, 60437.154519, 21.36, 1.367, 10, 14, 21.4, ATLAS
329.58607, -9.80726, c, 60437.15861, 22.45, 3.0, 4, 11, 22.394850021680092, ATLAS
329.58607, -9.80726, c, 60437.161364, 19.783, 0.335, 44, 15, 19.79136830878453, ATLAS
329.58607, -9.80726, c, 60437.167842, 21.606, 1.592, 8, 13, 21.64227503252014, ATLAS
329.58607, -9.80726, c, 60437.176066, -19.864, 0.592, -41, 24, nan, ATLAS
329.58607, -9.80726, o, 60439.375239, 21.163, 2.086, 12, 26, 21.202046884880936, ATLAS
329.58607, -9.80726, o, 60439.377067, -22.917, 10.091, -2, 25, nan, ATLAS
329.58607, -9.80726, o, 60439.381638, -20.618, 0.804, -20, 16, nan, ATLAS
329.58607, -9.80726, o, 60439.386643, -21.286, 2.143, -11, 24, nan, ATLAS
329.58607, -9.80726, o, 60439.387591, 20.534, 0.924, 22, 20, 20.543943297944484, ATLAS
329.58607, -9.80726, o, 60439.388948, -21.446, 2.0, -10, 19, nan, ATLAS
329.58607, -9.80726, o, 60439.391688, 23.086, 9.8, 2, 21, 23.147425010840045, ATLAS
329.58607, -9.80726, o, 60439.403959, -21.454, 2.522, -10, 24, nan, ATLAS
329.58607, -9.80726, o, 60444.556349, 21.133, 1.371, 13, 18, 21.115141619232908, ATLAS
329.58607, -9.80726, o, 60444.559607, -21.098, 1.304, -13, 17, nan, ATLAS
329.58607, -9.80726, o, 60444.565632, -20.014, 0.533, -36, 19, nan, ATLAS
329.58607, -9.80726, c, 60445.081876, 21.448, 1.821, 10, 17, 21.4, ATLAS
329.58607, -9.80726, c, 60445.085521, -20.516, 0.891, -23, 20, nan, ATLAS
329.58607, -9.80726, c, 60445.107362, 20.507, 2.594, 23, 59, 20.495680409956016, ATLAS
329.58607, -9.80726, c, 60445.112855, 0.0, 20.153, 0, 32, inf, ATLAS
329.58607, -9.80726, c, 60449.098019, -21.294, 0.973, -11, 11, nan, ATLAS
329.58607, -9.80726, c, 60449.101204, -21.54, 1.224, -9, 11, nan, ATLAS
329.58607, -9.80726, c, 60449.106743, 21.16, 0.656, 12, 8, 21.202046884880936, ATLAS
329.58607, -9.80726, c, 60449.112254, 20.7, 0.514, 19, 10, 20.703115997617928, ATLAS
329.58607, -9.80726, c, 60449.182247, 22.031, 2.667, 6, 15, 21.95462187404089, ATLAS
329.58607, -9.80726, o, 60451.065531, 21.049, 1.976, 14, 27, 21.034679910804403, ATLAS
329.58607, -9.80726, o, 60451.06831, 22.113, 5.065, 5, 26, 22.15257498915995, ATLAS
329.58607, -9.80726, o, 60451.071125, 19.877, 0.548, 41, 22, 19.86804035820066, ATLAS
329.58607, -9.80726, o, 60451.093059, -19.454, 0.291, -60, 18, nan, ATLAS
329.58607, -9.80726, o, 60452.102813, -20.714, 1.223, -19, 23, nan, ATLAS
329.58607, -9.80726, o, 60452.105615, 20.904, 1.448, 16, 23, 20.889700043360186, ATLAS
329.58607, -9.80726, o, 60452.126586, -20.046, 0.63, -35, 22, nan, ATLAS
329.58607, -9.80726, o, 60452.132148, -20.3, 0.916, -28, 25, nan, ATLAS
329.58607, -9.80726, o, 60453.096919, -19.428, 3.642, -62, 224, nan, ATLAS
329.58607, -9.80726, o, 60453.099694, 15.825, 0.369, 1698, 627, 15.825155785230164, ATLAS
