# Data from 'ATLAS' for 'SN ATLAS2019so'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
190.65175, -40.74633, o, 58463.641594, 20.638, 2.2, 20, 44, 20.647425010840045, ATLAS
190.65175, -40.74633, o, 58463.649458, 19.946, 1.213, 38, 46, 19.950541008457975, ATLAS
190.65175, -40.74633, o, 58463.657335, 17.619, 0.512, 325, 166, 17.620291597552814, ATLAS
190.65175, -40.74633, o, 58487.668544, -19.163, 0.66, -78, 52, nan, ATLAS
190.65175, -40.74633, o, 58491.613413, -21.548, 1.667, -9, 14, nan, ATLAS
190.65175, -40.74633, o, 58491.622177, -20.636, 0.775, -20, 16, nan, ATLAS
190.65175, -40.74633, o, 58491.635534, -20.524, 0.647, -22, 14, nan, ATLAS
190.65175, -40.74633, o, 58491.643368, 21.649, 2.161, 8, 17, 21.64227503252014, ATLAS
190.65175, -40.74633, c, 58493.617151, 20.957, 0.923, 15, 14, 20.959771852360795, ATLAS
190.65175, -40.74633, c, 58493.632707, -21.2, 1.149, -12, 14, nan, ATLAS
190.65175, -40.74633, c, 58493.640037, -21.809, 2.026, -7, 14, nan, ATLAS
190.65175, -40.74633, c, 58493.647812, -20.715, 0.752, -19, 14, nan, ATLAS
190.65175, -40.74633, o, 58495.669512, 20.71, 3.383, 19, 64, 20.703115997617928, ATLAS
190.65175, -40.74633, o, 58497.612224, 18.558, 0.123, 137, 17, 18.558198582108982, ATLAS
190.65175, -40.74633, o, 58497.623211, 18.49, 0.127, 146, 19, 18.489117860538904, ATLAS
190.65175, -40.74633, o, 58497.632357, 18.709, 0.135, 119, 16, 18.711132596518674, ATLAS
190.65175, -40.74633, o, 58497.643817, 18.335, 0.112, 168, 19, 18.33672679568534, ATLAS
190.65175, -40.74633, o, 58499.575048, 17.753, 0.071, 288, 20, 17.75151878060192, ATLAS
190.65175, -40.74633, o, 58499.582911, 17.943, 0.079, 242, 19, 17.940461585048922, ATLAS
190.65175, -40.74633, o, 58499.590286, 17.827, 0.069, 269, 18, 17.825619299993978, ATLAS
190.65175, -40.74633, o, 58499.596297, 17.824, 0.066, 269, 18, 17.825619299993978, ATLAS
190.65175, -40.74633, o, 58503.61705, 16.85, 0.057, 661, 38, 16.8494963512859, ATLAS
190.65175, -40.74633, o, 58503.627827, 17.01, 0.099, 570, 57, 17.01031286081877, ATLAS
190.65175, -40.74633, o, 58503.629668, 16.838, 0.094, 668, 63, 16.838058843811133, ATLAS
190.65175, -40.74633, o, 58503.641754, 16.87, 0.092, 648, 60, 16.871062485323513, ATLAS
190.65175, -40.74633, o, 58507.537572, 16.542, 0.049, 877, 43, 16.542501016584897, ATLAS
190.65175, -40.74633, o, 58507.54448, 16.662, 0.056, 786, 44, 16.66144363490148, ATLAS
190.65175, -40.74633, o, 58507.551699, 16.701, 0.048, 758, 36, 16.700826985919864, ATLAS
190.65175, -40.74633, o, 58507.554461, 16.76, 0.055, 718, 40, 16.759688889394248, ATLAS
190.65175, -40.74633, o, 58507.557237, 16.717, 0.05, 747, 37, 16.7166984954615, ATLAS
190.65175, -40.74633, o, 58507.563687, 16.687, 0.055, 768, 42, 16.686596949921217, ATLAS
190.65175, -40.74633, o, 58507.565527, 16.69, 0.046, 766, 35, 16.68942807591849, ATLAS
190.65175, -40.74633, o, 58507.573571, 16.689, 0.045, 766, 35, 16.68942807591849, ATLAS
190.65175, -40.74633, o, 58511.574754, 16.74, 0.038, 731, 28, 16.740206557605347, ATLAS
190.65175, -40.74633, o, 58511.581196, 16.577, 0.034, 850, 29, 16.576452685714266, ATLAS
190.65175, -40.74633, o, 58511.589024, 16.716, 0.03, 747, 22, 16.7166984954615, ATLAS
190.65175, -40.74633, o, 58511.593677, 16.686, 0.032, 768, 25, 16.686596949921217, ATLAS
190.65175, -40.74633, o, 58519.59217, 17.065, 0.034, 542, 18, 17.065001783654033, ATLAS
190.65175, -40.74633, o, 58519.605066, 17.116, 0.042, 517, 22, 17.116273642265142, ATLAS
190.65175, -40.74633, o, 58519.614153, 17.061, 0.031, 544, 17, 17.061002750754547, ATLAS
190.65175, -40.74633, o, 58519.619679, 17.052, 0.032, 548, 17, 17.053048603789076, ATLAS
190.65175, -40.74633, o, 58523.575915, 17.496, 0.055, 364, 20, 17.49724654087736, ATLAS
190.65175, -40.74633, o, 58523.586233, 17.501, 0.046, 363, 16, 17.50023343740972, ATLAS
190.65175, -40.74633, o, 58523.588994, 17.436, 0.045, 385, 17, 17.436348176228748, ATLAS
190.65175, -40.74633, o, 58523.599918, 17.419, 0.042, 391, 17, 17.41955810651033, ATLAS
190.65175, -40.74633, o, 58527.548288, 18.063, 0.084, 216, 18, 18.06386562212267, ATLAS
190.65175, -40.74633, o, 58531.561109, 18.321, 0.194, 170, 33, 18.323877696554312, ATLAS
190.65175, -40.74633, o, 58531.567098, 18.624, 0.257, 129, 33, 18.623525724251877, ATLAS
190.65175, -40.74633, o, 58531.581833, 19.218, 0.545, 75, 41, 19.21234684152075, ATLAS
190.65175, -40.74633, o, 58531.5869, -18.37, 0.382, -163, 62, nan, ATLAS
190.65175, -40.74633, o, 58531.592903, 18.552, 0.275, 138, 38, 18.550302283996906, ATLAS
190.65175, -40.74633, o, 58539.56006, 18.84, 0.228, 106, 24, 18.836735336838075, ATLAS
190.65175, -40.74633, o, 58539.568842, 18.995, 0.196, 92, 18, 18.99053043163611, ATLAS
190.65175, -40.74633, o, 58539.577586, 18.55, 0.191, 138, 26, 18.550302283996906, ATLAS
190.65175, -40.74633, o, 58539.586365, 18.752, 0.236, 115, 27, 18.74825539911597, ATLAS
190.65175, -40.74633, o, 58543.519696, 19.196, 0.225, 76, 17, 19.197966019298022, ATLAS
190.65175, -40.74633, o, 58543.52585, 18.646, 0.137, 126, 17, 18.64907363720609, ATLAS
190.65175, -40.74633, o, 58543.534332, 18.923, 0.161, 98, 16, 18.92193481076876, ATLAS
190.65175, -40.74633, o, 58543.550191, 18.594, 0.146, 132, 19, 18.598565171985374, ATLAS
190.65175, -40.74633, o, 58547.505549, 19.183, 0.285, 77, 22, 19.183773187068795, ATLAS
190.65175, -40.74633, o, 58547.517449, 17.277, 0.306, 446, 136, 17.276662853219644, ATLAS
190.65175, -40.74633, o, 58547.528383, 18.029, 0.269, 223, 60, 18.029237842379597, ATLAS
190.65175, -40.74633, o, 58547.532533, 19.104, 0.449, 83, 37, 19.102304769059813, ATLAS
190.65175, -40.74633, o, 58551.526634, 21.434, 8.5, 10, 82, 21.4, ATLAS
190.65175, -40.74633, o, 58551.536307, 17.04, 0.879, 555, 487, 17.039267542193308, ATLAS
190.65175, -40.74633, o, 58551.555701, 16.463, 0.743, 944, 702, 16.462570014254826, ATLAS
190.65175, -40.74633, o, 58555.513519, 17.095, 0.282, 527, 148, 17.09547346196863, ATLAS
190.65175, -40.74633, o, 58555.523266, 19.403, 0.8, 63, 50, 19.401648626366043, ATLAS
190.65175, -40.74633, o, 58555.532486, 19.494, 0.467, 58, 27, 19.491430016092657, ATLAS
190.65175, -40.74633, o, 58555.542284, 17.214, 0.395, 472, 187, 17.21514500341478, ATLAS
190.65175, -40.74633, o, 58559.47506, 19.126, 0.363, 81, 30, 19.128787452803373, ATLAS
190.65175, -40.74633, o, 58559.481044, 19.255, 0.406, 72, 29, 19.256668758921826, ATLAS
190.65175, -40.74633, o, 58559.48519, 20.899, 2.018, 16, 32, 20.889700043360186, ATLAS
190.65175, -40.74633, o, 58559.490741, 18.948, 0.331, 96, 32, 18.944321917401076, ATLAS
190.65175, -40.74633, o, 58559.493502, 20.607, 1.425, 21, 30, 20.5944517631652, ATLAS
190.65175, -40.74633, o, 58559.500868, 19.806, 0.698, 43, 30, 19.816328861051034, ATLAS
190.65175, -40.74633, o, 58559.502712, 20.663, 1.47, 20, 29, 20.647425010840045, ATLAS
190.65175, -40.74633, o, 58559.508596, 19.393, 0.475, 64, 30, 19.38455006504028, ATLAS
190.65175, -40.74633, o, 58567.473297, 18.729, 0.981, 117, 115, 18.729535345634595, ATLAS
190.65175, -40.74633, o, 58567.482195, -23.638, 109.5, -1, 139, nan, ATLAS
190.65175, -40.74633, o, 58567.483576, 19.047, 2.723, 87, 238, 19.051201868453454, ATLAS
190.65175, -40.74633, o, 58569.459399, 19.622, 0.429, 51, 22, 19.631074559755156, ATLAS
190.65175, -40.74633, o, 58569.462607, 18.989, 0.414, 92, 38, 18.99053043163611, ATLAS
190.65175, -40.74633, o, 58569.466265, 20.028, 0.736, 35, 26, 20.03982988912431, ATLAS
