# Combined data from 'ATLAS-ZTF' for 'SN 2022aaok'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
138.75347, 22.58956, o, 59836.614683, -19.808, 0.691, -43, 30, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59836.618839, -21.385, 2.972, -10, 30, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59836.626228, -21.738, 3.542, -7, 26, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59846.610483, 21.628, 3.0, 8, 24, 21.64227503252014, ATLAS-ZTF
138.75347, 22.58956, o, 59846.614175, -21.037, 1.7, -14, 24, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59846.624228, -20.035, 0.646, -35, 23, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59846.630216, -21.053, 2.112, -14, 29, nan, ATLAS-ZTF
138.75347, 22.58956, c, 59847.610852, 19.711, 1.389, 47, 66, 19.719755355160704, ATLAS-ZTF
138.75347, 22.58956, c, 59847.621987, -21.531, 3.0, -9, 27, nan, ATLAS-ZTF
138.75347, 22.58956, c, 59847.632177, 19.059, 4.028, 86, 348, 19.06375387189108, ATLAS-ZTF
138.75347, 22.58956, c, 59847.639121, 13.635, 0.538, 12767, 6867, 13.634777854043893, ATLAS-ZTF
138.75347, 22.58956, o, 59849.617176, 19.768, 0.595, 45, 27, 19.76696871556164, ATLAS-ZTF
138.75347, 22.58956, o, 59849.6227, 21.907, 2.674, 6, 17, 21.95462187404089, ATLAS-ZTF
138.75347, 22.58956, o, 59849.626797, 21.938, 3.152, 6, 19, 21.95462187404089, ATLAS-ZTF
138.75347, 22.58956, o, 59849.642863, 19.964, 12.254, 38, 460, 19.950541008457975, ATLAS-ZTF
138.75347, 22.58956, o, 59854.60808, 20.727, 0.947, 19, 18, 20.703115997617928, ATLAS-ZTF
138.75347, 22.58956, o, 59854.614024, -21.257, 1.506, -11, 17, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59854.631799, 0.0, 20.632, 0, 20, inf, ATLAS-ZTF
138.75347, 22.58956, o, 59854.638596, 23.335, 18.786, 2, 32, 23.147425010840045, ATLAS-ZTF
138.75347, 22.58956, c, 59855.592956, 20.94, 0.825, 15, 13, 20.959771852360795, ATLAS-ZTF
138.75347, 22.58956, c, 59855.597116, 19.955, 0.365, 38, 14, 19.950541008457975, ATLAS-ZTF
138.75347, 22.58956, c, 59855.607606, -20.789, 1.047, -18, 18, nan, ATLAS-ZTF
138.75347, 22.58956, c, 59855.618324, -21.404, 1.569, -10, 16, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59860.594307, -19.454, 0.982, -60, 59, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59860.598015, -18.438, 3.67, -153, 561, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59860.608704, 18.872, 1.149, 103, 118, 18.86790693823707, ATLAS-ZTF
138.75347, 22.58956, o, 59860.620625, 20.273, 1.875, 28, 53, 20.28210492164445, ATLAS-ZTF
138.75347, 22.58956, o, 59862.551697, 19.425, 2.443, 62, 151, 19.419020776254364, ATLAS-ZTF
138.75347, 22.58956, o, 59862.554431, 18.662, 0.859, 124, 107, 18.66644578709441, ATLAS-ZTF
138.75347, 22.58956, o, 59862.560828, -18.274, 0.441, -178, 79, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59862.583546, -18.545, 0.605, -139, 84, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59863.562699, -24.449, 38.5, -1, 23, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59863.574563, 21.58, 3.138, 8, 27, 21.64227503252014, ATLAS-ZTF
138.75347, 22.58956, o, 59863.587583, -21.056, 1.909, -14, 26, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59863.590817, 23.561, 18.1, 1, 25, 23.9, ATLAS-ZTF
138.75347, 22.58956, o, 59867.632587, 22.093, 3.15, 5, 17, 22.15257498915995, ATLAS-ZTF
138.75347, 22.58956, o, 59867.634462, 22.715, 6.917, 3, 21, 22.707196863200842, ATLAS-ZTF
138.75347, 22.58956, o, 59867.636303, -21.04, 1.448, -14, 20, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59867.638152, 22.541, 6.393, 4, 22, 22.394850021680092, ATLAS-ZTF
138.75347, 22.58956, o, 59868.575842, 19.973, 0.527, 37, 20, 19.97949568983251, ATLAS-ZTF
138.75347, 22.58956, o, 59868.579074, 22.878, 7.895, 3, 20, 22.707196863200842, ATLAS-ZTF
138.75347, 22.58956, o, 59868.594971, -22.411, 4.7, -4, 18, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59868.601437, 22.186, 3.821, 5, 18, 22.15257498915995, ATLAS-ZTF
138.75347, 22.58956, o, 59875.622609, 23.757, 11.889, 1, 14, 23.9, ATLAS-ZTF
138.75347, 22.58956, o, 59875.625376, 21.009, 0.773, 14, 11, 21.034679910804403, ATLAS-ZTF
138.75347, 22.58956, o, 59875.632206, 20.421, 0.55, 25, 14, 20.405149978319905, ATLAS-ZTF
138.75347, 22.58956, o, 59875.636207, 21.362, 1.443, 10, 15, 21.4, ATLAS-ZTF
138.75347, 22.58956, o, 59876.557656, 21.212, 1.182, 12, 14, 21.202046884880936, ATLAS-ZTF
138.75347, 22.58956, o, 59876.56784, -20.372, 0.53, -26, 14, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59876.571078, 22.914, 5.056, 2, 12, 23.147425010840045, ATLAS-ZTF
138.75347, 22.58956, o, 59876.578465, 21.978, 2.073, 6, 12, 21.95462187404089, ATLAS-ZTF
138.75347, 22.58956, o, 59880.587206, -21.896, 1.872, -6, 12, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59880.60834, -20.832, 0.776, -17, 13, nan, ATLAS-ZTF
138.75347, 22.58956, o, 59880.610649, -20.64, 0.698, -20, 14, nan, ATLAS-ZTF
