# Data from 'ATLAS' for 'SN ATLAS2023mkp'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
204.84553, 51.04966, o, 60036.562518, -17.04, 0.854, -555, 474, nan, ATLAS
204.84553, 51.04966, o, 60036.569237, 21.6, 6.722, 8, 56, 21.64227503252014, ATLAS
204.84553, 51.04966, o, 60036.572587, -21.146, 3.491, -13, 44, nan, ATLAS
204.84553, 51.04966, o, 60036.582543, -19.9, 0.849, -40, 34, nan, ATLAS
204.84553, 51.04966, o, 60042.469118, -17.935, 0.491, -243, 119, nan, ATLAS
204.84553, 51.04966, o, 60042.474302, -20.993, 9.333, -14, 136, nan, ATLAS
204.84553, 51.04966, o, 60042.477468, -18.983, 0.901, -93, 84, nan, ATLAS
204.84553, 51.04966, o, 60044.459854, 21.942, 2.826, 6, 17, 21.95462187404089, ATLAS
204.84553, 51.04966, o, 60044.462651, 22.006, 3.565, 6, 20, 21.95462187404089, ATLAS
204.84553, 51.04966, o, 60044.468556, -20.586, 0.786, -21, 17, nan, ATLAS
204.84553, 51.04966, o, 60044.51947, 20.315, 0.728, 27, 20, 20.32159058960253, ATLAS
204.84553, 51.04966, c, 60048.412788, -20.536, 0.477, -22, 11, nan, ATLAS
204.84553, 51.04966, c, 60048.44827, -20.546, 0.391, -22, 9, nan, ATLAS
204.84553, 51.04966, c, 60048.467188, 23.197, 6.462, 2, 12, 23.147425010840045, ATLAS
204.84553, 51.04966, c, 60048.472381, 20.1, 0.303, 33, 10, 20.10371515030528, ATLAS
204.84553, 51.04966, c, 60050.43611, 21.015, 0.845, 14, 12, 21.034679910804403, ATLAS
204.84553, 51.04966, c, 60050.439294, 20.328, 0.437, 27, 12, 20.32159058960253, ATLAS
204.84553, 51.04966, c, 60050.472617, 22.47, 3.12, 4, 12, 22.394850021680092, ATLAS
204.84553, 51.04966, c, 60050.477706, -21.037, 0.898, -14, 12, nan, ATLAS
204.84553, 51.04966, c, 60052.430769, -19.944, 0.602, -38, 23, nan, ATLAS
204.84553, 51.04966, c, 60052.466025, -20.712, 0.661, -19, 12, nan, ATLAS
204.84553, 51.04966, c, 60052.469201, -21.074, 1.16, -14, 16, nan, ATLAS
204.84553, 51.04966, c, 60052.474653, -21.549, 1.66, -9, 14, nan, ATLAS
204.84553, 51.04966, c, 60056.409021, -19.453, 0.177, -60, 11, nan, ATLAS
204.84553, 51.04966, c, 60056.412315, -19.367, 0.179, -65, 12, nan, ATLAS
204.84553, 51.04966, c, 60056.418239, -22.819, 4.235, -3, 12, nan, ATLAS
204.84553, 51.04966, c, 60056.429857, -19.676, 0.258, -49, 13, nan, ATLAS
204.84553, 51.04966, c, 60056.432579, -19.73, 0.246, -46, 12, nan, ATLAS
204.84553, 51.04966, c, 60056.46683, -21.151, 0.863, -13, 11, nan, ATLAS
204.84553, 51.04966, c, 60056.469633, -20.652, 0.565, -20, 11, nan, ATLAS
204.84553, 51.04966, c, 60056.498246, -20.268, 0.418, -28, 12, nan, ATLAS
204.84553, 51.04966, c, 60058.372648, -20.149, 0.322, -32, 10, nan, ATLAS
204.84553, 51.04966, c, 60058.374456, -19.654, 0.22, -50, 11, nan, ATLAS
204.84553, 51.04966, c, 60058.377638, -21.391, 1.108, -10, 11, nan, ATLAS
204.84553, 51.04966, c, 60058.399001, -20.626, 0.612, -20, 12, nan, ATLAS
204.84553, 51.04966, o, 60060.384426, 19.312, 0.361, 68, 25, 19.318727718234406, ATLAS
204.84553, 51.04966, o, 60060.387138, -19.71, 0.58, -47, 28, nan, ATLAS
204.84553, 51.04966, o, 60060.393947, -19.522, 0.506, -56, 28, nan, ATLAS
204.84553, 51.04966, o, 60060.406982, -21.328, 1.571, -11, 17, nan, ATLAS
204.84553, 51.04966, o, 60066.404219, 21.082, 1.49, 13, 20, 21.115141619232908, ATLAS
204.84553, 51.04966, o, 60066.407386, -19.824, 0.525, -43, 22, nan, ATLAS
204.84553, 51.04966, o, 60066.412815, 20.401, 0.837, 25, 21, 20.405149978319905, ATLAS
204.84553, 51.04966, o, 60066.447951, -19.876, 0.672, -41, 27, nan, ATLAS
204.84553, 51.04966, o, 60069.407463, 20.918, 2.091, 16, 33, 20.889700043360186, ATLAS
204.84553, 51.04966, o, 60069.410639, -19.872, 0.895, -41, 37, nan, ATLAS
204.84553, 51.04966, o, 60069.416084, -19.827, 0.656, -43, 28, nan, ATLAS
204.84553, 51.04966, o, 60069.430962, -20.315, 0.946, -27, 26, nan, ATLAS
204.84553, 51.04966, o, 60070.468404, -21.553, 4.143, -9, 36, nan, ATLAS
204.84553, 51.04966, o, 60070.471352, -19.658, 0.74, -50, 37, nan, ATLAS
204.84553, 51.04966, o, 60070.477092, -19.021, 0.373, -90, 33, nan, ATLAS
204.84553, 51.04966, o, 60070.486831, -19.521, 0.707, -56, 40, nan, ATLAS
204.84553, 51.04966, o, 60072.396293, -21.857, 2.279, -7, 15, nan, ATLAS
204.84553, 51.04966, o, 60072.399491, 20.354, 0.573, 26, 15, 20.362566630072955, ATLAS
204.84553, 51.04966, o, 60072.405879, -20.56, 0.689, -22, 15, nan, ATLAS
204.84553, 51.04966, o, 60072.416771, -20.307, 0.634, -27, 17, nan, ATLAS
204.84553, 51.04966, c, 60076.437582, -24.14, 13.0, -1, 10, nan, ATLAS
204.84553, 51.04966, c, 60076.440427, 20.363, 0.443, 26, 12, 20.362566630072955, ATLAS
204.84553, 51.04966, c, 60076.44642, 19.792, 0.243, 44, 11, 19.79136830878453, ATLAS
204.84553, 51.04966, c, 60076.460152, 21.293, 1.0, 11, 11, 21.296518287104437, ATLAS
204.84553, 51.04966, c, 60078.37779, -19.89, 0.271, -40, 11, nan, ATLAS
204.84553, 51.04966, c, 60078.380965, 19.794, 0.243, 44, 11, 19.79136830878453, ATLAS
204.84553, 51.04966, c, 60078.386447, 21.9, 1.857, 6, 12, 21.95462187404089, ATLAS
204.84553, 51.04966, c, 60078.396957, 25.384, 47.5, 0, 12, inf, ATLAS
204.84553, 51.04966, o, 60082.403909, -18.818, 0.134, -108, 14, nan, ATLAS
204.84553, 51.04966, o, 60082.407082, -19.523, 0.199, -56, 11, nan, ATLAS
204.84553, 51.04966, o, 60082.412425, -22.11, 2.776, -5, 14, nan, ATLAS
204.84553, 51.04966, o, 60082.423064, -21.71, 1.681, -8, 13, nan, ATLAS
204.84553, 51.04966, o, 60086.341755, -19.617, 0.258, -52, 13, nan, ATLAS
204.84553, 51.04966, o, 60086.34492, 22.416, 2.282, 4, 9, 22.394850021680092, ATLAS
204.84553, 51.04966, o, 60086.350817, -20.729, 0.622, -19, 12, nan, ATLAS
204.84553, 51.04966, o, 60086.361925, -21.905, 1.841, -6, 12, nan, ATLAS
204.84553, 51.04966, o, 60088.381275, -19.356, 0.193, -66, 13, nan, ATLAS
204.84553, 51.04966, o, 60088.38446, -19.701, 0.209, -48, 10, nan, ATLAS
204.84553, 51.04966, o, 60088.389979, -20.388, 0.457, -25, 12, nan, ATLAS
