# Data from 'ATLAS' for 'SN ATLAS2022skw'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
28.93611, -25.24874, o, 59731.151647, -20.998, 1.062, -14, 15, nan, ATLAS
28.93611, -25.24874, o, 59731.155836, 20.609, 0.707, 21, 15, 20.5944517631652, ATLAS
28.93611, -25.24874, o, 59731.173942, 22.075, 3.359, 5, 18, 22.15257498915995, ATLAS
28.93611, -25.24874, o, 59731.185044, 21.169, 3.529, 12, 44, 21.202046884880936, ATLAS
28.93611, -25.24874, o, 59736.156388, -22.148, 2.629, -5, 13, nan, ATLAS
28.93611, -25.24874, o, 59736.175479, -22.098, 3.303, -5, 17, nan, ATLAS
28.93611, -25.24874, o, 59736.179623, -22.072, 4.963, -5, 27, nan, ATLAS
28.93611, -25.24874, o, 59741.409591, -20.208, 0.386, -30, 12, nan, ATLAS
28.93611, -25.24874, o, 59767.167429, 20.657, 0.676, 20, 13, 20.647425010840045, ATLAS
28.93611, -25.24874, o, 59767.173902, -21.137, 0.922, -13, 12, nan, ATLAS
28.93611, -25.24874, o, 59767.175707, 21.833, 2.073, 7, 14, 21.787254899964356, ATLAS
28.93611, -25.24874, o, 59767.188371, -21.61, 3.237, -8, 27, nan, ATLAS
28.93611, -25.24874, o, 59768.130282, 21.335, 0.943, 11, 10, 21.296518287104437, ATLAS
28.93611, -25.24874, o, 59768.13354, 22.16, 2.371, 5, 12, 22.15257498915995, ATLAS
28.93611, -25.24874, o, 59768.14008, -22.424, 2.769, -4, 11, nan, ATLAS
28.93611, -25.24874, o, 59768.150656, -22.039, 2.111, -6, 12, nan, ATLAS
28.93611, -25.24874, o, 59769.420524, 21.575, 1.12, 8, 10, 21.64227503252014, ATLAS
28.93611, -25.24874, o, 59769.424583, -21.864, 1.98, -6, 13, nan, ATLAS
28.93611, -25.24874, o, 59769.43182, 21.871, 1.691, 6, 11, 21.95462187404089, ATLAS
28.93611, -25.24874, o, 59769.446893, -20.4, 1.359, -25, 34, nan, ATLAS
28.93611, -25.24874, o, 59776.066267, 19.071, 0.335, 85, 29, 19.076452685714266, ATLAS
28.93611, -25.24874, o, 59776.069531, -21.315, 2.211, -11, 24, nan, ATLAS
28.93611, -25.24874, o, 59776.092406, 19.611, 0.437, 52, 23, 19.609991640913, ATLAS
28.93611, -25.24874, o, 59781.345088, 23.656, 13.143, 1, 16, 23.9, ATLAS
28.93611, -25.24874, o, 59781.348353, 21.089, 1.312, 13, 18, 21.115141619232908, ATLAS
28.93611, -25.24874, o, 59781.353816, 21.953, 2.722, 6, 16, 21.95462187404089, ATLAS
28.93611, -25.24874, o, 59781.363633, 23.294, 9.455, 2, 16, 23.147425010840045, ATLAS
28.93611, -25.24874, o, 59782.417709, -20.798, 0.754, -17, 13, nan, ATLAS
28.93611, -25.24874, o, 59782.425108, -23.903, 13.286, -1, 13, nan, ATLAS
28.93611, -25.24874, o, 59782.43386, 21.285, 1.212, 11, 14, 21.296518287104437, ATLAS
28.93611, -25.24874, o, 59782.436916, 20.176, 0.493, 31, 15, 20.171595765414317, ATLAS
28.93611, -25.24874, o, 59785.400447, -23.281, 5.083, -2, 9, nan, ATLAS
28.93611, -25.24874, o, 59785.404688, -19.794, 0.804, -44, 35, nan, ATLAS
28.93611, -25.24874, o, 59785.42324, 22.303, 2.522, 4, 11, 22.394850021680092, ATLAS
28.93611, -25.24874, o, 59785.437344, 21.283, 2.0, 11, 22, 21.296518287104437, ATLAS
28.93611, -25.24874, o, 59786.364436, 22.756, 4.562, 3, 13, 22.707196863200842, ATLAS
28.93611, -25.24874, o, 59786.367108, -22.816, 5.059, -3, 14, nan, ATLAS
28.93611, -25.24874, o, 59786.37062, -20.611, 0.682, -21, 14, nan, ATLAS
28.93611, -25.24874, o, 59786.376959, -20.626, 0.733, -20, 15, nan, ATLAS
28.93611, -25.24874, c, 59789.316736, 22.807, 3.357, 3, 9, 22.707196863200842, ATLAS
28.93611, -25.24874, c, 59789.320425, 21.044, 0.667, 14, 9, 21.034679910804403, ATLAS
28.93611, -25.24874, c, 59789.327043, -20.564, 0.346, -22, 8, nan, ATLAS
28.93611, -25.24874, c, 59789.337445, -23.312, 6.4, -2, 11, nan, ATLAS
28.93611, -25.24874, c, 59792.043427, -21.517, 0.87, -9, 8, nan, ATLAS
28.93611, -25.24874, c, 59792.048054, 21.525, 0.973, 9, 9, 21.514393726401686, ATLAS
28.93611, -25.24874, c, 59792.054409, -21.001, 0.491, -14, 7, nan, ATLAS
28.93611, -25.24874, c, 59792.065202, -22.532, 2.067, -4, 7, nan, ATLAS
28.93611, -25.24874, c, 59792.103841, 25.306, 31.0, 0, 8, inf, ATLAS
28.93611, -25.24874, c, 59792.106756, -20.168, 0.205, -31, 6, nan, ATLAS
28.93611, -25.24874, c, 59792.110222, 22.022, 1.22, 6, 7, 21.95462187404089, ATLAS
28.93611, -25.24874, c, 59792.116451, 21.008, 0.545, 14, 8, 21.034679910804403, ATLAS
28.93611, -25.24874, c, 59793.353263, -21.155, 0.653, -12, 8, nan, ATLAS
28.93611, -25.24874, c, 59793.355977, 23.437, 6.0, 2, 9, 23.147425010840045, ATLAS
28.93611, -25.24874, c, 59793.360941, -21.842, 1.098, -7, 7, nan, ATLAS
28.93611, -25.24874, c, 59793.378285, 22.42, 1.719, 4, 7, 22.394850021680092, ATLAS
28.93611, -25.24874, c, 59796.097845, -21.854, 1.167, -7, 8, nan, ATLAS
28.93611, -25.24874, c, 59796.101203, 22.549, 2.286, 4, 8, 22.394850021680092, ATLAS
28.93611, -25.24874, c, 59796.10822, 21.591, 0.957, 8, 8, 21.64227503252014, ATLAS
28.93611, -25.24874, c, 59796.113504, 21.096, 0.547, 13, 7, 21.115141619232908, ATLAS
28.93611, -25.24874, c, 59796.124469, -22.691, 3.211, -3, 10, nan, ATLAS
28.93611, -25.24874, c, 59796.124919, 21.71, 1.333, 8, 10, 21.64227503252014, ATLAS
28.93611, -25.24874, c, 59796.127943, 21.579, 1.056, 8, 9, 21.64227503252014, ATLAS
28.93611, -25.24874, c, 59796.136236, -22.16, 1.794, -5, 9, nan, ATLAS
28.93611, -25.24874, o, 59800.042146, 22.278, 3.081, 4, 14, 22.394850021680092, ATLAS
28.93611, -25.24874, o, 59800.044534, 22.145, 3.045, 5, 15, 22.15257498915995, ATLAS
28.93611, -25.24874, o, 59800.048528, 21.295, 1.828, 11, 20, 21.296518287104437, ATLAS
28.93611, -25.24874, o, 59800.057619, -20.658, 0.731, -20, 14, nan, ATLAS
28.93611, -25.24874, o, 59801.323896, 20.09, 1.065, 33, 36, 20.10371515030528, ATLAS
28.93611, -25.24874, o, 59801.326878, 19.757, 0.561, 45, 26, 19.76696871556164, ATLAS
28.93611, -25.24874, o, 59801.333827, 22.419, 5.966, 4, 23, 22.394850021680092, ATLAS
28.93611, -25.24874, o, 59801.339014, -20.737, 3.056, -18, 56, nan, ATLAS
28.93611, -25.24874, o, 59802.242829, -19.347, 1.826, -66, 121, nan, ATLAS
28.93611, -25.24874, o, 59802.264166, -19.539, 4.27, -56, 237, nan, ATLAS
28.93611, -25.24874, o, 59802.267369, -17.515, 0.626, -358, 224, nan, ATLAS
28.93611, -25.24874, o, 59802.272489, 18.596, 0.796, 132, 105, 18.598565171985374, ATLAS
28.93611, -25.24874, o, 59805.239949, -21.89, 5.159, -6, 33, nan, ATLAS
28.93611, -25.24874, o, 59805.242702, 20.194, 1.061, 30, 32, 20.207196863200842, ATLAS
28.93611, -25.24874, o, 59805.249142, 19.053, 0.335, 87, 29, 19.051201868453454, ATLAS
28.93611, -25.24874, o, 59805.258782, 19.876, 0.774, 41, 32, 19.86804035820066, ATLAS
28.93611, -25.24874, o, 59808.024445, 20.086, 0.527, 34, 18, 20.07130270739436, ATLAS
28.93611, -25.24874, o, 59808.02863, 21.478, 2.279, 9, 21, 21.514393726401686, ATLAS
28.93611, -25.24874, o, 59808.042053, 19.488, 0.318, 58, 18, 19.491430016092657, ATLAS
28.93611, -25.24874, o, 59808.047355, 20.535, 0.727, 22, 16, 20.543943297944484, ATLAS
28.93611, -25.24874, o, 59809.300787, 19.969, 0.327, 37, 12, 19.97949568983251, ATLAS
28.93611, -25.24874, o, 59809.304405, 19.737, 0.24, 46, 11, 19.743105420796063, ATLAS
28.93611, -25.24874, o, 59809.309819, 20.107, 0.394, 33, 13, 20.10371515030528, ATLAS
28.93611, -25.24874, o, 59809.337274, 20.048, 0.285, 35, 10, 20.03982988912431, ATLAS
28.93611, -25.24874, o, 59812.061882, 19.582, 0.332, 53, 18, 19.589310325998028, ATLAS
28.93611, -25.24874, o, 59812.084289, 19.759, 0.256, 45, 12, 19.76696871556164, ATLAS
28.93611, -25.24874, o, 59812.086687, 19.157, 0.186, 79, 15, 19.155932271773896, ATLAS
28.93611, -25.24874, o, 59812.089841, 19.952, 0.633, 38, 24, 19.950541008457975, ATLAS
28.93611, -25.24874, c, 59813.255347, 19.733, 0.159, 46, 7, 19.743105420796063, ATLAS
28.93611, -25.24874, c, 59813.257603, 19.742, 0.148, 46, 7, 19.743105420796063, ATLAS
28.93611, -25.24874, c, 59813.261232, 19.693, 0.157, 48, 8, 19.69689690656103, ATLAS
28.93611, -25.24874, c, 59813.281989, 19.785, 0.169, 44, 8, 19.79136830878453, ATLAS
28.93611, -25.24874, c, 59814.314572, 19.57, 0.145, 54, 8, 19.569015600442576, ATLAS
28.93611, -25.24874, c, 59814.316373, 19.75, 0.152, 46, 7, 19.743105420796063, ATLAS
28.93611, -25.24874, c, 59814.319527, 19.699, 0.141, 48, 7, 19.69689690656103, ATLAS
28.93611, -25.24874, c, 59814.345771, 20.064, 0.232, 34, 8, 20.07130270739436, ATLAS
28.93611, -25.24874, c, 59814.425912, 20.764, 0.85, 18, 15, 20.761818737241732, ATLAS
28.93611, -25.24874, o, 59815.037715, 19.432, 0.226, 61, 14, 19.43667541247308, ATLAS
28.93611, -25.24874, o, 59815.039522, 19.909, 0.335, 40, 13, 19.894850021680092, ATLAS
28.93611, -25.24874, o, 59815.043147, 19.612, 0.264, 52, 14, 19.609991640913, ATLAS
28.93611, -25.24874, o, 59815.067638, 19.854, 0.287, 42, 12, 19.841876774005247, ATLAS
28.93611, -25.24874, c, 59818.2759, 19.909, 0.187, 40, 7, 19.894850021680092, ATLAS
28.93611, -25.24874, c, 59818.286832, 19.651, 0.145, 50, 7, 19.65257498915995, ATLAS
28.93611, -25.24874, c, 59818.289686, 19.948, 0.226, 38, 9, 19.950541008457975, ATLAS
28.93611, -25.24874, c, 59818.293105, 19.472, 0.122, 59, 7, 19.47286997089464, ATLAS
28.93611, -25.24874, o, 59819.007437, 19.673, 0.199, 49, 10, 19.674509799928714, ATLAS
28.93611, -25.24874, o, 59819.00969, 19.411, 0.15, 62, 9, 19.419020776254364, ATLAS
28.93611, -25.24874, o, 59819.012848, 19.733, 0.261, 46, 12, 19.743105420796063, ATLAS
28.93611, -25.24874, o, 59819.01804, 19.609, 0.162, 52, 8, 19.609991640913, ATLAS
28.93611, -25.24874, o, 59824.001539, 19.816, 0.247, 43, 11, 19.816328861051034, ATLAS
28.93611, -25.24874, o, 59824.005046, 20.119, 0.332, 32, 11, 20.137125054200233, ATLAS
28.93611, -25.24874, o, 59824.007991, 20.476, 0.48, 23, 11, 20.495680409956016, ATLAS
28.93611, -25.24874, o, 59824.019956, 19.724, 0.202, 47, 10, 19.719755355160704, ATLAS
