# Combined data from 'ATLAS-ZTF' for 'SN 2021twa'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
32.76211, 36.48173, o, 59384.585506, -19.5, 0.235, -58, 14, nan, ATLAS-ZTF
32.76211, 36.48173, o, 59384.591028, -19.252, 0.182, -72, 13, nan, ATLAS-ZTF
32.76211, 36.48173, o, 59384.607721, -19.128, 0.204, -81, 16, nan, ATLAS-ZTF
32.76211, 36.48173, o, 59384.614149, 19.696, 0.569, 48, 27, 19.69689690656103, ATLAS-ZTF
32.76211, 36.48173, o, 59390.589267, 23.762, 30.455, 1, 35, 23.9, ATLAS-ZTF
32.76211, 36.48173, o, 59390.60767, -22.477, 7.684, -4, 28, nan, ATLAS-ZTF
32.76211, 36.48173, o, 59390.611816, -22.045, 5.5, -6, 30, nan, ATLAS-ZTF
32.76211, 36.48173, o, 59390.619326, 18.851, 0.403, 105, 42, 18.847026752325153, ATLAS-ZTF
32.76211, 36.48173, o, 59398.592654, -20.599, 0.44, -21, 9, nan, ATLAS-ZTF
32.76211, 36.48173, o, 59398.602824, -19.811, 0.252, -43, 11, nan, ATLAS-ZTF
32.76211, 36.48173, o, 59398.614502, 21.342, 1.382, 10, 15, 21.4, ATLAS-ZTF
32.76211, 36.48173, o, 59398.621293, 18.988, 0.433, 92, 40, 18.99053043163611, ATLAS-ZTF
32.76211, 36.48173, o, 59410.597724, 18.795, 0.092, 110, 10, 18.796518287104437, ATLAS-ZTF
32.76211, 36.48173, o, 59410.614023, -23.163, 6.562, -2, 13, nan, ATLAS-ZTF
32.76211, 36.48173, o, 59410.618201, -19.723, 0.313, -47, 15, nan, ATLAS-ZTF
32.76211, 36.48173, o, 59410.622973, 19.758, 0.515, 45, 23, 19.76696871556164, ATLAS-ZTF
32.76211, 36.48173, o, 59414.588893, 18.441, 0.067, 153, 10, 18.438271422956, ATLAS-ZTF
32.76211, 36.48173, o, 59414.59304, 18.416, 0.071, 156, 11, 18.417188504113845, ATLAS-ZTF
32.76211, 36.48173, o, 59414.610383, 19.051, 0.113, 87, 10, 19.051201868453454, ATLAS-ZTF
32.76211, 36.48173, o, 59414.619699, 18.466, 0.072, 149, 11, 18.467034328969312, ATLAS-ZTF
32.76211, 36.48173, o, 59416.577859, 18.083, 0.102, 212, 22, 18.08416034767812, ATLAS-ZTF
32.76211, 36.48173, o, 59416.582009, -20.939, 5.4, -15, 82, nan, ATLAS-ZTF
32.76211, 36.48173, o, 59416.59205, 18.078, 0.148, 213, 32, 18.079050991403154, ATLAS-ZTF
32.76211, 36.48173, o, 59416.596802, 18.014, 0.243, 226, 55, 18.014728902131495, ATLAS-ZTF
32.76211, 36.48173, o, 59416.604165, 18.397, 0.118, 159, 19, 18.39650718919887, ATLAS-ZTF
32.76211, 36.48173, o, 59416.613874, 18.348, 0.191, 166, 32, 18.34972977989986, ATLAS-ZTF
32.76211, 36.48173, o, 59416.618563, 21.19, 1.295, 12, 16, 21.202046884880936, ATLAS-ZTF
32.76211, 36.48173, o, 59416.626875, 18.205, 0.155, 190, 29, 18.203115997617928, ATLAS-ZTF
32.76211, 36.48173, o, 59418.592472, 18.398, 0.154, 159, 24, 18.39650718919887, ATLAS-ZTF
32.76211, 36.48173, o, 59418.610721, 18.016, 0.097, 226, 22, 18.014728902131495, ATLAS-ZTF
