# Combined data from 'ATLAS-ZTF' for 'SN 2023bhm'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
70.72916, 0.61842, o, 59878.413597, -19.454, 0.201, -60, 12, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59878.415906, -22.566, 4.24, -3, 14, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59878.448852, 20.134, 0.398, 32, 13, 20.137125054200233, ATLAS-ZTF
70.72916, 0.61842, o, 59878.462693, -20.184, 0.414, -31, 13, nan, ATLAS-ZTF
70.72916, 0.61842, c, 59879.255251, -19.213, 0.145, -75, 11, nan, ATLAS-ZTF
70.72916, 0.61842, c, 59879.257052, -20.362, 0.429, -26, 11, nan, ATLAS-ZTF
70.72916, 0.61842, c, 59879.260658, 20.243, 0.38, 29, 11, 20.24400500525261, ATLAS-ZTF
70.72916, 0.61842, c, 59879.268955, -19.571, 0.196, -54, 11, nan, ATLAS-ZTF
70.72916, 0.61842, c, 59880.587169, -18.987, 0.122, -92, 11, nan, ATLAS-ZTF
70.72916, 0.61842, c, 59880.590785, -20.63, 0.609, -20, 12, nan, ATLAS-ZTF
70.72916, 0.61842, c, 59880.60088, 20.215, 0.43, 30, 13, 20.207196863200842, ATLAS-ZTF
70.72916, 0.61842, c, 59880.607664, 19.547, 0.222, 55, 12, 19.54909327626439, ATLAS-ZTF
70.72916, 0.61842, c, 59880.650938, 19.538, 1.016, 56, 56, 19.529529932484497, ATLAS-ZTF
70.72916, 0.61842, o, 59880.958144, 21.472, 1.698, 9, 16, 21.514393726401686, ATLAS-ZTF
70.72916, 0.61842, o, 59880.961306, -18.663, 0.135, -124, 17, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59880.966724, 17.619, 0.117, 326, 38, 17.61695599983015, ATLAS-ZTF
70.72916, 0.61842, o, 59882.475046, -20.387, 0.453, -25, 12, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59882.507268, -17.676, 0.034, -309, 10, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59882.5105, -18.97, 0.139, -94, 13, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59882.536572, 19.409, 0.227, 63, 14, 19.401648626366043, ATLAS-ZTF
70.72916, 0.61842, c, 59883.225162, 22.365, 2.556, 4, 10, 22.394850021680092, ATLAS-ZTF
70.72916, 0.61842, c, 59883.226963, 19.54, 0.192, 55, 11, 19.54909327626439, ATLAS-ZTF
70.72916, 0.61842, c, 59883.230116, -15.373, 0.001, -2574, 2, nan, ATLAS-ZTF
70.72916, 0.61842, c, 59883.235549, 20.083, 0.336, 34, 11, 20.07130270739436, ATLAS-ZTF
70.72916, 0.61842, c, 59884.475105, -18.724, 0.102, -118, 12, nan, ATLAS-ZTF
70.72916, 0.61842, c, 59884.477818, -19.421, 0.209, -62, 13, nan, ATLAS-ZTF
70.72916, 0.61842, c, 59884.483242, -19.233, 0.159, -74, 12, nan, ATLAS-ZTF
70.72916, 0.61842, c, 59884.505979, -18.805, 0.095, -109, 10, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59887.202169, -20.495, 0.735, -23, 17, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59887.204884, -19.223, 0.218, -74, 16, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59887.210307, -18.626, 0.14, -129, 18, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59887.216672, 20.678, 0.921, 19, 18, 20.703115997617928, ATLAS-ZTF
70.72916, 0.61842, o, 59888.89674, 19.925, 0.811, 39, 32, 19.92233848243375, ATLAS-ZTF
70.72916, 0.61842, o, 59888.899455, -19.922, 0.774, -39, 30, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59888.904939, 21.348, 2.645, 10, 28, 21.4, ATLAS-ZTF
70.72916, 0.61842, o, 59888.914749, 24.209, 32.833, 1, 25, 23.9, ATLAS-ZTF
70.72916, 0.61842, o, 59890.424933, -20.534, 1.09, -22, 24, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59890.426781, 22.62, 9.286, 3, 30, 22.707196863200842, ATLAS-ZTF
70.72916, 0.61842, o, 59890.442491, -18.822, 0.209, -107, 22, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59890.448034, -18.84, 0.178, -106, 19, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59891.142589, -21.986, 15.069, -6, 88, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59891.148096, -21.179, 6.559, -12, 80, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59891.158117, -19.003, 0.855, -91, 78, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59896.56365, 20.886, 1.176, 16, 19, 20.889700043360186, ATLAS-ZTF
70.72916, 0.61842, o, 59896.566831, -19.247, 0.293, -73, 21, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59896.57552, 19.646, 0.445, 50, 22, 19.65257498915995, ATLAS-ZTF
70.72916, 0.61842, o, 59896.585919, -23.604, 16.1, -1, 21, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59897.04665, -18.946, 0.2, -96, 19, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59897.049455, -18.218, 0.124, -187, 23, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59897.078858, -18.502, 0.145, -144, 21, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59897.094153, 23.235, 13.636, 2, 25, 23.147425010840045, ATLAS-ZTF
70.72916, 0.61842, o, 59898.483543, -20.901, 0.766, -16, 12, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59898.486323, 21.286, 1.059, 11, 12, 21.296518287104437, ATLAS-ZTF
70.72916, 0.61842, o, 59898.492403, 19.891, 0.396, 40, 16, 19.894850021680092, ATLAS-ZTF
70.72916, 0.61842, o, 59898.503071, -20.139, 0.451, -32, 14, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59899.169354, -18.948, 0.158, -96, 15, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59899.172979, -19.159, 0.16, -79, 13, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59899.177933, 19.566, 0.245, 54, 13, 19.569015600442576, ATLAS-ZTF
70.72916, 0.61842, o, 59899.19273, 19.23, 0.218, 74, 16, 19.226920700672558, ATLAS-ZTF
70.72916, 0.61842, c, 59900.964941, 22.323, 2.452, 4, 10, 22.394850021680092, ATLAS-ZTF
70.72916, 0.61842, c, 59900.968098, 20.786, 0.606, 18, 11, 20.761818737241732, ATLAS-ZTF
70.72916, 0.61842, c, 59900.986472, -22.093, 1.886, -5, 10, nan, ATLAS-ZTF
70.72916, 0.61842, c, 59901.014576, 20.066, 0.32, 34, 11, 20.07130270739436, ATLAS-ZTF
70.72916, 0.61842, o, 59903.201342, -20.407, 0.565, -25, 14, nan, ATLAS-ZTF
70.72916, 0.61842, o, 59903.203149, 18.612, 0.113, 130, 15, 18.615141619232908, ATLAS-ZTF
70.72916, 0.61842, o, 59903.211281, 19.481, 0.287, 59, 17, 19.47286997089464, ATLAS-ZTF
70.72916, 0.61842, o, 59903.232094, -20.48, 0.6, -23, 14, nan, ATLAS-ZTF
70.72916, 0.61842, c, 59906.416539, 20.961, 0.602, 15, 9, 20.959771852360795, ATLAS-ZTF
70.72916, 0.61842, c, 59906.419315, -22.048, 1.576, -6, 9, nan, ATLAS-ZTF
70.72916, 0.61842, c, 59906.442147, 19.185, 0.128, 77, 10, 19.183773187068795, ATLAS-ZTF
70.72916, 0.61842, c, 59906.44862, -19.349, 0.112, -66, 7, nan, ATLAS-ZTF
