# Combined data from 'ATLAS-ZTF' for 'SN 2023fot'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
185.44815, 10.59142, o, 59951.287359, 19.552, 1.769, 55, 97, 19.54909327626439, ATLAS-ZTF
185.44815, 10.59142, o, 59951.290969, 22.984, 23.286, 2, 54, 23.147425010840045, ATLAS-ZTF
185.44815, 10.59142, o, 59951.29597, 22.045, 5.224, 6, 29, 21.95462187404089, ATLAS-ZTF
185.44815, 10.59142, o, 59951.31703, 17.405, 3.014, 396, 1195, 17.405762035186218, ATLAS-ZTF
185.44815, 10.59142, o, 59953.027194, 20.016, 0.894, 36, 32, 20.00924374808178, ATLAS-ZTF
185.44815, 10.59142, o, 59953.038733, -22.331, 7.375, -4, 31, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59953.04234, 19.501, 0.546, 58, 31, 19.491430016092657, ATLAS-ZTF
185.44815, 10.59142, o, 59953.050837, 20.483, 1.115, 23, 26, 20.495680409956016, ATLAS-ZTF
185.44815, 10.59142, o, 59959.342164, -20.262, 0.734, -28, 21, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59959.352874, 21.481, 2.649, 9, 25, 21.514393726401686, ATLAS-ZTF
185.44815, 10.59142, o, 59959.35474, -21.427, 2.191, -10, 21, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59959.358568, 20.789, 1.174, 18, 21, 20.761818737241732, ATLAS-ZTF
185.44815, 10.59142, o, 59963.302478, 20.789, 0.809, 18, 14, 20.761818737241732, ATLAS-ZTF
185.44815, 10.59142, o, 59963.305633, 20.549, 0.517, 22, 11, 20.543943297944484, ATLAS-ZTF
185.44815, 10.59142, o, 59963.31142, -22.471, 3.357, -4, 12, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59963.321332, -22.211, 2.308, -5, 11, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59964.641108, -24.468, 20.5, -1, 12, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59964.647504, 20.729, 0.642, 19, 12, 20.703115997617928, ATLAS-ZTF
185.44815, 10.59142, o, 59964.650721, -21.497, 1.254, -9, 12, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59965.075642, -21.13, 0.667, -13, 9, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59965.098267, -20.693, 0.402, -19, 8, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59965.102337, -22.187, 1.615, -5, 8, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59965.114349, -20.84, 0.961, -17, 16, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59968.54476, -21.357, 1.0, -10, 10, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59968.547926, 22.218, 2.405, 5, 11, 22.15257498915995, ATLAS-ZTF
185.44815, 10.59142, o, 59968.557903, -21.704, 1.421, -8, 11, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59969.057108, -22.444, 2.714, -4, 10, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59969.067222, -20.914, 0.663, -16, 10, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59969.076782, 22.634, 3.263, 3, 10, 22.707196863200842, ATLAS-ZTF
185.44815, 10.59142, c, 59969.080401, 18.769, 0.108, 113, 12, 18.767303891291448, ATLAS-ZTF
185.44815, 10.59142, o, 59971.338873, 21.408, 1.413, 10, 14, 21.4, ATLAS-ZTF
185.44815, 10.59142, o, 59971.354566, -20.458, 0.505, -24, 12, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59971.370493, -21.853, 1.836, -7, 12, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59971.373494, 20.903, 0.913, 16, 14, 20.889700043360186, ATLAS-ZTF
185.44815, 10.59142, o, 59975.327704, -21.828, 1.875, -7, 13, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59975.333118, -21.949, 2.049, -6, 12, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59975.334921, 21.717, 1.855, 8, 14, 21.64227503252014, ATLAS-ZTF
185.44815, 10.59142, o, 59975.353357, -21.814, 1.782, -7, 12, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59976.981182, -21.251, 2.266, -12, 26, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59976.982985, 20.343, 0.734, 26, 19, 20.362566630072955, ATLAS-ZTF
185.44815, 10.59142, o, 59976.986144, -21.675, 2.667, -8, 21, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59977.008452, 20.358, 0.637, 26, 17, 20.362566630072955, ATLAS-ZTF
185.44815, 10.59142, o, 59979.292949, 20.233, 0.805, 29, 24, 20.24400500525261, ATLAS-ZTF
185.44815, 10.59142, o, 59979.29611, 20.11, 0.931, 33, 30, 20.10371515030528, ATLAS-ZTF
185.44815, 10.59142, o, 59979.301978, -20.455, 1.345, -24, 32, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59979.308316, 20.898, 1.89, 16, 30, 20.889700043360186, ATLAS-ZTF
185.44815, 10.59142, o, 59986.332802, 22.62, 12.522, 3, 41, 22.707196863200842, ATLAS-ZTF
185.44815, 10.59142, o, 59986.335956, -19.145, 0.618, -80, 49, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59986.370692, 19.296, 0.804, 69, 56, 19.30287727315686, ATLAS-ZTF
185.44815, 10.59142, o, 59986.389871, -20.896, 3.447, -16, 55, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59988.031693, -19.993, 0.484, -36, 18, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59988.033495, -19.836, 0.297, -42, 12, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59988.03755, -20.4, 0.667, -25, 17, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59988.052874, -19.936, 0.593, -38, 23, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59988.980788, -20.854, 1.029, -16, 17, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59989.15451, 21.884, 2.121, 6, 14, 21.95462187404089, ATLAS-ZTF
185.44815, 10.59142, c, 59989.156311, -23.167, 7.545, -2, 15, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59989.167914, -21.067, 0.951, -14, 13, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59989.173195, -22.401, 3.083, -4, 12, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59990.24491, -20.963, 0.922, -15, 14, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59990.278569, -25.064, 46.0, 0, 16, inf, ATLAS-ZTF
185.44815, 10.59142, o, 59990.283713, 24.347, 20.0, 1, 13, 23.9, ATLAS-ZTF
185.44815, 10.59142, o, 59990.286861, -19.96, 0.311, -38, 12, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59993.211941, -22.287, 2.44, -4, 11, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59993.233261, -20.864, 0.798, -16, 13, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59993.235064, -20.96, 0.651, -15, 10, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59993.238218, 22.11, 2.036, 5, 11, 22.15257498915995, ATLAS-ZTF
185.44815, 10.59142, c, 59994.274807, -22.426, 3.0, -4, 12, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59994.276609, -20.421, 0.405, -25, 10, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59994.279762, -25.874, 67.0, 0, 11, inf, ATLAS-ZTF
185.44815, 10.59142, c, 59994.284795, -24.116, 13.4, -1, 11, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59996.989705, -21.871, 1.642, -6, 11, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59997.020781, -21.987, 1.889, -6, 11, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59997.048534, -21.855, 1.585, -7, 10, nan, ATLAS-ZTF
185.44815, 10.59142, o, 59997.051398, 22.576, 3.862, 3, 13, 22.707196863200842, ATLAS-ZTF
185.44815, 10.59142, c, 59997.225718, -20.694, 0.815, -19, 16, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59997.227521, 21.144, 1.0, 13, 13, 21.115141619232908, ATLAS-ZTF
185.44815, 10.59142, c, 59997.230674, -21.319, 1.314, -11, 14, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59997.244259, -20.794, 0.588, -18, 10, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59998.265056, -20.676, 0.649, -20, 13, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59998.266858, -21.865, 1.789, -6, 12, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59998.270011, -20.904, 0.677, -16, 11, nan, ATLAS-ZTF
185.44815, 10.59142, c, 59998.27542, -22.31, 2.423, -4, 10, nan, ATLAS-ZTF
185.44815, 10.59142, c, 60000.537888, -21.617, 1.137, -8, 9, nan, ATLAS-ZTF
185.44815, 10.59142, c, 60000.541161, -20.358, 0.383, -26, 10, nan, ATLAS-ZTF
185.44815, 10.59142, c, 60000.549451, -21.357, 1.0, -10, 10, nan, ATLAS-ZTF
185.44815, 10.59142, c, 60000.559361, 22.568, 2.7, 3, 9, 22.707196863200842, ATLAS-ZTF
185.44815, 10.59142, c, 60001.290299, -20.066, 0.357, -34, 12, nan, ATLAS-ZTF
185.44815, 10.59142, c, 60001.295714, 23.215, 6.6, 2, 12, 23.147425010840045, ATLAS-ZTF
185.44815, 10.59142, c, 60001.298876, -20.939, 0.8, -15, 12, nan, ATLAS-ZTF
185.44815, 10.59142, c, 60001.329553, -19.935, 0.344, -38, 13, nan, ATLAS-ZTF
185.44815, 10.59142, c, 60002.237872, -23.747, 9.125, -1, 10, nan, ATLAS-ZTF
185.44815, 10.59142, c, 60002.239675, -21.336, 0.865, -11, 9, nan, ATLAS-ZTF
185.44815, 10.59142, c, 60002.242829, -21.049, 0.731, -14, 10, nan, ATLAS-ZTF
185.44815, 10.59142, c, 60002.249596, -21.049, 0.663, -14, 9, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60004.031303, 21.482, 1.431, 9, 13, 21.514393726401686, ATLAS-ZTF
185.44815, 10.59142, o, 60004.066769, 22.483, 3.615, 4, 13, 22.394850021680092, ATLAS-ZTF
185.44815, 10.59142, o, 60004.09518, -21.328, 1.093, -11, 12, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60004.098136, -20.922, 1.061, -16, 16, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60004.895737, -19.888, 1.055, -40, 42, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60004.898921, 20.088, 0.932, 34, 31, 20.07130270739436, ATLAS-ZTF
185.44815, 10.59142, o, 60004.903445, -23.676, 23.143, -1, 28, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60005.119926, 20.9, 1.515, 16, 24, 20.889700043360186, ATLAS-ZTF
185.44815, 10.59142, o, 60005.121732, -20.764, 1.389, -18, 25, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60005.127138, 20.662, 1.372, 20, 27, 20.647425010840045, ATLAS-ZTF
185.44815, 10.59142, o, 60005.149309, -20.623, 1.023, -20, 21, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60006.227658, -20.402, 0.928, -25, 23, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60006.229911, -21.438, 2.5, -10, 24, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60006.232794, 22.143, 4.457, 5, 22, 22.15257498915995, ATLAS-ZTF
185.44815, 10.59142, o, 60006.254645, 21.009, 1.358, 14, 20, 21.034679910804403, ATLAS-ZTF
185.44815, 10.59142, o, 60007.94395, 21.483, 3.15, 9, 29, 21.514393726401686, ATLAS-ZTF
185.44815, 10.59142, o, 60007.945752, -19.816, 0.709, -43, 30, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60007.952989, 19.355, 0.734, 66, 48, 19.351140161145327, ATLAS-ZTF
185.44815, 10.59142, o, 60007.962926, 19.931, 0.678, 39, 26, 19.92233848243375, ATLAS-ZTF
185.44815, 10.59142, o, 60014.274283, -20.939, 2.051, -15, 31, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60014.287146, -20.586, 1.359, -21, 29, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60014.290386, -21.541, 3.682, -9, 32, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60014.299252, -21.818, 4.308, -7, 29, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60015.948256, -20.975, 1.291, -15, 19, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60015.95141, 21.053, 1.147, 14, 16, 21.034679910804403, ATLAS-ZTF
185.44815, 10.59142, o, 60015.954563, -20.666, 0.701, -20, 14, nan, ATLAS-ZTF
185.44815, 10.59142, o, 60015.973252, 24.853, 41.333, 0, 17, inf, ATLAS-ZTF
185.44815, 10.59142, o, 60017.080162, 20.936, 1.849, 15, 28, 20.959771852360795, ATLAS-ZTF
