2020aczg 0.03 150.277875 54.78956900000001
filter g
59199.53495369991 20.132893 0.21540870776833757
59202.49457179988 18.42821 0.08309919406469225
59204.44827549998 17.626732 0.057958804476051125
59206.37957180012 16.969776 0.09162395546994566
59215.425844899844 15.976533 0.02630163131890393
59217.43291669991 15.937858 0.03190865219521462
59219.40211809985 15.993646 0.03294440064991975
59221.395983799826 16.0348 0.03214980227626333
59223.385011599865 16.144636 0.02537032834204951
59225.45089119999 16.263395 0.031128223864667525
59227.44971060008 16.3784 0.03323553925091646
59229.44407409988 16.533918 0.02830395981828599
59231.3820369998 16.71898 0.038624125417799256
59248.28239580011 18.30466 0.06005083824206351
59250.304166700225 18.40763 0.061808760736073685
59252.39181709988 18.600388 0.06454122932919247
59254.30788190011 18.70816 0.09016708121696854
59256.319907399826 18.770876 0.0889938822326021
59258.35876160022 18.778402 0.08132446097213565
59262.32318289997 18.943941 0.09590908455577664
59264.32519679982 18.93668 0.07535522637177922
59266.309479199816 18.899273 0.09334279834680456
59268.207592600025 18.912243 0.133049972223967
59270.28138889978 18.973522 0.1563362767765678
59274.248703700025 18.7144 0.20752759122417203
59276.24074070016 19.132488 0.10765998133316755
59290.22571759997 19.384354 0.11827964479743026
59292.28217589995 19.45459 0.12146762343845524
59294.259189799894 19.457813 0.14753032173299893
59296.2808333002 19.21288 0.23139527000756438
59304.19481479982 19.469 0.18514609756865444
59306.327048600186 19.55617 0.12302701263755005
59308.262060199864 19.63072 0.14349635697593385
59310.24437499978 19.723976 0.16379331302289704
59312.22313660011 19.77053 0.11798230384558993
59314.228437500075 19.675735 0.14362321129088595
59316.324201399926 19.740728 0.15133120017498564
59319.25016199984 19.7976 0.20295228038972646
filter r
59199.384178199805 20.3054 0.3232992461739926
59202.529942099936 18.533049 0.10583717401092878
59204.425763899926 17.832506 0.04572754380551508
59206.498136600014 17.213596 0.07118073991505225
59215.44747690018 16.209822 0.032140813807827
59217.3871065001 16.1768 0.030530368600637375
59219.34629630018 16.2099 0.029148404020722114
59221.40793980006 16.2211 0.030669173363590423
59223.452048600186 16.283625 0.028330194657087568
59225.40252309991 16.412783 0.03483075745389988
59227.37112270016 16.5692 0.03525013401940978
59229.41493060021 16.75461 0.0390216428115915
59231.368830999825 16.884953 0.03499938316515715
59248.43079859996 17.29574 0.03137431092988966
59250.34412040003 17.427816 0.041357997974387974
59252.308310199995 17.574612 0.04154105339376789
59254.41109950002 17.705976 0.06062764952496916
59256.41196760023 17.835451 0.04860887172475231
59262.22108800011 18.071579 0.04709057731197241
59264.30072919978 18.195604 0.05691968671286146
59266.26813660003 18.254148 0.07733752260426646
59268.29685189994 18.323854 0.06551173597699515
59270.307152799796 18.392614 0.08399932102896299
59272.27711809985 18.392721 0.1036614887411141
59274.39055560017 18.543165 0.14240161094644382
59280.26281249989 18.7616 0.08314054458943694
59292.23178240005 19.205275 0.09791189814928428
59294.21719910018 19.166468 0.12555392946557242
59296.34027779987 19.155016 0.15449553055524626
59302.20078699989 19.4622 0.20048220081235849
59304.18180559995 19.557405 0.1546598492447815
59306.246655100025 19.643911 0.11830350275990119
59308.20862270007 19.68659 0.1139875221574625
59310.305370400194 19.74311 0.13757709105716792
59312.30188659998 19.64997 0.15748518032859282
59314.17570600007 19.860533 0.15597863659957126
59316.28493059985 19.907167 0.13942923082162118
59319.2040161998 20.205082 0.17146022776166187
filter ATgr
59194.579689 21.95462187404089 1.809560341266667
59194.589842 22.15257498915995 1.7371779276160002
59200.573861 19.334812993247933 0.1296401438519403
59200.576198 19.287254899964356 0.12408413768685715
59200.581764 19.102304769059813 0.13081159093493977
59200.586813 19.38455006504028 0.135717025595
59206.51982 17.101671782540684 0.022792172237328247
59206.523531 17.091360819912033 0.020524313889603026
59206.527217 17.059008744308393 0.021913941747449546
59206.532285 17.099601741485106 0.020680689614476194
59208.551764 16.680956749160657 0.018283122619015546
59208.554546 16.678147598292767 0.0182358794081137
59208.558663 16.696538358073568 0.018547399030065703
59208.56419 16.6642098432889 0.018003278905459188
59226.516949 16.37956453998393 0.012785902313169775
59226.518814 16.365800756772018 0.01262483959023256
59226.524355 16.39134866972623 0.014002550259801587
59226.529881 16.378499570595203 0.013837814374392158
59228.538466 16.47065102278055 0.01506357594651014
59228.541691 16.50598178234976 0.015561819913869903
59228.547639 16.492893296996893 0.015375349304880175
59228.557781 16.462570014254826 0.016102019985847458
59230.480734 16.653187046026265 0.0164505485569697
59230.483039 16.63685987812887 0.01485459981636816
59230.493215 16.628787452803373 0.01608498081125926
59230.496911 16.653187046026265 0.0164505485569697
59252.476571 17.98628003777275 0.04211907690879311
59252.479799 17.92266223224155 0.039722056271707315
59252.487158 17.905149978319905 0.04777239300944
59252.497792 17.98628003777275 0.04211907690879311
59254.497832 18.12592458143525 0.04790012668058824
59254.501065 18.005162882498865 0.0380960071845614
59254.508002 18.00041129415028 0.04741206134323144
59254.532417 18.115331949077117 0.047435076906990295
59256.43498 18.0488897128997 0.044619296086027396
59256.43681 18.191746928241123 0.045239008531666666
59256.439554 18.186106727480563 0.0506301857141969
59256.444591 18.226217639455207 0.05253562281096775
59258.45756 18.08416034767812 0.06145676630716982
59258.460797 18.237955442476157 0.08851110364891306
59258.463099 18.214605376840797 0.05197673320659575
59258.466324 18.249821530037313 0.053690251883736266
59258.466785 18.226217639455207 0.05837291423440861
59258.471852 18.267867422550268 0.04852452311776537
59258.476928 18.280066834095482 0.05520692566576272
59258.505456 18.292404878284263 0.062042068843428576
filter ATri
59182.520356 20.959771852360795 2.3162372368213333
59182.523585 19.841876774005247 0.6721224124704763
59182.530037 22.394850021680092 7.600153433320001
59182.535565 22.394850021680092 5.97154912618
59182.538329 21.296518287104437 1.9740658268363638
59182.543411 21.4 1.9543251685680003
59182.553547 21.202046884880936 1.9000383583300002
59184.51781 20.28210492164445 0.8143021535700001
59184.522899 20.28210492164445 0.8918547396242857
59184.532999 20.889700043360186 1.4250287687475
59186.595353 20.405149978319905 0.9988773083792002
59186.598577 20.495680409956016 0.8025006730834783
59186.608873 21.202046884880936 2.17147240952
59186.614421 21.95462187404089 3.619120682533334
59190.538665 20.889700043360186 1.0178776919625
59192.571527 21.202046884880936 1.08573620476
59192.580555 21.514393726401686 1.327010916928889
59212.541178 16.395665717977497 0.024872442937729087
59212.543464 16.457979156654833 0.030922866591265825
59212.548511 16.420827481550127 0.025455588898552498
59212.55354 16.41530771264697 0.02642765609963489
59214.456577 16.335711540246646 0.03786261977014138
59214.458418 16.31042543686793 0.02699344155480663
59214.461184 16.33878583075208 0.028734039445444236
59214.472261 16.358461131107056 0.03030447539753609
59216.454733 16.368961563093915 0.03059897953162294
59216.460249 16.301464702059654 0.027763117564639273
59216.464421 16.344960650455697 0.02889792179969582
59216.477363 16.414207118325905 0.03080102708539007
59218.528338 16.378499570595203 0.01703115615309804
59218.530181 16.403262104220858 0.017424051430451355
