2024hlj 0.041169 157.872629 24.0469643
filter ATgr
60709.447407 21.126 0.949
60709.451042 22.967 4.333
60709.454671 21.466 1.255
60710.440218 21.908 1.372
60710.4478 22.097 2.027
60710.457558 22.599 3.625
filter ATri
60682.508349 21.244 1.322
60682.513032 21.851 2.132
60682.518219 21.296 1.268
60682.519574 22.663 3.393
60682.523008 20.931 0.771
60684.495615 20.797 0.936
60684.50079 22.342 3.853
60686.561077 22.406 4.536
60686.564263 20.845 1.009
60693.472012 20.074 0.689
60693.499245 19.579 0.395
60694.485798 20.112 0.667
60694.491712 20.557 0.78
60695.471082 21.604 1.667
60695.477654 21.884 1.98
60696.459682 22.094 2.289
60696.463945 22.221 3.889
60696.468089 19.604 0.459
60697.358141 21.91 1.862
60697.363413 21.717 1.09
60697.368915 21.954 2.189
60698.646677 21.293 2.5
60698.663911 20.651 1.054
60699.470469 20.696 0.689
60699.478421 20.506 0.535
60699.505994 20.831 0.63
60700.534918 21.026 0.817
60700.538161 20.536 0.431
60700.55338 21.563 1.258
60703.615829 20.898 0.786
60703.625636 21.68 1.51
60703.652074 20.864 0.883
60704.473416 20.849 1.491
60708.451435 22.973 4.882
60708.454195 22.403 2.655
60711.390657 20.254 0.549
