2024smo 0.058 243.891626 42.878802
filter ATgr
60709.551236 21.208 0.971
filter ATri
60683.669183 20.581 0.976
60687.575638 20.513 2.42
60687.612201 21.117 2.788
60691.618133 21.767 2.159
60695.669458 20.331 0.641
60697.56979 21.396 1.462
60697.574751 21.431 1.385
60697.583053 21.557 1.4
60697.587317 19.635 0.411
60699.653678 21.437 1.203
60699.658791 22.187 2.641
60699.663881 21.333 1.573
60709.626964 22.163 2.235
60709.630645 21.726 1.429
60709.644084 20.348 0.412
60709.660094 20.892 0.738
60710.558176 22.306 3.833
60711.562749 21.206 1.333
