2022sfg 0.062 44.682693799999996 9.9520444
filter r
59814.483634300064 19.348114 0.11792157710410302
59817.46532410011 18.940357 0.10890857025121707
59819.48246529978 18.806938 0.06434422127680961
59827.46401620004 18.52866 0.08422245408149584
59843.41208329983 19.173557 0.10329829539750586
59846.44105320005 19.12138 0.11224950057353598
59848.466886600014 19.27288 0.12339537465172354
59850.35900459997 19.12856 0.08323260616612554
59852.487662000116 19.264969 0.10266808821381582
59855.401481499895 19.523252 0.11916020961335555
59857.39849539986 19.399752 0.12151165452372005
59859.32329860004 19.420109 0.16235948671502812
59871.32777780015 19.991028 0.20606929139420815
filter ATgr
59820.459004 18.878499570595203 0.1277336711482353
59820.463996 18.878499570595203 0.1277336711482353
59824.565671 18.75773787165882 0.09524001796140351
59824.567479 18.786692553033355 0.08803266525081083
59824.570643 18.657724967479858 0.07817300674272
59824.576971 18.702046884880936 0.09047801706333333
59846.524791 17.21744773217776 0.6108706884530786
59848.943366 19.841876774005247 0.2585086201809524
59848.945171 19.743105420796063 0.28323553167652177
59848.948324 20.24400500525261 0.44927015369379314
59849.018469 20.761818737241732 0.54286810238
59850.446556 20.28210492164445 0.3877629302714286
59850.448865 19.92233848243375 0.2505545087907693
59850.473431 20.543943297944484 0.4441648110381819
59850.481895 19.589310325998028 0.18437029892150944
59852.975923 19.609991640913 0.20879542399230772
59852.977734 20.00924374808178 0.30159339021111115
59852.980898 20.362566630072955 0.41759084798461543
59852.986325 20.00924374808178 0.30159339021111115
59854.423732 19.79136830878453 0.24675822835454547
59854.425581 19.743105420796063 0.21242664875739134
59854.428823 19.79136830878453 0.24675822835454547
59854.438991 20.00924374808178 0.30159339021111115
59856.492214 20.07130270739436 0.28740076008352944
59856.494063 21.296518287104437 0.9870329134181819
59856.519938 20.32159058960253 0.36191206825333333
59856.530716 20.32159058960253 0.36191206825333333
59871.205057 19.816328861051034 0.3282458293460465
59871.206859 21.202046884880936 0.9952581876966667
59871.210016 21.202046884880936 0.9952581876966667
59871.237108 20.761818737241732 0.4825494243377778
