2019hoc 0.04 259.103958 36.11411900000001
filter r
58711.2847684999 18.464615 0.07535939278007604
58714.35042819986 18.588766 0.11525508693037147
58723.33193290001 18.819084 0.09860902721286154
filter ATgr
58635.497219 20.959771852360795 0.5790593092053333
58639.452408 21.202046884880936 1.35717025595
58639.483819 20.362566630072955 0.7099044415738462
58663.423142 16.77185412820231 0.018350471066366197
58663.425987 16.785704955083354 0.018586069125706137
58663.433027 16.7612021108305 0.01817131723447699
58663.445776 16.781068352144718 0.016964628199375
58664.374658 16.71234684152075 0.015924131003146668
58664.377519 16.73280546415625 0.01770222072978261
58664.386579 16.740206557605347 0.016338027705006843
58664.404851 16.696538358073568 0.017120676027752958
58667.39736 16.75215425676367 0.01952222774810512
58667.400244 16.728388904012935 0.017630357858078486
58667.419161 16.7210676611353 0.01751187427032258
58667.42453 16.741692849698858 0.017847718434410957
58692.241518 18.169359821608808 0.576104924974694
58692.244934 17.785989491816004 0.17901027031885305
58692.250606 18.180495675174434 0.10073841075092785
58692.260494 18.06386562212267 0.06534523454574075
58696.341759 18.243872275673926 0.07712880143103826
58696.347782 18.120615347360612 0.09533293505209757
58696.351923 18.19741658188068 0.09095172395895289
58700.401331 18.410250868976917 0.06915517227770701
58700.404654 18.292404878284263 0.062042068843428576
58700.410411 18.33672679568534 0.05170172403619048
58700.420557 18.33672679568534 0.05816443954071429
58704.321423 18.438271422956 0.09934841089307189
58704.324628 18.44539103013807 0.11428802155368421
58704.330818 18.657724967479858 0.13897423420928
58704.340885 18.504093769761873 0.12817719083972223
58707.436307 18.438271422956 0.3832010134447059
58707.453984 18.261818737241732 0.28952965460266666
58707.457409 18.729535345634595 0.5011090175815386
58707.468686 18.729535345634595 0.593906983800342
filter ATri
58630.448614 19.79136830878453 0.3454615196963637
58630.451386 19.894850021680092 0.380007671666
58630.460868 21.4 1.6286043071400003
58630.47056 20.07130270739436 0.3832010134447059
58631.413186 20.823877696554312 0.8302688624635294
58633.533516 22.15257498915995 5.211533782848
58634.424668 20.07130270739436 0.4790012668058824
58634.436877 19.719755355160704 0.3696123250246809
58634.439685 20.24400500525261 0.6739052305406897
58634.444811 20.647425010840045 0.8143021535700001
58637.463981 21.64227503252014 2.17147240952
58638.428724 21.034679910804403 2.016367237411429
58638.438191 20.207196863200842 0.6152505160306667
58638.4503 19.631074559755156 0.5960904653584315
58641.416201 23.147425010840045 7.600153433320001
58642.399969 21.787254899964356 1.8612620653028573
58645.348598 21.202046884880936 1.2666922388866668
58645.359939 20.647425010840045 0.760015343332
58645.367213 20.647425010840045 0.8143021535700001
58646.423919 19.65257498915995 0.4125797578088
58646.426389 19.674509799928714 0.3545261076767347
58646.440658 19.589310325998028 0.3482550090739623
58646.44572 19.76696871556164 0.4825494243377778
58647.40334 19.36771660839286 0.21714724095200003
58647.406644 19.21234684152075 0.1592413100314667
58647.412145 19.334812993247933 0.22687025174089553
58647.424239 19.47286997089464 0.2392300112183051
58649.473271 18.598565171985374 0.20563185696212122
58649.476788 18.615141619232908 0.17538815615353848
58649.490174 18.97879262861516 0.2801899883251613
58649.498119 18.598565171985374 0.18918130840515154
58650.43803 18.452557631767075 0.18694795578649007
58650.440839 18.684100423313126 0.25808483555770495
58650.447854 18.43119819790884 0.1621554072044156
58650.459092 18.606821760860587 0.19891350316213743
58654.465225 17.797727294836953 0.08261036340565218
58654.468707 17.762887849978725 0.08000161508757894
58654.475941 17.72177072235265 0.07702858209445947
58654.489446 17.597154790739907 0.06867608524084337
58656.408291 17.47949568983251 0.03814748827535136
58656.411947 17.42792068601448 0.03357947025030928
58656.417575 17.403023733092212 0.032818222813904285
58656.427537 17.442003065078442 0.03685266491352481
58658.401819 17.203704052399715 0.05007588365769392
58658.405039 17.16568262769088 0.04395693136680162
58658.411023 17.271804965004637 0.07270554942589286
58658.421162 17.163487002666077 0.08992966544476769
58659.502278 17.093415193665468 0.02673214140507576
58659.510139 17.183409326844263 0.03351037669012346
58659.522416 17.105823742494344 0.029119361813486594
58660.449385 17.091360819912033 0.06157294166880908
58660.453095 17.276662853219644 0.2093572054021525
58660.458598 17.389434867288823 0.33220286862059706
58660.470214 17.089310325998028 0.03482550090739623
58662.441298 16.99706046711067 0.028225377940034664
58662.444559 17.047121002870536 0.02955724695353902
58662.45152 17.004613445081525 0.028422413737172778
58662.461775 17.000830388275922 0.030211790045495655
58665.384824 17.008409729385377 0.030423431306760073
58665.394633 16.985828613102463 0.02793489377598628
58665.407645 17.065001783654033 0.03205125327704797
58665.410704 17.01412916072245 0.026761103638450703
58671.285335 17.027592846859594 0.029030379806417116
58671.290889 17.081146857428607 0.030498207998876408
58671.294428 17.069015600442576 0.03216996162251852
58671.306419 17.05106913887477 0.027687262052167583
58672.241442 16.79816691347048 0.23970799325870132
58672.244897 16.92252881227796 0.13352095721967638
58672.251946 17.047121002870536 0.05320304451637024
58672.262213 17.002720269005064 0.0378305297825784
58672.266134 17.07506428575111 0.036393392338324025
58672.274378 17.10374577783181 0.03529161659831741
58672.277884 17.045152305677 0.03147061463072464
58672.29259 17.045152305677 0.03540444145956522
58675.407004 17.29136830878453 0.04194889882027273
58675.410229 17.22670779858472 0.041848504680256964
58675.416245 17.2889035263304 0.04431576345959184
58675.426903 17.21514500341478 0.03910490567991526
58676.513892 17.352266673433142 0.04175908479846154
58676.51717 17.296314723739748 0.03966159652091324
58676.52452 17.301283776828534 0.03237286849055046
58676.534327 17.283990684442323 0.03431220511656886
58678.377101 17.491297286513973 0.07416230906830602
58678.380342 17.352266673433142 0.06263862719769232
58678.385867 17.50924374808178 0.081430215357
58678.399251 17.36804035820066 0.06355529003473172
58679.28113 17.515292433390314 0.06065565389720671
58679.284947 17.411259445436063 0.0551135129319797
58679.295349 17.447687560810948 0.051294623846929135
58679.301932 17.476565225962382 0.05853025362587602
58680.248106 17.42792068601448 0.11472985668855672
58680.253412 17.53982988912431 0.0744504826121143
58680.265403 17.49426783885881 0.05651777504230138
58681.515192 17.564934734859662 0.1523840287382456
58681.518435 17.26215391297154 0.11049527747557523
58681.532924 17.57770824930586 0.19273423753136096
58681.538192 17.456270500406934 0.18670067013068783
58684.365146 17.564934734859662 0.047620008980701754
58684.368062 17.473642650295254 0.04961697709924732
58684.374351 17.447687560810948 0.04274551987244095
58684.384218 17.53364334130467 0.04626716781647727
58685.381998 17.542936432602048 0.049775871851461324
58685.385038 17.584151806525387 0.05493308178845239
58685.398382 17.546051890133548 0.053038837588850585
58685.406184 17.613630618349283 0.05976529567486239
58688.250559 17.580925247821654 0.04188299899667656
58688.254489 17.587387982407886 0.0421330467518806
58688.260765 17.56176469989307 0.04115035178390671
58688.270926 17.593889416234198 0.035865159916997
58690.2387 17.370691729981644 0.28669806873858195
58690.242061 17.762887849978725 0.1866704352043509
58690.248334 17.476565225962382 0.05853025362587602
58690.260284 17.65078229345399 0.04810223691974684
58694.361693 17.774377229201598 0.053901797399432634
58694.364944 17.732830949114724 0.048172596115631405
58694.371069 17.671595765414317 0.045530873102838716
58694.382691 17.671595765414317 0.0420284982487742
