2020wob 0.04 348.40466699999996 4.148938999999999
filter g
59136.25025459984 20.15364 0.1543622089742537
59144.16837960016 17.536112 0.0691511442384835
59146.333472200204 17.338894 0.14166184241404195
59151.19221059978 17.157124 0.044978968221772136
59153.191076400224 17.124868 0.04504537573324456
59155.16814809991 17.205166 0.05065917873887426
59164.21129629994 17.681028 0.06713777568433793
59167.1716781999 17.960062 0.07563090885757062
59169.21297449991 18.1862 0.057335061714344264
59171.17171300016 18.420013 0.09151070735250792
59181.14995370014 19.210045 0.2005363049582684
59183.13105319999 19.212711 0.20912957001698085
59185.10766200023 19.4083 0.14166210242340674
59187.123923600186 19.74844 0.1643476782511522
59189.133553199936 19.8129 0.24075361092525172
59194.18584490009 19.74717 0.23890757347439237
filter r
59138.280451400205 19.019857 0.11681014828634527
59140.23253470007 18.371689 0.05835116914054941
59144.22931709979 17.615025 0.04502084790774052
59146.23293979978 17.677746 0.18088956611468326
59151.214560199995 17.19724 0.0434371210796403
59153.16635419987 17.241764 0.047884593415260135
59155.24594909977 17.170431 0.040897144020510603
59157.32784719998 17.205776 0.04374671849815619
59167.20747689996 17.784985 0.04012477400407621
59169.16958330013 17.899168 0.05349885431284842
59173.22018520022 17.936914 0.05569161150708286
59179.10833329987 18.038498 0.07099818661660708
59181.1087962999 18.07296 0.07429690206406112
59183.083194400184 18.178797 0.06703197493539134
59185.16038190015 18.175583 0.07747894433859664
59194.14174770005 18.671265 0.10465724364822916
59199.107430600096 18.943356 0.09997353683614568
59202.11099540023 19.1315 0.135573814607882
59210.099687499925 19.009594 0.1928766311497307
59219.12997689983 19.581799 0.1440540294289723
filter ATgr
59138.383351 19.334812993247933 0.14584516183343285
59138.386566 19.401648626366043 0.17233908012063492
59138.393889 19.051201868453454 0.11231753842344828
59138.40586 19.014393726401686 0.12063735608444445
59142.335857 17.72177072235265 0.04401633262540541
59142.369347 17.892198697060454 0.04720592194608696
59142.372569 17.829663014928027 0.04861505394447761
59142.379912 17.755295258165017 0.0378305297825784
59170.282921 17.990970050269638 0.05640188076675325
59170.286583 17.981610197434954 0.05125793241356224
59170.293464 18.079050991403154 0.050973530739906105
59170.306767 18.120615347360612 0.052962741695609765
59190.255649 19.183773187068795 0.1128037615335065
59190.259338 19.21234684152075 0.1302883445712
59190.2654 19.038793319624578 0.12337911417727274
59190.276022 19.038793319624578 0.12337911417727274
59194.266684 19.401648626366043 0.17233908012063492
59194.271724 19.21234684152075 0.1302883445712
59194.27541 19.21234684152075 0.1302883445712
59194.287872 19.197966019298022 0.11428802155368421
filter ATri
59117.386485 20.543943297944484 0.5922197480509092
59117.394926 20.137125054200233 0.40715107678500007
59126.408504 19.609991640913 0.3549522207869231
59126.428822 20.823877696554312 1.2134698759082354
59128.453889 22.707196863200842 5.790593092053333
59128.457112 20.889700043360186 0.8143021535700001
59128.462244 21.95462187404089 2.5333844777733336
59128.474766 19.609991640913 0.33407267838769233
59129.412413 21.4 1.1943098252360003
59130.414454 22.394850021680092 2.98577456309
59132.350793 21.787254899964356 2.9469982700628576
59132.362699 20.647425010840045 0.9771625842840002
59132.395533 22.15257498915995 1.9543251685680003
59134.507846 21.202046884880936 1.08573620476
59134.5125 20.137125054200233 0.44108033318375006
59134.5185 21.64227503252014 2.035755383925
59134.532242 20.449471895720983 1.0404971962283334
59136.382007 20.362566630072955 0.41759084798461543
59136.385261 19.86804035820066 0.23833233763024392
59136.391345 20.543943297944484 0.3948131653672728
59136.406271 19.569015600442576 0.16084980811259258
59140.330084 18.590370897582282 0.09796116133172933
59140.335217 18.147425010840045 0.07600153433320002
59140.341671 18.330283238465814 0.09636711876568048
59140.351858 18.323877696554312 0.06386683557411765
59144.331491 17.64735184445562 0.047950494847444805
59144.365494 17.668099027432906 0.06633115077311898
59144.368266 17.63036032076042 0.050577773513664596
59144.376095 17.74026752753523 0.044772627000412374
59146.404057 17.485380453316203 0.032454071337934785
59146.407304 17.552309753018058 0.047069488645664743
59146.430992 17.482434084602346 0.041193243541029816
59146.436527 17.5122638785542 0.048389357315208915
59153.432947 17.411259445436063 0.08542594504456853
59153.436149 17.316328861051034 0.09847374880381397
59153.469511 17.450541008457975 0.11714522209252633
