2021feg 0.06 221.98885841600003 -22.188677666199993
filter r
59282.501099499874 18.941252 0.12747760729898217
59292.46107639978 18.054148 0.0739983463647365
59295.39702549996 18.101751 0.0852334482041855
59297.39778940007 18.047026 0.08745859146346291
59301.37792820018 18.191591 0.1614915306437073
59306.45910880016 18.518175 0.09149302714260273
59308.41856480017 18.671026 0.10986738954073384
59310.39813659992 18.794924 0.1124538098392335
59312.37753470009 18.853403 0.11294645262246364
59314.44318290008 18.872007 0.11768442449219281
59334.33442129986 19.3319 0.17178442945810002
59336.37584490003 19.85 0.32977176841994293
59339.31392360013 19.660288 0.21398149112450662
59341.27414349979 19.625664 0.19477882412781133
59346.37712959992 19.897264 0.22804370377420388
filter ATgr
59267.601836 23.147425010840045 4.34294481904
59267.604601 21.514393726401686 0.9650988486755556
59293.625763 17.990970050269638 0.05640188076675325
59293.629904 18.0341175638734 0.0537977398754955
59293.637295 18.13662157638344 0.06449918048079208
59293.641021 17.913870797934457 0.05253562281096775
59311.469465 18.889196565543394 0.18274767802891093
59311.471307 19.401648626366043 0.3102103442171429
59311.474071 19.155932271773896 0.16492195515341773
59311.479634 18.836735336838075 0.14339912138339625
59311.481477 19.14227503252014 0.190003835833
59311.483319 18.910912013506124 0.164505485569697
59311.506604 19.002396519197266 0.11931167085274726
59311.53504 18.933070664334387 0.11193156750103093
59315.520369 19.051201868453454 0.12479726491494254
59315.546508 19.1697634932738 0.13919694932820512
59315.574954 19.183773187068795 0.1410047019168831
59315.599733 18.967180366000754 0.11550385157021278
59319.457164 19.226920700672558 0.13204899787621624
59319.459009 19.334812993247933 0.14584516183343285
59319.469998 19.609991640913 0.22967496639153848
59319.472759 19.30287727315686 0.1730883804689855
59323.438532 19.54909327626439 0.1974065826836364
59323.442694 19.318727718234406 0.15966708893529413
59323.449138 19.351140161145327 0.1316043884557576
59323.460676 19.589310325998028 0.16388471015245284
59337.402159 20.03982988912431 0.3102103442171429
59337.428742 19.743105420796063 0.21242664875739134
59337.431965 20.00924374808178 0.27143405119
59337.444417 20.28210492164445 0.34898663724428575
filter ATri
59271.545471 21.95462187404089 4.34294481904
59271.554224 20.889700043360186 1.221453230355
59271.564366 20.703115997617928 1.028592193983158
59279.588189 19.950541008457975 0.3714360700494737
59279.61939 20.959771852360795 0.9409713774586668
59279.623071 19.719755355160704 0.30031001408255326
59279.652607 21.4 1.302883445712
59291.579426 18.12592458143525 0.04790012668058824
59291.583111 18.249821530037313 0.065621418969011
59291.588661 18.249821530037313 0.05965583542637363
59291.621302 18.280066834095482 0.06134102851751413
59295.522366 18.534679910804403 0.11632887908142858
59295.524669 18.39650718919887 0.10925647343496857
59295.530552 18.34320882213104 0.07801697279712576
59295.53562 18.237955442476157 0.07080888291913044
59299.511564 18.08416034767812 0.12291353261433964
59299.513406 18.34972977989986 0.12427101138819277
59299.521578 18.2986268792935 0.13727699140643682
59299.52711 18.226217639455207 0.12258311989225808
59300.444852 18.382935309920374 0.4855466257311802
59307.536214 17.11837574593197 0.4902646040873644
59307.547271 18.504093769761873 0.7539834755277778
59321.452201 19.287254899964356 0.18612620653028572
59321.45403 18.933070664334387 0.1567041945014433
59321.474067 18.944321917401076 0.14702677772791667
59321.502462 18.878499570595203 0.13837814374392157
59327.429841 19.128787452803373 0.2412747121688889
59327.43795 19.21234684152075 0.23162372368213338
59327.473301 18.776954943324544 0.16479924536535714
59327.490672 19.026524983387716 0.2195870975919101
59333.564907 20.10371515030528 1.2502416903296971
59333.589594 21.034679910804403 4.498049991148572
59333.593015 18.191746928241123 0.24881454692416669
59333.598899 19.351140161145327 1.0034834619751516
59335.48148 19.419020776254364 0.29770186259548387
59335.485649 19.43667541247308 0.3737780377042623
59335.491653 19.69689690656103 0.3845315725191667
59335.504558 19.743105420796063 0.40125033654173914
59337.476398 19.318727718234406 0.20756721561588234
59337.480515 19.14227503252014 0.190003835833
59337.486492 20.32159058960253 0.6836116844785186
59337.497935 18.711132596518674 0.41969634805848743
59339.396757 20.405149978319905 0.9988773083792002
59339.399521 21.95462187404089 7.600153433320001
59339.479601 19.609991640913 0.20879542399230772
59339.485195 20.362566630072955 0.45934993278307695
