2024bdo 0.058 151.339108519 28.9684850393
filter ATgr
60709.428121 22.691 3.684
60709.431294 22.037 1.857
60710.435089 20.9 0.679
60710.441124 20.57 0.48
filter ATri
60684.478136 22.305 2.857
60684.486864 21.901 2.17
60686.565172 21.517 2.469
60693.46138 22.206 4.0
60693.464606 20.292 0.712
60693.466878 20.407 0.843
60693.493665 20.232 0.799
60694.471919 20.503 0.746
60694.477104 21.109 1.021
60694.483978 21.289 1.333
60695.541321 21.384 1.308
60695.550133 20.604 0.701
60695.584606 22.185 2.575
60696.462321 20.746 0.577
60697.355452 22.954 4.81
60697.360477 21.229 0.943
60698.645254 19.421 0.424
60698.662995 20.905 1.338
60699.465428 21.513 1.286
60699.468179 20.239 0.418
60700.560798 21.555 1.115
60703.576269 20.793 0.626
60703.58516 20.819 0.703
60703.595023 20.08 0.362
60704.453227 19.528 0.474
60704.455972 19.953 0.655
60708.369443 22.074 2.533
60708.377416 20.801 0.624
60708.38531 20.267 0.468
60710.361214 22.58 4.647
60711.363956 20.528 0.656
