2019moq 0.0596 6.615455750604617 38.12324471417334
filter g
58686.47340280004 19.83638503869182 0.12912184510090025
58688.445486099925 19.338741035103837 0.06091364714841697
58688.44733799994 19.27969784462369 0.06820546266583233
58690.44932870008 19.039867449428616 0.04144471767243666
58691.449513900094 18.97544650849481 0.03521294488071725
58691.45135420002 18.962938527851556 0.03508176658106797
58693.4105440001 18.816850760037926 0.029170716853820878
58694.44741899986 18.771637245479198 0.02606900092721769
58694.44834489981 18.848839178127783 0.028082186969682846
58695.4228356001 18.898588756770202 0.03176320061009972
58696.427210600115 18.84136182235456 0.02778723133177968
58697.472997699864 18.853680130725188 0.029555375053582262
58697.47391200019 18.86507825072785 0.02873896925063717
58698.44581020018 18.928403699375075 0.03275163109974298
58699.45171299996 19.021974232491335 0.033911406983411156
58700.47255790001 19.017769591185143 0.03212300929299994
58700.47346059978 19.035186502002137 0.034103322561140396
58701.444282399956 19.09097219793603 0.03955391558876266
58703.46665510023 19.280408839858357 0.04133398058631313
58703.4675925998 19.35856883437479 0.04536572322854094
58704.42884259997 19.38891393812078 0.04598978309168682
58705.40276619978 19.51065392417982 0.05222540124388578
58706.44806709979 19.625454534821856 0.05093540678856792
58706.44896990014 19.646742896511306 0.055569135059187154
58707.456469899975 19.75612990221463 0.06295830887038058
58708.41604170017 19.99009972208665 0.1367786686916286
58708.46643520007 19.882799875229903 0.08394469605712296
58709.47629630007 19.846306266505852 0.12056222209253781
filter i
58697.44975689985 19.230030991817603 0.06832233400941871
58701.40862269979 19.43214266496139 0.09985078759924143
58705.432106500026 19.791543329754067 0.12822364805864478
58722.38600690011 19.98677624389213 0.13377238368119354
filter r
58685.42039350001 19.657952461279425 0.08809060382097873
58686.41699070018 19.788076666045484 0.13379228405954588
58686.43479169998 19.749690351949997 0.10930254095182676
58688.40393520007 19.178490901686512 0.05843308585234179
58688.405798600055 19.129905426462127 0.05812370475917561
58690.411319400184 18.928492124671003 0.039323097285725486
58691.39965280006 18.88356055462374 0.04205881465539187
58691.403252299875 18.863082800628714 0.036026224764504705
58693.381226900034 18.764981622932225 0.030305735732236737
58694.405277799815 18.74171620326037 0.028776760594809728
58694.40621529985 18.712212173364133 0.02922785689764303
58695.47260419978 18.72129711881555 0.02984663132215488
58696.47460650001 18.621149224380762 0.026512795333438213
58697.40715279989 18.669808411253 0.027814050651679568
58697.40807869984 18.683411223152177 0.03041766300478251
58698.422106499784 18.787866856693768 0.03322312351396844
58699.38081019977 18.715021497718475 0.030817342428638924
58700.44842590019 18.75722749785487 0.02963178684434619
58700.449548599776 18.744701175275857 0.030427077933911896
58701.39204860013 18.879476769512333 0.0734368596042053
58703.43107639998 18.987230432168673 0.03607213468242696
58703.43201390002 19.049463706912746 0.03911487896717773
58704.46930560004 19.09441337119823 0.041633971992296445
58705.45694439998 19.223148940808283 0.04975322400245452
58706.40859950008 19.127057686705133 0.0368400980891952
58706.409537000116 19.102655100687358 0.037406775148408705
58707.47481480008 19.26666808265861 0.051976723548847706
58708.48921300005 19.249442407926814 0.04199807564172621
58710.40152780013 19.506804015507125 0.11098403205681631
58710.401979200076 19.569299397452774 0.10296368170084652
58710.43265049998 19.252182209014947 0.08253706645431332
58711.36921299994 19.376781548827154 0.08693083055149657
58711.369664399885 19.477206435747146 0.10096936104209574
58711.43793979986 19.2633851227928 0.08767711228559778
58712.42850690009 19.43107210849194 0.11298422299314557
58712.42944440013 19.33717802422554 0.09290992882493104
58713.364143500105 19.601691362471456 0.12336463734760615
58713.36459490005 19.542698122779967 0.12626012445296872
58713.407199100126 19.476639230914756 0.1120432899509437
58714.38199070003 19.741839853371054 0.12471758310905988
58714.3824306 19.609936100104292 0.10253748451886004
58714.398831000086 19.29714928441148 0.08183438888889376
58715.372546299826 19.41528614430657 0.07587412143051682
58715.37348379986 19.376767573199473 0.0816493936949106
58716.38302080007 19.457400553912642 0.07896477515969125
58716.4313194002 19.89330064471573 0.1185305927008353
58716.43177080015 19.86018046871743 0.11363671939603243
58717.49714120012 19.90965530493243 0.11497236893511725
58717.49759260006 19.890192391425664 0.11373878536551862
58718.47405089997 19.578777881240647 0.07478716675937852
58719.404999999795 19.843707262713494 0.09046265122318999
58719.405451400205 19.831172146831296 0.09110644837981612
58724.405520800035 19.929122972080133 0.09606146053829392
58727.33065970009 20.02373231447628 0.10405135550850489
filter ATgr
58668.550466 20.639 0.41
58668.553347 21.07 0.71
