2022vse 0.05 60.341329999999985 -54.754419999999996
filter ATgr
59761.435695 21.046 0.83
59763.415848 19.999 0.55
59763.420907 20.595 0.91
59786.144608 20.833 0.579
59786.163698 21.26 0.724
59796.428301 21.201 0.974
59798.169254 21.211 0.897
59872.261337 19.935 0.253
59872.287342 19.842 0.242
59872.302947 19.748 0.214
59876.235373 19.843 0.231
59876.237187 19.762 0.246
59876.253452 20.306 0.331
59880.272114 20.33 0.436
59880.299061 20.174 0.34
59880.302243 19.941 0.284
59880.308181 19.977 0.305
59880.312712 19.96 0.256
59880.315661 19.949 0.252
59880.34824 19.827 0.251
59880.367574 20.284 0.524
59884.284302 20.217 0.402
59884.288016 19.761 0.232
59884.293653 20.788 0.675
59884.324428 20.582 0.552
59905.896078 20.955 0.564
59905.899337 21.039 0.684
59905.902499 20.897 0.496
59905.9107 20.849 0.535
59905.914336 20.317 0.374
59905.943238 21.066 0.707
59909.904149 20.431 0.373
59909.907315 20.427 0.376
59909.912738 20.803 0.463
59909.919558 20.771 0.615
59928.154873 20.65 0.437
59928.158026 21.055 0.77
59928.164358 20.074 0.275
59928.177483 21.258 0.868
59932.137631 20.208 0.318
59932.143531 21.332 0.93
59932.173769 21.329 0.932
59936.165514 20.46 0.428
59936.171849 20.406 0.376
59936.181817 20.889 0.632
59940.119275 20.657 0.446
59940.136928 20.624 0.372
filter ATri
59746.1638 19.123 0.487
59746.169156 19.597 0.751
59784.425719 21.236 0.826
59800.424433 21.011 0.979
59804.344354 20.141 0.751
59814.103907 19.966 0.629
59838.092153 19.979 0.415
59838.097848 19.657 0.354
59838.103284 19.52 0.275
59870.062443 19.648 0.353
59873.962655 19.527 0.24
59873.982966 19.312 0.202
59874.001487 20.457 0.598
59874.010525 19.543 0.315
59877.990543 19.635 0.319
59878.01448 20.006 0.394
59878.042076 19.504 0.22
59878.048855 20.07 0.414
59882.045104 19.593 0.36
59882.048006 19.692 0.375
59882.07868 19.201 0.555
59882.10323 19.169 0.343
59884.196498 20.023 0.48
59884.220227 19.338 0.254
59884.222028 20.387 0.624
59884.23126 20.12 0.426
59888.229981 19.452 0.42
59888.242587 19.812 0.651
59893.95521 19.761 0.455
59893.961536 19.82 0.457
59893.972287 19.723 0.414
59893.980311 19.985 0.594
59894.016046 19.658 0.315
59894.021049 20.252 0.581
59896.226618 19.729 0.366
59896.261655 19.622 0.251
59896.270692 20.739 0.837
59897.958517 20.652 0.739
59897.973321 20.06 0.514
59900.164588 20.272 0.358
59900.189222 20.313 0.399
59900.20366 20.2 0.284
59904.195733 20.248 0.339
59904.228684 20.91 0.661
59904.234093 21.388 0.929
59908.205469 20.067 0.486
59908.208621 20.456 0.744
59908.214041 20.289 0.565
59908.217645 20.456 0.551
59908.26257 19.664 0.453
59912.191478 20.128 0.513
59912.195221 20.338 0.527
59912.200628 20.12 0.488
59912.23598 20.284 0.545
59913.915126 20.41 0.65
59916.12721 19.408 0.489
59916.129916 19.634 0.665
59916.131267 20.276 0.979
59917.998441 19.584 0.727
59920.186852 19.973 0.686
59920.206791 19.738 0.607
59921.898051 20.432 0.978
59921.903616 20.027 0.684
59933.905977 20.816 0.791
59933.916474 20.491 0.514
59941.90602 20.062 0.333
59944.126721 20.411 0.641
59944.135789 20.547 0.737
