2021jbp 0.042 201.24155999999996 -24.18077
filter ATgr
59293.596846 22.383 2.56
59293.600055 21.935 1.838
59311.453594 18.705 0.137
59311.488575 18.709 0.097
59311.4918 18.858 0.101
59311.498264 18.769 0.09
59315.399572 18.566 0.076
59315.401876 18.588 0.071
59315.437236 18.388 0.063
59315.443256 18.579 0.068
59319.389872 18.517 0.067
59319.393093 18.383 0.061
59319.396319 18.55 0.071
59319.402306 18.39 0.056
59337.437041 19.825 0.247
59337.443034 19.169 0.14
59337.45405 19.98 0.486
59337.460474 19.741 0.58
59349.359019 19.937 0.272
59349.362253 19.836 0.286
59349.369601 20.553 0.433
59349.413661 20.371 0.5
59367.342698 20.206 0.249
59367.345925 20.468 0.409
59367.351465 20.82 0.453
59367.363443 20.919 0.543
59371.337793 20.355 0.307
59371.341013 21.517 0.85
59371.346544 20.957 0.705
59371.356728 20.182 0.277
59379.310356 19.915 0.279
59379.314502 20.274 0.32
59379.321897 20.986 0.645
59379.332072 22.0 1.521
59405.262448 18.944 0.468
59409.260939 21.084 0.987
59409.2646 20.312 0.577
59409.271927 19.915 0.414
filter ATri
59291.480014 20.72 0.587
59295.476233 21.011 0.97
59299.45068 20.053 0.459
59299.461272 19.73 0.361
59305.541176 18.585 0.202
59305.544872 21.59 2.606
59305.55128 19.006 0.354
59305.561458 20.94 1.829
59307.498181 19.289 0.216
59307.501406 19.281 0.219
59307.506931 19.315 0.257
59307.520982 19.185 0.181
59321.38955 18.553 0.102
59321.39138 18.436 0.087
59321.394123 18.532 0.11
59321.399612 18.391 0.082
59323.382365 18.537 0.083
59323.38422 18.632 0.101
59323.386982 18.467 0.078
59323.39806 18.671 0.1
59327.415975 18.783 0.171
59327.443223 18.968 0.273
59327.447431 18.781 0.191
59327.455791 18.559 0.161
59333.46355 19.498 0.899
59333.471826 18.833 0.573
59333.48246 18.77 0.399
59333.486175 18.373 0.43
59335.467178 19.3 0.264
59335.470412 19.001 0.204
59335.475944 19.223 0.263
59335.487506 19.111 0.263
59339.481966 19.625 0.323
59351.354213 19.656 0.26
59351.357896 19.821 0.308
59351.363882 19.669 0.217
59351.375864 19.353 0.184
59353.345191 19.776 0.279
59353.380307 19.876 0.35
59353.408556 20.44 0.532
59353.431493 19.754 0.379
59355.358055 20.636 0.762
59355.361279 19.731 0.333
59355.366829 19.785 0.36
59361.402592 20.562 2.554
59361.420607 19.573 1.038
59365.360962 19.818 0.319
59365.364199 19.718 0.24
59365.370658 20.067 0.394
59365.405882 20.59 0.645
59373.317013 20.286 0.411
59373.320216 19.835 0.278
59373.325735 19.885 0.266
59373.337218 20.464 0.484
59377.314305 20.179 0.286
59377.31852 20.539 0.6
59377.32492 21.121 0.846
59377.335003 20.998 0.735
59387.359609 19.395 3.661
59389.340606 19.861 0.828
59389.346126 22.085 6.979
59391.320418 21.936 2.473
59391.328759 21.088 1.191
59393.306821 20.293 0.436
59393.31002 20.53 0.643
59393.315572 20.261 0.502
59395.289836 21.034 0.772
59395.293059 20.46 0.516
59395.298588 20.002 0.348
59395.310147 19.892 0.373
59399.270139 21.627 1.371
59399.273371 21.684 1.824
59399.278893 20.967 0.663
59403.292518 21.516 1.341
59403.31145 20.771 0.521
59411.263388 22.443 4.053
59411.275839 21.361 1.364
59413.257902 21.344 5.943
59413.283232 21.552 6.058
