2025aja 0.033 173.402168459 45.8518894091
filter ATgr
60699.489022 21.293 0.744
60703.627533 19.546 0.213
60703.630856 19.157 0.14
60703.636599 19.143 0.176
60703.65836 19.115 0.153
60703.67227 19.092 0.306
filter ATri
60695.441641 20.922 0.816
60697.373885 20.281 0.523
60697.382296 20.887 0.778
60697.386658 20.017 0.368
60709.444642 17.683 0.043
60709.44785 17.735 0.048
60709.470597 17.636 0.035
60709.478483 17.702 0.04
60710.391165 17.649 0.052
60711.346916 17.491 0.056
60711.351535 17.561 0.055
60711.35214 17.51 0.049
60711.363481 17.568 0.059
60715.389606 17.249 0.08
60715.392358 17.146 0.096
60715.395636 16.356 0.548
60717.417361 17.237 0.065
60717.419198 17.203 0.064
60717.42207 17.319 0.063
60717.429632 17.238 0.069
60719.464235 17.283 0.067
60719.467036 17.209 0.067
60719.471599 17.241 0.054
60719.495511 17.148 0.061
60721.524199 17.116 0.05
60721.53437 17.224 0.053
60721.543713 17.063 0.29
60721.546933 17.825 0.654
60723.465478 17.343 0.039
60723.467293 17.346 0.043
60723.470637 17.319 0.035
