2025bj 0.16 209.211970123 26.7611786286
filter ATgr
60709.541584 -21.249 0.833
60709.549845 20.303 0.431
60710.543914 20.441 0.407
60710.549529 20.516 0.391
60710.561316 21.05 0.647
filter ATri
60695.468746 19.886 0.689
60695.488794 19.443 0.372
60696.582355 -18.673 0.706
60696.590331 20.609 0.867
60696.596281 19.465 0.421
60697.496891 19.402 0.933
60699.477012 19.911 0.447
60699.504208 21.097 0.944
60700.592281 20.481 0.409
60700.595517 20.525 0.426
60700.598298 20.982 0.636
60704.564711 19.74 0.265
60704.567487 17.972 0.059
60704.575659 20.013 0.319
60708.554921 20.796 0.589
60708.557976 21.088 0.825
60708.560727 20.489 0.455
60708.56582 21.314 0.957
60711.506024 20.932 0.793
60711.516029 20.666 0.591
60711.573647 20.978 0.766
60712.552464 20.71 0.55
60714.527489 -19.522 0.954
60714.537671 -19.863 0.946
60715.558491 18.408 0.878
60715.559861 -18.04 0.957
60716.479405 19.748 0.462
60717.52393 -19.898 0.591
60717.528522 19.283 0.297
60717.53405 19.439 0.428
60718.506075 19.818 0.793
60718.509245 -19.469 0.483
60719.493218 -20.265 0.829
60719.499981 19.686 0.48
60720.517707 20.568 0.969
60720.522373 20.258 0.84
60720.532403 20.375 0.905
60721.502884 20.072 0.696
60721.511132 19.217 0.292
60722.522605 19.878 0.524
60722.569595 20.209 0.634
60724.53283 20.273 0.535
