2024zls 0.053 11.66844 -14.335360000000003
filter ATgr
60586.268185 19.969 0.46
60587.385078 20.049 0.563
60608.925668 19.551 0.191
60614.367197 19.546 0.222
60614.369969 20.98 0.822
60614.379751 20.407 0.454
60614.393372 20.471 0.552
60636.332095 20.86 0.742
60640.312144 20.077 0.595
60671.797265 21.094 0.892
60696.218644 20.256 0.556
filter ATri
60586.510062 20.525 0.57
60588.880611 20.554 0.782
60588.889772 19.902 0.395
60590.871229 20.116 0.56
60592.736931 18.442 0.449
60592.737833 18.932 0.405
60592.738735 19.739 0.888
60592.782845 20.187 0.535
60592.787981 20.424 0.709
60592.79581 19.936 0.429
60593.20193 20.545 0.766
60594.200278 20.307 0.756
60594.882015 20.305 0.646
60594.883825 19.466 0.291
60594.886996 19.923 0.49
60594.911597 19.268 0.275
60595.9835 19.985 0.806
60596.012088 19.236 0.432
60601.159442 19.434 0.579
60601.162625 19.189 0.523
60601.182174 18.664 0.315
60601.199319 18.737 0.353
60602.157938 19.287 0.377
60602.162081 19.645 0.487
60602.167788 19.153 0.317
60602.444403 19.647 0.477
60602.450021 18.844 0.192
60602.463546 18.858 0.208
60618.35242 20.374 0.601
60618.362591 20.623 0.669
60618.373702 19.509 0.288
60621.102497 19.527 0.305
60623.84916 20.267 0.758
60623.856644 19.894 0.54
60623.872883 20.317 0.842
60628.893226 19.876 0.766
60630.438926 19.157 0.437
60630.445036 19.423 0.497
60630.450121 19.929 0.877
60632.865413 20.537 0.75
60634.332698 19.662 0.267
60634.343232 20.368 0.605
60638.335064 20.353 0.497
60644.829223 19.916 0.369
60648.804269 20.301 0.945
60648.81695 19.731 0.326
60650.118244 19.969 0.381
60652.801658 19.391 0.399
60654.105471 19.758 0.861
60656.317645 18.943 0.403
60656.320827 19.318 0.58
60658.120634 19.877 0.814
60658.299042 19.725 0.449
60658.302246 20.189 0.826
60658.313352 20.031 0.747
60658.85873 19.708 0.521
60658.861926 19.755 0.669
60659.061652 19.726 0.54
60660.347611 19.995 0.742
60660.836488 20.126 0.669
60663.076329 20.044 0.392
60664.304343 20.6 0.626
60676.220436 19.992 0.434
60676.223626 20.353 0.871
60678.222618 19.52 0.27
60682.242134 20.079 0.614
60684.234356 20.431 0.832
60686.824397 19.819 0.531
60688.236257 20.058 0.822
60693.033083 19.342 0.85
60693.036249 19.175 0.485
60694.268876 20.201 0.568
