2025jh 0.04 194.415904286 -31.9891308929
filter ATgr
60701.309827 17.079 0.024
60701.31163 17.014 0.022
60701.315403 17.034 0.023
60701.325183 17.082 0.026
60702.293631 17.147 0.027
60702.299723 16.726 0.02
60702.301539 17.08 0.026
60702.304272 17.502 0.185
60702.307009 16.914 0.026
60702.320845 17.075 0.035
60705.306431 17.325 0.033
60705.308251 17.275 0.029
60705.311859 17.31 0.031
60705.322344 17.296 0.027
60706.29518 17.344 0.028
60706.2979 17.367 0.029
60706.301107 17.311 0.031
60706.306131 17.357 0.029
60709.280523 17.566 0.036
60709.282326 17.516 0.034
60709.287358 17.585 0.034
60709.292036 17.419 0.04
60709.29294 17.531 0.033
60709.293841 17.508 0.041
60709.297009 17.488 0.036
60709.302452 17.559 0.04
60710.281984 17.57 0.04
60710.285158 17.629 0.038
60710.297014 17.578 0.036
60710.299915 17.484 0.036
60714.272322 17.943 0.05
60714.274603 17.931 0.049
60714.277342 17.901 0.05
60714.282982 17.896 0.053
60714.386521 17.956 0.065
filter ATri
60695.044389 17.197 0.054
60695.051496 17.212 0.052
60695.054668 17.146 0.05
60695.065589 17.36 0.053
60697.312094 17.143 0.051
60697.314926 17.171 0.048
60697.320554 17.31 0.05
60697.32715 17.132 0.043
60698.295725 17.193 0.041
60698.298551 17.127 0.041
60698.304079 17.138 0.042
60698.319269 17.279 0.04
60699.043667 17.261 0.034
60699.060167 17.335 0.036
60699.063332 17.224 0.032
60699.068469 17.248 0.03
60700.049258 17.252 0.036
60700.052417 17.288 0.033
60700.055574 17.238 0.035
60700.066942 17.353 0.036
60707.037376 17.69 0.051
60707.039179 17.668 0.043
60707.042789 17.801 0.057
60707.049574 17.713 0.048
60707.870892 17.76 0.08
60707.906395 17.871 0.076
60707.926703 17.823 0.067
60707.945645 17.8 0.065
60708.033895 17.916 0.062
60708.037115 17.843 0.054
60708.040282 17.817 0.055
60708.050221 17.77 0.047
60711.012925 17.939 0.055
60711.026243 17.889 0.05
60711.028047 17.912 0.055
60711.031202 17.789 0.055
60715.031258 17.835 0.052
60715.033061 17.873 0.051
60715.036222 17.856 0.054
60715.04164 17.862 0.046
60717.281102 17.974 0.107
60717.282905 18.017 0.114
60717.287152 18.007 0.107
60717.29224 17.793 0.092
60717.386382 18.099 0.081
60718.207078 18.244 0.232
60718.210344 17.852 0.135
60718.215916 17.789 0.121
60718.242866 17.668 0.114
60719.006689 17.905 0.111
60719.008501 17.883 0.117
60719.011721 17.809 0.104
60719.016836 17.868 0.108
60719.95098 18.116 0.144
60719.954196 17.975 0.114
60719.959827 17.706 0.097
60719.969952 17.729 0.083
60721.270336 18.029 0.117
60721.273737 17.894 0.115
60721.27654 17.847 0.092
