2021dov 0.012 134.07795800000002 -0.4421389999999999
filter g
59267.27465280006 18.14409 0.10612708657063258
59271.36584489979 16.192627 0.03972168379923954
59275.18960649986 15.280425 0.022690998967801548
59278.23650459992 14.958009999999998 0.021860525959267543
59281.32118060021 14.819859 0.02262771217156894
59293.15037039993 15.044523 0.023418381137958535
59296.28912039986 15.28026 0.02542155006117765
59302.15136570018 15.7456 0.027941486080320703
59304.32873839978 15.997079 0.029140989185559154
59307.15271990001 16.19211 0.03277364670913866
59309.16863430012 16.360079 0.04117463391784155
59311.191411999986 16.561499 0.04514386211632788
59313.15518519981 16.7449 0.04093895657714185
59315.1904397998 16.888016 0.046214741271705634
59317.170648099855 17.0478 0.0385640782195423
59323.16027780017 17.30035 0.049710099769907645
59325.191701400094 17.382456 0.053809626675514706
59329.17425929988 17.51286 0.07085046882980665
59335.21473379992 17.544422 0.05997459998951921
59340.17101849988 17.625366 0.053164275200128716
59342.21233800007 17.691633 0.08223264464028218
59348.21543980017 17.69692 0.057699991464842754
filter r
59267.33381940005 17.9971 0.06057654166698791
59271.25259259995 16.192352 0.031671558630563874
59273.23459490016 15.654975 0.026882368771630447
59275.27396989986 15.321987 0.022463211786842796
59278.1709143999 15.0679 0.019954407736392614
59291.232233799994 14.972539 0.02915943651595506
59293.210185199976 15.105645 0.027523329338692303
59296.21181710018 15.368366 0.022484396397462053
59298.291782400105 15.511579 0.03950983198167413
59304.15165509982 15.58745 0.035149153012453235
59307.21215280006 15.607242 0.027436888518813797
59309.21432870021 15.640180999999998 0.026555285932887952
59315.1558681 15.834747 0.030899572869407466
59317.15662040003 15.9794 0.026300494430070542
59321.19050930021 16.258978 0.03609351169971533
59323.20812499989 16.327229 0.0300271949231056
59329.21237270022 16.6272 0.04352164977770889
59335.17581020016 16.81256 0.04103056900244803
59338.16703699995 16.93369 0.050149808720265754
59340.23770829989 16.960405 0.0667340301003393
59344.19447920006 17.155819 0.05652241905553957
filter ATgr
59251.502776 21.95462187404089 1.4476482730133333
59251.508151 21.95462187404089 1.4476482730133333
59252.468562 20.703115997617928 0.40000807543789474
59256.379193 20.889700043360186 0.47500958958250006
59256.381035 20.823877696554312 0.44706784901882357
59258.409145 18.191746928241123 0.045239008531666666
59260.413063 20.07130270739436 0.2554673422964706
59262.431751 21.034679910804403 0.6979732744885715
59308.318268 15.89650718919887 0.010242794384528303
59308.321495 15.883609889752424 0.010121841560845246
59308.329326 15.901297712844109 0.009602215329526218
59308.340549 15.916492742343955 0.011128622214067905
59312.330573 16.072558270985954 0.010439771199615385
59312.333794 16.09774295596368 0.010684762045329298
59312.340247 16.122684394333948 0.01093305241044152
59312.353163 16.08223800408798 0.01053326168797015
59320.313689 16.768800015907857 0.08844480319674158
filter ATri
59248.511572 21.115141619232908 1.169254374356923
59248.519395 19.79136830878453 0.32078569686090913
59264.41125 19.241692849698858 0.34208126999287675
59264.424811 20.823877696554312 0.8941356980376471
59267.395106 18.208845489566887 0.08616954006031746
59267.405837 17.80959338239811 0.06760994681655678
59267.412405 17.80166826542434 0.06711823811243638
59267.41726 17.858398731654297 0.06655854128796936
59268.342459 17.360124870858996 0.028917913443970947
59268.344758 17.42792068601448 0.044772627000412374
59268.348445 17.444841592720728 0.03979137923204189
59268.35584 17.349659862565606 0.036451575219760196
59276.398711 15.313577739914502 0.008382522169102942
59276.401942 15.326830833917077 0.007677330811477485
59276.407467 15.295762160898207 0.007853426435877034
59276.41854 15.291451345542955 0.007431191603184439
59278.444818 15.131709899808964 0.008440113532027364
59278.448019 15.13882284376395 0.01427258860717371
59278.455354 15.153534477956203 0.01653405387959391
59278.468615 15.119623657694923 0.010683751092349324
59280.384792 15.099774179717892 0.007539834755277778
59280.388483 15.042314412416168 0.006529341437560138
59280.398646 15.054823032392068 0.006605000086894555
59280.404228 15.061764699893073 0.00696390568650729
59288.336644 15.069388390933543 0.006694204433341163
59288.339871 15.056711817219973 0.006301428930702264
59288.345401 15.055452262316814 0.0066088290724521746
59288.38086 15.052309753018056 0.006589728410393064
59292.333113 15.243630677993337 0.007485254772561186
59292.336335 15.274377229201596 0.007315243932780143
59292.347574 15.23431419552677 0.007421300100888585
59292.35403 15.234685323954501 0.007052645432629061
59300.345144 15.723302909638232 0.01571843299116354
59300.348366 15.77761596126073 0.028765277127237882
59300.3553 15.758205635056282 0.021642582154684387
59300.366898 15.728555070292892 0.019889564095818966
59304.418276 15.709420105195415 0.012644889626638435
59304.442971 15.747437915019006 0.01250025235743421
59304.458049 15.714028011124052 0.018470791362211594
59304.46362 15.709995025094873 0.02415302997877119
59306.362861 15.70083263987886 0.011404792066806725
59306.366064 15.70540416749488 0.011452913552320676
59306.371592 15.66935982160881 0.010524993821653061
59306.404422 15.686669430890287 0.01238268351722136
59322.288234 16.261554171562498 0.01624781292334507
59322.291438 16.286692553033355 0.01858467377517117
59322.297399 16.255834740225424 0.018063912338388794
59322.309849 16.245426731763253 0.016008252802185607
59324.286106 16.365800756772018 0.017885189419496128
59324.290259 16.40872081961455 0.020795350696008068
59324.296245 16.360553109027396 0.016751956871899714
59324.306378 16.265383932869366 0.01630522568985866
59326.274096 16.4 0.030400613733280003
59326.279627 16.305438123529143 0.03085043294918424
59326.282835 16.382765730130245 0.027784587917086618
59326.298543 16.501204057567502 0.030986982792272234
