2023jah 0.03 307.78864999999996 -44.262440000000005
filter ATgr
60088.013159 18.085 0.193
60139.013813 20.377 0.337
60139.017012 20.132 0.286
60139.049339 19.92 0.288
60139.057486 19.806 0.248
60141.989793 20.954 0.594
60141.990891 20.065 0.29
60142.019767 20.259 0.346
60142.020703 19.859 0.237
60142.022991 20.343 0.428
60142.023934 20.225 0.356
60142.029173 20.403 0.381
60148.021742 20.284 0.373
60148.031595 19.825 0.222
60148.035372 20.326 0.376
60148.060507 20.599 0.455
60149.985507 20.418 0.349
60149.988695 20.04 0.285
60149.9944 19.797 0.239
60167.179207 20.999 0.562
60167.182037 20.575 0.441
60167.187784 21.062 0.742
60167.212337 20.271 0.31
60170.173351 20.874 0.664
60170.179087 20.416 0.39
60170.189062 20.587 0.437
filter ATri
60012.380656 20.076 0.918
60012.396836 20.028 0.876
60012.401811 19.871 0.781
60028.34205 20.093 0.413
60035.304372 18.968 0.539
60037.39868 20.826 0.719
60037.403866 20.958 0.798
60046.082477 18.848 0.583
60047.364788 19.857 0.732
60047.36769 20.373 0.946
60049.137853 20.863 0.699
60067.036085 20.548 0.952
60069.130683 20.421 0.959
60069.934487 19.23 0.575
60069.937367 19.758 0.891
60069.942556 19.352 0.625
60071.232567 19.315 0.428
60071.238135 20.267 0.937
60072.086838 20.164 0.645
60072.091531 19.457 0.401
60072.106051 19.466 0.408
60072.966318 19.507 0.48
60077.256492 19.227 0.292
60077.259234 19.511 0.251
60077.283941 19.385 0.381
60077.290034 19.297 0.236
60083.294188 17.995 0.232
60083.299993 18.043 0.439
60083.435965 18.292 0.21
60125.235353 19.075 0.193
60125.260195 19.216 0.188
60125.276657 19.378 0.237
60125.874091 19.391 0.328
60125.885162 19.37 0.346
60125.887989 19.506 0.344
60125.89344 19.27 0.344
60126.906477 19.025 0.275
60126.909249 19.162 0.319
60126.914945 20.399 0.949
60126.925869 19.343 0.388
60132.043632 19.094 0.638
60136.048581 19.965 0.33
60136.057381 19.693 0.245
60136.068481 19.565 0.203
60151.232605 19.922 0.32
60151.235324 19.629 0.242
60151.288106 19.638 0.248
60155.231214 20.022 0.719
60155.25986 19.754 0.623
60158.983563 19.475 0.613
60159.018826 19.384 0.499
60161.203841 19.749 0.469
60161.207055 19.533 0.317
60161.234882 19.456 0.304
60161.236387 20.041 0.457
60161.240109 20.082 0.407
60161.263118 19.852 0.379
60161.291572 19.762 0.34
60163.009495 20.238 0.478
60163.013165 20.898 0.954
60163.018673 20.017 0.329
60166.031608 20.081 0.376
60166.034848 20.66 0.736
60166.040409 20.722 0.644
60171.92766 19.758 0.333
60171.930547 20.064 0.421
60171.936295 20.449 0.667
60179.153993 20.89 0.673
60179.157201 19.781 0.281
60179.163165 20.017 0.313
60180.908073 20.518 0.591
60182.873586 19.184 0.305
60182.886135 19.126 0.315
