2022dsu 0.07 211.37820000000008 15.720979999999999
filter ATgr
59613.596965 21.361 0.889
59617.525873 21.286 0.894
59620.612971 21.156 0.67
59636.564831 19.825 0.213
59651.321128 19.703 0.188
59666.516621 20.495 0.401
59666.548958 20.796 0.5
59666.557054 19.996 0.275
59668.457061 20.006 0.287
59668.538265 19.903 0.25
59668.544819 20.145 0.586
59669.516264 20.169 0.288
59670.431814 20.533 0.507
59670.433642 20.811 0.634
59670.437299 19.827 0.27
59670.442387 20.044 0.296
59672.956815 20.082 0.29
59672.973245 19.934 0.234
59676.516525 19.971 0.282
59677.448795 21.419 0.915
59677.476967 20.283 0.31
59677.489228 20.935 0.71
59678.411486 20.197 0.42
59678.437664 20.27 0.481
59680.376655 20.36 0.773
59681.417191 20.456 0.956
59698.422971 20.744 0.543
59698.446155 21.19 0.925
59698.624764 19.516 0.523
59722.389368 20.804 0.617
59725.376671 21.417 0.757
59729.336489 21.41 0.857
59730.377239 20.608 0.496
59730.382728 20.884 0.763
filter ATri
59610.626364 20.598 0.511
59610.674131 19.018 0.678
59619.66956 19.799 0.617
59622.514244 21.122 0.96
59624.604277 21.132 0.984
59624.612121 21.05 0.986
59626.541712 19.647 0.588
59627.270453 19.962 0.983
59627.273193 19.76 0.763
59628.522815 18.364 0.571
59631.554432 19.623 0.449
59631.599168 19.467 0.361
59632.538943 19.351 0.323
59632.542129 20.551 0.976
59632.635408 20.593 0.81
59632.638507 20.159 0.463
59632.661066 20.624 0.834
59633.513215 20.371 0.568
59633.515046 20.284 0.549
59633.517786 20.451 0.719
59634.549032 20.289 0.562
59634.584302 20.339 0.587
59634.597364 20.206 0.426
59634.626978 19.794 0.299
59634.629754 19.749 0.331
59634.640073 20.865 0.858
59635.327227 19.869 0.263
59635.334468 19.744 0.287
59635.340367 20.348 0.383
59635.541768 19.923 0.309
59635.543588 19.453 0.244
59635.548714 19.336 0.22
59635.574959 19.449 0.241
59636.500456 19.478 0.233
59636.528067 19.767 0.286
59638.519026 20.29 0.588
59638.521851 19.415 0.247
59638.527341 20.577 0.602
59638.537823 20.0 0.347
59646.632442 20.115 0.663
59649.121934 18.53 0.409
59649.124711 17.403 0.323
59650.478019 19.308 0.195
59651.470161 19.298 0.242
59651.475634 19.32 0.234
59651.489912 19.202 0.261
59653.486625 19.527 0.436
59653.489369 19.054 0.287
59653.499604 19.253 0.318
59654.437837 19.055 0.206
59654.446409 19.54 0.405
59654.45292 19.635 0.465
59654.497337 19.236 0.969
59654.508338 19.735 0.83
59655.184031 18.887 0.488
59655.204937 18.337 0.528
59659.302217 20.015 0.893
59659.33067 18.828 0.329
59659.335795 19.36 0.669
59659.520611 19.663 0.674
59659.527467 19.132 0.392
59659.556269 20.036 0.951
59660.458877 19.504 0.379
59660.463892 20.399 0.776
59660.470433 19.298 0.35
59660.546129 20.221 0.62
59660.549373 19.16 0.216
59660.555323 19.572 0.364
59660.565434 19.935 0.63
59661.0919 19.396 0.348
59662.510054 19.659 0.315
59662.51465 19.883 0.417
59662.530804 20.742 0.784
59662.542283 20.131 0.477
59663.29302 19.566 0.288
59663.338681 19.98 0.471
59664.488174 19.796 0.31
59664.49 19.921 0.377
59664.494795 19.891 0.353
59664.530476 20.015 0.404
59666.601646 19.363 0.221
59666.604835 19.46 0.287
59666.610356 20.3 0.589
59667.234737 20.525 0.592
59667.240399 19.628 0.293
59667.265276 20.783 0.581
59667.530072 19.446 0.308
59670.446928 20.437 0.53
59670.44875 20.063 0.346
59670.454293 19.893 0.3
59670.464328 20.32 0.444
59672.438835 20.406 0.507
59672.4747 21.043 0.872
59675.212935 20.063 0.355
59675.214287 20.291 0.531
59675.217009 20.396 0.682
59675.226518 19.847 0.289
59679.204632 20.544 0.588
59679.21186 19.92 0.364
59682.414417 20.57 0.917
59682.417601 20.304 0.775
59683.401383 19.192 0.311
59688.503735 19.132 0.3
59688.509269 20.264 0.879
59689.502612 20.292 0.625
59689.531297 19.879 0.441
59690.45349 19.956 0.312
59691.202391 20.709 0.853
59691.211067 20.099 0.481
59692.374256 20.219 0.532
59692.402582 20.711 0.607
59695.15393 21.06 0.945
59695.356127 20.66 0.644
59695.362506 20.414 0.476
59695.368989 20.358 0.471
59699.426036 20.046 0.827
59700.938173 21.16 0.792
59705.355127 19.34 0.479
59708.342344 21.077 0.975
59710.472023 19.979 0.602
59711.136 19.695 0.664
59711.332282 19.834 0.577
59711.346119 19.585 0.408
59716.391371 19.281 0.46
59716.403602 20.033 0.756
59716.407296 19.956 0.944
59716.432653 19.85 0.631
59717.405215 20.026 0.546
59719.406808 20.576 0.656
59720.397442 20.938 0.841
59727.341508 18.322 0.983
59730.356548 20.714 0.879
59731.348575 20.866 0.86
59734.346077 20.837 0.78
59735.317434 20.178 0.403
59736.322764 20.403 0.589
