2022zsp 0.021652 76.40700000000002 32.519069999999985
filter ATgr
59881.491936 20.371 0.422
59881.495553 20.257 0.343
59882.574705 21.263 0.878
59885.481561 20.365 0.414
59885.483821 20.298 0.323
59885.486984 20.198 0.391
59885.492066 19.951 0.256
59903.491134 19.334 0.286
59903.502115 19.895 0.253
59903.505351 19.75 0.235
59904.505085 19.744 0.193
59904.508323 19.676 0.207
59907.474682 20.5 0.461
59907.477504 20.635 0.39
59907.483131 20.089 0.286
59907.494216 19.97 0.217
59908.423637 20.021 0.262
59908.425491 19.896 0.238
59908.447517 19.963 0.278
59908.452817 19.826 0.221
59927.346051 20.362 0.388
59927.356619 20.241 0.418
filter ATri
59858.564234 20.799 0.56
59858.570241 20.872 0.667
59863.470981 19.781 0.727
59870.579191 21.132 0.902
59871.620664 20.168 0.353
59872.579927 21.238 0.977
59873.641654 20.594 0.65
59875.567664 20.762 0.594
59875.57939 21.06 0.848
59880.6169 20.691 0.654
59881.620639 20.217 0.389
59881.62412 21.211 0.944
59883.495303 20.406 0.538
59883.499491 20.803 0.809
59883.529291 20.202 0.464
59883.55395 20.099 0.385
59884.501461 19.866 0.269
59884.506094 19.708 0.226
59884.520479 19.885 0.321
59886.457298 19.562 0.337
59886.459107 19.426 0.248
59886.47129 19.374 0.224
59889.6084 19.178 0.222
59890.504711 18.826 0.245
59891.435859 19.285 0.226
59902.496413 18.742 0.352
59902.502753 18.846 0.316
59902.538143 18.84 0.338
59913.442892 20.775 0.789
59914.456917 19.53 0.228
59914.460103 19.905 0.26
59914.479046 19.992 0.327
59917.386287 20.33 0.856
59917.388548 19.921 0.525
59917.391717 19.455 0.315
59926.464929 20.099 0.662
59926.471288 19.937 0.454
59926.482213 20.427 0.639
59958.336934 20.917 0.879
59958.377615 20.138 0.505
59966.323326 20.442 0.456
59985.045041 19.914 0.511
