2017hle 0.015 16.887760000000007 32.408240000000006
filter ATgr
57987.572602 19.269 1.568
58071.391329 18.852 0.095
58071.401676 18.801 0.076
58071.402132 18.884 0.087
58071.403045 18.847 0.086
58075.374194 19.3 0.14
58075.384031 19.023 0.085
58075.384487 19.319 0.133
58075.402113 19.265 0.131
58079.38143 19.369 0.15
58079.390744 19.367 0.153
58079.408279 19.162 0.132
58079.411032 19.284 0.105
58135.31929 22.158 2.452
filter ATri
57946.628929 18.817 0.548
57948.611616 18.204 0.609
57966.628473 21.557 1.66
57968.613605 23.21 6.556
57973.580333 20.786 1.078
57975.599549 20.532 0.633
57977.568243 22.181 4.276
57979.600592 22.42 2.953
57985.561152 23.355 6.75
57989.571127 22.566 4.562
57993.559009 23.193 7.222
57995.575553 20.193 1.855
57995.576058 19.498 1.011
57995.577572 19.143 3.436
57995.595575 19.052 1.811
57995.596082 18.712 0.917
57997.556987 22.387 3.3
58003.499443 19.873 1.097
58005.515269 21.089 2.3
58007.536816 23.172 7.545
58045.415927 17.847 0.069
58045.427531 17.654 0.051
58045.428444 17.706 0.05
58045.447535 17.732 0.05
58049.415939 16.995 0.036
58049.425006 17.038 0.036
58049.435104 16.983 0.027
58049.443025 17.001 0.034
58049.444882 17.037 0.028
58049.445826 16.962 0.036
58049.44635 17.015 0.029
58049.463762 17.021 0.03
58053.398067 16.733 0.026
58053.398525 16.815 0.028
58053.408377 16.789 0.026
58053.409343 16.759 0.027
58053.417976 16.76 0.029
58053.427887 16.778 0.027
58053.429281 16.784 0.024
58053.430841 16.757 0.024
58053.449093 16.779 0.027
58055.401775 16.77 0.021
58055.41261 16.75 0.018
58055.415319 16.766 0.021
58055.432008 16.753 0.021
58057.420446 16.845 0.037
58057.420903 16.864 0.037
58057.430199 16.873 0.035
58057.430686 16.859 0.036
58057.431601 16.872 0.037
58057.432524 16.878 0.04
58057.449071 16.969 0.048
58057.449987 16.869 0.044
58059.386263 17.053 0.047
58059.395757 16.966 0.041
58059.414273 17.028 0.05
58059.417445 17.025 0.056
58061.381842 17.176 0.07
58061.3823 17.128 0.082
58061.384165 17.137 0.064
58061.393581 17.251 0.082
58061.394082 17.157 0.059
58061.39454 17.296 0.073
58061.394998 17.168 0.071
58061.395954 17.308 0.085
58063.402127 17.413 0.039
58063.411486 17.374 0.044
58063.429867 17.471 0.051
58063.431236 17.4 0.056
58065.374667 18.128 0.339
58065.384857 17.53 0.266
58065.387735 17.623 0.232
58065.404332 17.524 0.074
58067.37874 18.162 0.123
58067.389132 18.135 0.166
58067.390221 17.662 0.07
58067.391134 17.87 0.059
58067.399036 18.019 0.077
58067.40812 17.742 0.048
58067.408575 17.725 0.048
58067.411681 18.049 0.066
58073.351297 18.305 0.085
58073.362026 18.46 0.088
58073.379926 18.432 0.098
58073.381513 18.33 0.091
58077.352439 18.661 0.114
58077.361256 18.588 0.107
58077.36405 18.825 0.131
58077.380992 18.484 0.087
58081.346978 18.912 0.125
58081.347436 18.715 0.104
58081.348387 19.054 0.136
58081.363386 18.814 0.114
58081.364309 19.027 0.138
58081.365238 19.027 0.134
58081.366625 18.768 0.109
58081.367589 18.946 0.146
58093.350634 20.14 1.426
58093.359872 19.145 0.357
58093.370831 20.3 0.963
58093.371288 19.097 0.266
58097.32611 19.443 0.188
58097.334845 20.224 0.4
58097.343945 19.81 0.328
58097.353043 19.375 0.184
58099.316244 19.763 0.367
58099.31894 19.668 0.353
58099.326086 19.649 0.264
58099.335721 20.665 0.798
58099.337545 19.635 0.289
58099.345174 19.891 0.419
58101.306837 19.521 0.244
58101.31579 20.244 0.449
58101.325165 22.955 5.8
58101.334499 20.22 0.45
58105.299259 21.794 2.091
58105.308263 20.145 0.458
58105.317198 19.755 0.284
58111.346565 20.538 0.589
58111.35869 20.932 0.888
58111.3836 21.84 1.854
58113.290579 20.396 0.886
58114.32059 22.667 7.308
58114.33046 19.957 0.703
58114.340548 20.519 1.262
58114.347016 20.988 1.961
58114.347475 20.477 1.242
58114.381653 18.811 0.507
58117.28325 21.101 1.881
58117.29092 19.686 0.652
58117.294408 21.016 1.9
58117.29961 19.925 0.675
58117.308247 19.57 0.463
58117.31177 19.776 0.612
58118.303849 19.616 0.525
58118.323191 22.054 4.556
58119.305151 22.127 5.326
58119.312017 19.87 0.544
58119.329818 21.241 2.17
58119.331297 22.696 6.846
58119.332721 21.193 2.269
58119.339421 19.82 0.689
58120.295002 21.439 2.914
58120.31297 20.89 1.577
58121.28282 20.761 1.468
58121.288228 20.124 3.808
58123.298721 20.894 0.991
58123.306343 20.387 0.717
58123.315288 20.251 0.601
58123.326552 21.16 1.71
58123.340504 22.076 4.625
58124.266436 21.167 0.878
58124.286864 20.605 0.559
58125.308386 21.723 1.917
58126.27945 20.69 0.836
58126.288839 22.476 4.077
58126.297325 21.542 2.0
58126.306381 19.725 0.409
58127.27763 21.011 0.777
58127.285037 20.98 0.871
58127.288027 21.515 1.307
58127.290902 22.48 3.179
58127.294377 21.435 1.228
58127.294834 20.261 0.509
58127.298202 22.201 2.389
58130.294822 20.692 0.859
58131.304807 21.845 1.796
58131.32028 22.271 2.844
58133.227152 21.977 2.37
58134.228341 21.637 1.848
58137.280301 20.535 0.706
58137.285123 21.049 1.095
58138.211773 22.718 7.0
58141.241117 21.219 1.596
58141.250929 22.563 5.0
58143.279033 20.702 0.889
58144.220323 22.335 4.118
