# Object Type: Normal SNe Ia; Date: 2004-2009, 2019-2023; Number SNe: 742
Name,RA,DEC,Redshift,Discovery Date (UT),Data Source(s)
SN 2021huu,11:54:26.690,+55:04:26.33,0.046248,2021-04-03 06:50:49.920,HSF
SN 2021huu,11:54:26.690,+55:04:26.33,0.046248,2021-04-03 06:50:49.920,HSF
SN 2021huu,11:54:26.690,+55:04:26.33,0.046248,2021-04-03 06:50:49.920,HSF
SN 2021huu,11:54:26.690,+55:04:26.33,0.046248,2021-04-03 06:50:49.920,HSF
SN 2021huu,11:54:26.690,+55:04:26.33,0.046248,2021-04-03 06:50:49.920,HSF
SN 2021huu,11:54:26.690,+55:04:26.33,0.046248,2021-04-03 06:50:49.920,HSF
SN 2021huu,11:54:26.690,+55:04:26.33,0.046248,2021-04-03 06:50:49.920,HSF
SN 2021wvj,14:49:21.973,+09:40:31.05,0.02816,2021-08-24 04:24:32.000,HSF
SN 2019ged,10:04:41.210,+40:02:31.38,0.064,2019-05-31 04:21:10.000,HSF
SN 2019ihl,22:22:11.357,-04:00:24.34,0.1,2019-06-27 10:10:37.000,HSF
SN 2020ocv,17:46:36.924,+20:30:17.01,0.063,2020-07-08 05:29:28.320,HSF
SN 2020obe,01:36:45.920,-11:44:03.30,0.043497,2020-07-06 13:35:02.400,HSF
SN 2021wuf,17:56:02.510,+18:21:14.08,0.01,2021-08-23 08:55:40.800,HSF
SN 2020tul,00:36:43.641,+33:06:21.01,0.08,2020-09-20 07:08:45.004,HSF
SN 2021lat,14:40:53.790,+24:58:17.97,0.0338979997,2021-05-04 09:26:39.264,HSF
SN 2020jsh,09:46:21.430,+03:04:23.77,0.01998,2020-05-12 03:43:05.952,HSF
SN 2019gip,19:57:01.399,+50:10:42.69,0.031462,2019-05-31 11:49:55.000,HSF
SN 2019bbd,12:38:06.406,+08:02:46.33,0.0859,2019-02-25 08:32:15.000,HSF
SN 2021btm,15:46:31.980,+22:32:14.78,0.042,2021-02-04 12:04:38.001,HSF
SN 2020jee,11:42:14.700,+20:05:51.07,0.01993,2020-05-05 04:33:16.128,HSF
SN 2019bcw,12:45:20.525,+42:03:39.13,0.035,2019-02-24 13:29:16.000,HSF
SN 2021ybw,21:58:12.370,-11:28:22.07,0.087,2021-09-05 10:01:55.200,HSF
SN 2021ymm,05:15:09.006,-16:01:39.25,0.059374,2021-09-07 11:08:09.600,HSF
SN 2019blm,08:39:20.188,+17:11:16.97,0.067,2019-02-27 05:40:05.000,HSF
SN 2020jjh,16:32:17.340,+50:11:25.94,0.047369,2020-05-09 07:26:38.688,HSF
SN 2022rng,23:54:34.182,-25:05:40.26,0.09,2022-08-17 09:02:52.800,HSF
SN 2021bto,16:13:27.040,+23:20:15.20,0.076,2021-02-04 12:10:02.001,HSF
SN 2021gjm,07:42:21.220,+12:09:56.81,0.0451,2021-03-19 04:06:37.996,HSF
SN 2019ycb,12:18:48.640,+05:44:15.40,0.046,2019-12-27 15:53:16.000,HSF
SN 2019iei,13:56:07.205,+37:33:51.66,0.06,2019-06-26 07:09:07.000,HSF
SN 2021lny,13:41:03.951,-25:36:09.33,0.0954,2021-05-07 06:00:39.001,HSF
SN 2022rti,21:36:57.610,+15:03:55.52,0.11,2022-08-21 07:31:22.080,HSF
SN 2020cvo,07:15:40.730,+30:46:09.91,0.03,2020-02-19 03:19:26.000,HSF
SN 2020vnq,01:47:47.157,+42:00:16.22,0.075,2020-10-07 08:07:39.999,HSF
SN 2022ruz,00:35:39.929,+28:33:23.96,0.075,2022-08-19 10:22:04.800,HSF
SN 2021wus,02:14:42.438,+16:04:47.93,0.04,2021-08-23 12:31:40.800,HSF
SN 2021mku,11:21:46.373,-05:28:45.25,0.025,2021-05-15 05:05:20.999,HSF
SN 2019vju,11:04:00.220,-18:46:35.44,0.012872,2019-11-23 20:30:08.000,HSF
SN 2021hzo,12:00:40.095,+51:50:27.32,0.063,2021-04-03 06:18:43.001,HSF
SN 2020urj,08:06:36.870,+10:27:26.68,0.04185,2020-10-02 11:06:35.001,HSF
SN 2019fcf,17:40:17.630,+17:41:39.16,0.052,2019-05-12 10:53:45.000,HSF
SN 2020npb,17:59:58.220,+44:51:45.61,0.038,2020-06-23 07:22:42.000,HSF
SN 2020uec,21:09:48.530,+15:08:54.89,0.016,2020-09-23 05:52:04.000,HSF
SN 2021aceu,01:16:04.100,+37:38:53.50,0.030344,2021-10-22 07:40:48.000,HSF
SN 2021akx,13:52:54.726,-28:34:03.92,0.049,2021-01-15 14:52:48.000,HSF
SN 2020rlj,23:01:09.614,+23:29:14.00,0.045,2020-08-16 07:13:53.003,HSF
SN 2021aip,10:37:22.058,-07:22:00.48,0.026,2021-01-14 10:03:35.001,HSF
SN 2021xgx,16:55:09.430,+26:39:49.07,0.0347,2021-08-31 07:06:14.400,HSF
SN 2022qsn,02:42:59.857,-19:11:40.74,0.064,2022-08-05 11:25:26.400,HSF
SN 2019fyi,14:21:17.224,+35:30:31.75,0.0298,2019-05-25 07:10:37.000,HSF
SN 2021vkc,21:53:47.201,+17:10:15.04,0.099,2021-08-04 07:43:19.001,HSF
SN 2019opx,01:52:38.856,-06:21:22.05,0.087874,2019-08-24 13:00:28.000,HSF
SN 2019vpz,01:18:33.390,-00:13:41.66,0.05,2019-11-24 03:33:50.000,HSF
SN 2020eci,15:23:14.896,+00:03:53.79,0.069,2020-03-04 15:02:52.800,HSF
SN 2021ash,13:19:42.767,-04:31:45.09,0.041,2021-01-16 13:37:55.200,HSF
SN 2022ssl,22:53:46.370,+51:27:51.06,0.064,2022-08-29 06:38:52.800,HSF
SN 2021aadr,10:39:14.616,+20:17:54.18,0.04233,2021-10-01 12:32:37.003,HSF
SN 2019oke,21:06:15.547,-07:25:11.53,0.06934,2019-08-23 10:19:12.000,HSF
SN 2019xfx,02:24:13.180,-10:30:15.34,0.053,2019-12-20 03:03:14.000,HSF
SN 2019pff,16:45:49.840,+45:05:10.72,0.05964,2019-09-01 03:23:47.000,HSF
SN 2021abza,18:31:37.109,+30:54:37.05,0.04106478941915,2021-10-22 05:11:02.400,HSF
SN 2019pdy,02:31:38.751,+09:44:51.73,0.07,2019-08-31 13:27:50.000,HSF
SN 2020cvn,07:13:37.200,+42:46:52.25,0.04,2020-02-16 03:49:37.000,HSF
SN 2021wue,01:15:47.375,+01:30:21.00,0.08,2021-08-20 09:58:03.000,HSF
SN 2020aar,02:09:37.278,+15:17:45.08,0.05,2020-01-16 03:22:39.000,HSF
SN 2019wzy,01:59:40.288,+05:58:55.08,0.075,2019-12-16 03:30:23.000,HSF
SN 2021lxb,13:01:58.650,+28:00:30.85,0.0259,2021-05-09 06:33:07.200,HSF
SN 2019ywf,02:58:42.280,+32:34:22.84,0.039,2019-12-29 03:13:14.000,HSF
SN 2022rmj,17:09:21.284,+04:10:16.32,0.049,2022-08-15 04:10:33.600,HSF
SN 2022udc,04:23:51.146,-10:18:30.19,0.05,2022-09-14 14:31:36.192,HSF
SN 2021iio,19:04:59.757,+50:44:02.45,0.086,2021-04-03 11:19:40.800,HSF
SN 2020cbo,14:20:33.223,-33:19:43.05,0.04,2020-02-08 12:47:31.000,HSF
SN 2022rnu,01:40:43.470,-14:28:43.72,0.063,2022-08-17 11:29:45.600,HSF
SN 2020vwv,06:55:20.540,-36:22:46.92,0.033,2020-10-11 13:50:52.800,HSF
SN 2020sjo,04:26:21.950,-10:05:55.72,0.031141,2020-08-31 11:21:00.000,HSF
SN 2020dhj,14:53:30.382,+17:17:20.90,0.04417,2020-02-24 11:01:04.000,HSF
SN 2022ruh,02:57:22.177,+10:19:30.52,0.03,2022-08-21 14:26:01.824,HSF
SN 2019dwd,10:42:54.607,+21:37:29.13,0.05123,2019-04-24 05:50:16.000,HSF
SN 2020nef,15:19:59.141,+20:42:47.35,0.041,2020-06-19 06:07:28.416,HSF
SN 2022ssh,02:01:05.954,+15:19:17.20,0.073,2022-08-26 10:39:21.600,HSF
SN 2019dyo,09:01:06.873,+52:39:03.74,0.030003,2019-04-25 07:29:16.000,HSF
SN 2020bdx,07:01:10.775,+36:03:35.61,0.09,2020-01-25 04:09:27.000,HSF
SN 2020lip,22:37:53.615,+09:57:28.05,0.089,2020-05-29 10:47:58.998,HSF
SN 2020ysq,23:03:39.092,-08:02:13.06,0.08,2020-10-31 06:25:55.200,HSF
SN 2021msv,13:00:23.790,-11:57:55.80,0.054,2021-05-18 08:32:38.400,HSF
SN 2019vqm,13:32:18.387,+07:56:25.68,0.0236,2019-11-26 15:18:43.000,HSF
SN 2021hlp,10:33:40.940,-03:42:23.98,0.065,2021-03-31 04:04:37.001,HSF
SN 2021fbc,14:18:39.825,+19:44:54.07,0.057,2021-03-05 08:09:53.000,HSF
SN 2021vio,17:34:06.098,+08:30:46.36,0.093,2021-08-08 04:35:51.000,HSF
SN 2021jys,09:01:13.400,+10:26:14.60,0.036,2021-04-17 06:37:26.400,HSF
SN 2021xfo,02:47:53.946,-32:34:13.50,0.063,2021-08-29 13:23:31.200,HSF
SN 2021vju,22:42:24.594,+06:57:38.52,0.026657,2021-08-09 08:59:21.120,HSF
SN 2021jtb,14:58:42.808,+53:40:09.45,0.073349,2021-04-14 10:48:00.000,HSF
SN 2021ads,13:35:07.543,-33:28:59.29,0.013,2021-01-13 07:55:12.000,HSF
SN 2019mrw,23:41:16.820,+25:33:00.07,0.031375,2019-08-05 11:26:20.000,HSF
SN 2021min,14:48:57.660,+18:19:36.08,0.042097,2021-05-15 09:04:19.200,HSF
SN 2020amt,07:34:43.709,+18:02:32.97,0.045,2020-01-23 05:10:57.000,HSF
SN 2021nya,12:18:02.050,+24:43:04.80,0.064468,2021-05-27 06:14:22.000,HSF
SN 2021bmi,12:16:41.420,+41:04:42.11,0.085,2021-02-01 12:40:19.200,HSF
SN 2020vbv,22:56:44.200,+04:29:01.14,0.053,2020-10-07 09:53:16.800,HSF
SN 2021yaj,03:07:19.340,+18:41:36.09,0.0615,2021-09-04 13:16:19.200,HSF
SN 2020tnw,21:05:01.794,+08:16:26.05,0.075,2020-09-14 06:38:37.000,HSF
SN 2021lxg,21:38:55.474,+34:12:19.16,0.07,2021-05-07 11:00:25.001,HSF
SN 2020mnw,14:56:21.075,+09:20:09.86,0.0808,2020-06-13 08:29:45.600,HSF
SN 2020tce,03:01:52.930,+16:59:34.37,0.06,2020-09-13 12:38:52.800,HSF
SN 2020jhf,13:14:53.440,+27:00:31.10,0.015371,2020-05-08 10:13:26.400,HSF
SN 2022eat,11:11:30.980,+19:49:38.17,0.027,2022-03-03 05:26:11.328,HSF
SN 2021wlw,18:34:39.763,+44:14:09.09,0.065,2021-08-20 07:49:26.400,HSF
SN 2021igt,12:45:00.121,+21:08:30.12,0.075382,2021-04-05 09:17:16.800,HSF
SN 2021ghc,09:56:32.990,+00:45:08.24,0.046217,2021-03-19 08:44:09.600,HSF
SN 2020vax,07:17:58.047,+43:34:18.25,0.06,2020-10-05 10:19:12.000,HSF
SN 2021khn,13:03:11.823,-06:39:47.50,0.072,2021-04-19 09:40:19.200,HSF
SN 2019igg,15:19:14.601,+07:51:59.26,0.047,2019-06-24 05:37:38.000,HSF
SN 2022ydi,01:08:00.625,+40:14:00.32,0.05,2022-10-19 09:53:19.392,HSF
SN 2021nyt,16:23:13.818,+26:28:33.39,0.064524,2021-05-29 06:41:20.000,HSF
SN 2022ruk,03:01:48.450,+36:12:55.98,0.04,2022-08-21 13:43:14.016,HSF
SN 2022mvc,15:30:12.550,+07:45:55.15,0.035027,2022-06-16 09:53:02.112,HSF
SN 2021fxy,13:13:01.570,-19:30:45.18,0.0094,2021-03-17 17:23:37.000,HSF
SN 2023gqs,13:49:23.747,+35:00:54.23,0.026,2023-04-24 08:25:12.576,HSF
SN 2020ndv,23:09:38.098,+12:49:48.01,0.035,2020-06-21 12:44:38.400,HSF
SN 2020bqz,15:39:03.566,+31:11:54.35,0.054,2020-02-02 12:28:33.000,HSF
SN 2020kyx,16:13:45.510,+22:55:14.38,0.031985,2020-05-24 06:27:05.003,HSF
SN 2022ssk,02:29:28.543,-05:50:54.09,0.042,2022-08-28 10:35:02.400,HSF
SN 2019fcw,15:12:07.848,+01:03:37.77,0.087,2019-05-13 06:01:30.000,HSF
SN 2021cjx,09:52:01.159,+21:10:26.91,0.11,2021-02-07 07:29:49.001,HSF
SN 2021aaqc,19:51:14.297,-07:05:47.18,0.064,2021-10-06 06:43:12.000,HSF
SN 2021jwl,15:35:34.263,+05:23:32.02,0.038,2021-04-13 10:29:04.004,HSF
SN 2021fnt,13:32:59.422,+32:36:34.50,0.0358,2021-03-14 14:48:28.800,HSF
SN 2020aafx,05:45:48.474,+09:30:07.24,0.05,2020-11-11 10:06:14.400,HSF
SN 2022fw,12:23:54.037,-03:26:37.88,0.0067,2022-01-09 11:45:36.000,HSF
SN 2022shv,18:11:30.563,+36:10:26.39,0.074,2022-08-25 04:17:45.600,HSF
SN 2021fof,14:08:12.794,-08:49:57.76,0.04,2021-03-15 11:58:33.600,HSF
SN 2019fzt,11:15:26.712,+25:57:32.19,0.0462,2019-05-26 06:30:14.000,HSF
SN 2022vwf,19:23:50.064,+44:15:50.34,0.08,2022-09-23 03:49:08.996,HSF
SN 2019sla,08:08:28.776,+01:28:26.18,0.062,2019-10-11 11:39:04.000,HSF
SN 2021aaqb,00:06:38.040,-34:54:15.16,0.04,2021-10-06 09:25:55.200,HSF
SN 2022ssj,00:19:34.608,-17:34:45.92,0.076,2022-08-28 09:07:12.000,HSF
SN 2020wie,07:00:37.409,+35:02:50.17,0.07,2020-10-13 10:15:14.996,HSF
SN 2020yjf,09:42:35.620,-03:29:24.65,0.055,2020-10-28 12:30:14.400,HSF
SN 2019dwq,14:54:15.630,+04:47:34.76,0.02756,2019-04-24 07:07:12.000,HSF
SN 2022mvb,16:02:09.398,-06:26:04.33,0.03,2022-06-16 10:00:59.904,HSF
SN 2021mim,15:40:21.365,+07:16:53.50,0.03812,2021-05-15 07:35:06.003,HSF
SN 2021hwx,15:19:26.610,+23:23:51.47,0.0875,2021-04-03 08:41:15.996,HSF
SN 2020qic,00:15:05.600,+43:20:35.84,0.048,2020-07-24 11:18:30.000,HSF
SN 2021llv,14:11:49.609,+18:00:30.86,0.0829,2021-05-04 06:38:13.004,HSF
SN 2020mvp,14:35:46.540,+24:43:34.43,0.036091,2020-06-17 08:18:14.400,HSF
SN 2020may,12:23:58.950,+48:21:18.90,0.0534,2020-06-09 04:12:54.432,HSF
SN 2020clq,04:33:25.570,-04:15:56.99,0.015007,2020-02-14 03:17:51.000,HSF
SN 2021ymj,17:11:54.181,+34:09:13.14,0.084,2021-09-10 05:42:43.200,HSF
SN 2020ddk,06:12:59.519,+48:09:30.60,0.09,2020-02-21 10:12:00.000,HSF
SN 2020mnv,16:40:43.830,+40:24:52.13,0.025975,2020-06-14 09:38:52.800,HSF
SN 2021pfs,14:03:23.580,-06:01:53.90,0.008733,2021-06-09 05:14:26.002,HSF
SN 2021ihz,15:13:27.322,+25:12:23.99,0.06976,2021-04-03 08:41:15.996,HSF
SN 2023fep,13:48:24.409,-21:31:50.64,0.066,2023-04-11 08:02:24.000,HSF
SN 2019ecs,10:43:32.490,+48:26:44.30,0.04131,2019-04-23 04:58:50.000,HSF
SN 2021ydu,02:28:40.207,-31:45:05.93,0.074,2021-09-06 12:38:52.800,HSF
SN 2020smn,18:07:53.607,+30:34:17.91,0.07,2020-09-04 06:40:28.998,HSF
SN 2022yye,00:32:12.138,+30:42:25.57,0.064,2022-10-25 08:23:59.000,HSF
SN 2021glz,16:24:52.059,+45:10:51.36,0.08,2021-03-19 10:59:25.999,HSF
SN 2021yeq,16:10:01.676,-02:39:14.40,0.0448,2021-09-07 06:10:04.800,HSF
SN 2022aapa,00:24:04.385,+31:09:38.99,0.089,2022-11-15 04:58:04.800,HSF
SN 2022rjx,00:19:10.692,+29:19:56.28,0.08,2022-08-17 07:46:33.600,HSF
SN 2021knh,09:10:08.650,-27:37:26.58,0.03,2021-04-25 04:04:11.997,HSF
SN 2019nft,02:08:36.387,+06:06:43.95,0.073,2019-08-11 11:34:25.000,HSF
SN 2021itd,14:44:51.080,+43:19:00.37,0.081,2021-04-07 07:49:29.001,HSF
SN 2019wfa,21:45:00.860,+09:07:25.79,0.0607,2019-12-08 05:39:50.000,HSF
SN 2021aalx,00:37:08.352,+25:41:37.49,0.032246,2021-10-04 05:39:22.752,HSF
SN 2022abvt,01:30:43.436,-31:30:51.92,0.0303,2022-11-26 02:00:38.592,HSF
SN 2020wob,23:13:37.120,+04:08:56.18,0.04,2020-10-14 06:00:21.997,HSF
SN 2021dit,14:31:22.006,+55:45:47.69,0.041585,2021-02-19 09:40:01.998,HSF
SN 2021j,12:26:27.011,+31:13:20.55,0.002388,2021-01-01 11:44:04.001,HSF
SN 2020nvb,12:28:58.780,+03:34:22.01,0.002939,2020-07-01 13:10:34.000,HSF
SN 2019ava,07:32:58.880,+58:16:44.04,0.04092,2019-02-08 05:18:48.000,HSF
SN 2020rgz,18:12:01.060,+51:43:28.49,0.0285,2020-08-13 05:17:32.997,HSF
SN 2020yxd,02:09:13.675,+33:02:38.09,0.05,2020-11-03 10:23:31.200,HSF
SN 2020zj,16:01:20.380,+16:40:39.79,0.03157,2020-01-07 12:04:19.000,HSF
SN 2021oat,13:00:08.260,+28:10:13.12,0.02252,2021-05-30 09:40:19.200,HSF
SN 2021vnx,19:03:36.839,-27:24:09.93,0.041,2021-08-08 06:02:52.800,HSF
SN 2021hjc,09:25:33.310,-24:45:53.93,0.05369,2021-03-30 05:32:38.400,HSF
SN 2022P,08:04:46.579,-03:35:13.89,0.058,2022-01-01 10:22:04.800,HSF
SN 2020naj,13:59:39.060,+29:42:36.43,0.05,2020-06-19 05:09:56.736,HSF
SN 2019fdc,16:01:06.643,+49:00:35.08,0.0426,2019-05-13 09:14:49.000,HSF
SN 2021dev,10:50:24.150,+00:55:36.93,0.054224,2021-02-17 07:37:30.999,HSF
SN 2020uzw,01:48:28.926,+12:53:46.12,0.0744,2020-10-06 07:37:55.200,HSF
SN 2019xbg,10:33:08.332,-22:11:21.36,0.08,2019-12-19 12:01:11.000,HSF
SN 2019voo,12:19:42.530,-12:13:32.63,0.01391,2019-11-25 14:42:43.000,HSF
SN 2019vnk,04:00:43.550,-09:00:01.72,0.06,2019-11-25 08:47:02.000,HSF
SN 2021ixf,17:30:25.170,+37:00:39.28,0.041,2021-04-10 09:53:34.996,HSF
SN 2020cpn,07:11:31.288,+58:57:05.68,0.080155,2020-02-15 07:36:28.000,HSF
SN 2021kom,10:24:50.280,+03:33:43.49,0.04505,2021-04-28 08:51:21.600,HSF
SN 2021bpq,10:10:10.153,+06:45:03.39,0.1,2021-02-03 09:17:16.999,HSF
SN 2019klr,01:06:42.200,+49:14:03.93,0.025,2019-07-04 13:53:45.000,HSF
SN 2020zem,01:20:52.284,+04:47:44.07,0.034,2020-11-10 10:59:31.200,HSF
SN 2020mdd,15:51:53.805,+34:04:24.19,0.0488,2020-06-10 09:08:38.400,HSF
SN 2022uax,20:02:39.314,-37:58:12.68,0.03,2022-09-12 02:04:12.864,HSF
SN 2020fxa,15:34:33.040,+37:32:01.79,0.064,2020-04-04 11:00:17.001,HSF
SN 2022ytc,02:20:38.077,+53:21:39.33,0.054,2022-10-24 09:17:16.800,HSF
SN 2021lsr,12:59:05.978,-25:22:34.97,0.04,2021-05-06 06:32:29.996,HSF
SN 2023hjq,13:33:12.759,-16:08:26.06,0.020764,2023-04-30 20:48:50.400,HSF
SN 2021kut,10:31:29.773,+06:14:33.51,0.0313620009,2021-05-01 04:05:46.000,HSF
SN 2020zhh,04:26:19.843,-10:05:56.86,0.04,2020-11-11 11:18:14.400,HSF
SN 2020tjo,23:42:19.759,-14:42:10.52,0.087,2020-09-11 10:01:55.200,HSF
SN 2021ydv,22:53:03.218,-36:47:09.16,0.09,2021-09-06 09:21:36.000,HSF
SN 2021wkv,16:31:34.160,+40:34:05.09,0.027329,2021-08-20 06:38:52.800,HSF
SN 2021iaf,15:11:22.520,+26:47:32.14,0.059,2021-04-03 08:41:15.996,HSF
SN 2021koo,09:29:37.900,-06:56:18.42,0.1,2021-04-28 07:13:26.400,HSF
SN 2021wrt,02:33:40.678,+40:40:02.91,0.081,2021-08-20 13:53:45.600,HSF
SN 2019cth,14:45:47.490,+50:23:48.34,0.013433,2019-04-03 06:24:38.000,HSF
SN 2020kqv,20:49:03.001,-31:43:51.86,0.076,2020-05-20 13:59:31.200,HSF
SN 2019myw,22:12:02.666,+00:03:07.92,0.05677,2019-08-08 11:44:09.000,HSF
SN 2020uwr,23:57:03.513,+17:54:14.49,0.08,2020-10-02 06:06:58.003,HSF
SN 2020ywh,09:54:42.658,+45:33:19.05,0.09,2020-11-03 11:53:09.004,HSF
SN 2021hiz,12:25:41.670,+07:13:42.20,0.003319,2021-03-30 08:36:49.003,HSF
SN 2022av,04:14:24.469,-13:32:34.50,0.06,2022-01-05 08:09:36.000,HSF
SN 2022zff,00:28:36.246,-20:32:07.24,0.061,2022-10-28 05:34:04.800,HSF
SN 2021och,14:44:06.640,+18:00:39.46,0.032,2021-06-01 08:19:42.001,HSF
SN 2020wux,01:23:32.005,-19:10:15.58,0.066,2020-10-15 08:52:48.000,HSF
SN 2020aczg,10:01:06.690,+54:47:22.45,0.03,2020-12-17 13:46:33.600,HSF
SN 2020nxk,15:25:19.044,+21:21:14.78,0.08,2020-07-03 08:19:40.800,HSF
SN 2022aw,23:48:50.824,-04:20:05.22,0.05,2022-01-05 05:12:28.800,HSF
SN 2021qdi,11:34:37.137,+05:18:54.12,0.063096,2021-06-15 06:07:12.000,HSF
SN 2021div,16:56:19.779,+39:16:32.96,0.062128,2021-02-17 11:42:54.000,HSF
SN 2022D,10:55:55.549,+00:25:01.21,0.043,2022-01-01 12:25:55.200,HSF
SN 2021mld,15:20:01.144,+22:53:12.02,0.08,2021-05-15 07:38:29.000,HSF
SN 2019wfc,10:36:14.900,+52:56:50.71,0.046586,2019-12-07 14:51:21.000,HSF
SN 2021absz,18:42:55.884,+25:16:09.38,0.058,2021-10-17 03:18:21.997,HSF
SN 2019bqe,09:59:39.911,+35:23:42.47,0.017,2019-03-07 19:26:10.000,HSF
SN 2020szr,23:09:33.100,+15:39:33.37,0.02581,2020-09-11 11:03:50.400,HSF
SN 2020zfu,01:52:09.108,+42:52:11.41,0.074,2020-11-11 07:18:03.001,HSF
SN 2021usd,18:22:03.336,+36:37:20.39,0.02824,2021-08-02 09:01:26.400,HSF
SN 2022yus,06:33:36.511,-17:52:51.35,0.044,2022-10-27 10:04:57.003,HSF
SN 2021lqy,09:17:28.130,-09:48:47.74,0.058,2021-05-08 06:44:38.400,HSF
SN 2023hka,14:10:58.340,-27:03:41.94,0.021538,2023-04-29 09:04:19.200,HSF
SN 2021wfg,21:40:25.241,+11:44:56.10,0.079,2021-08-17 09:15:50.400,HSF
SN 2020tgi,02:17:31.498,+10:32:50.36,0.08,2020-09-14 12:17:16.800,HSF
SN 2022kjk,14:00:45.570,+31:37:25.72,0.041,2022-05-22 08:35:38.976,HSF
SN 2021abht,07:43:00.690,+31:23:11.00,0.035128,2021-10-11 14:51:21.600,HSF
SN 2022rfj,21:32:41.218,-07:13:25.93,0.085526,2022-08-14 07:59:47.996,HSF
SN 2022yxp,04:56:05.617,+01:49:06.93,0.033,2022-10-28 10:37:29.997,HSF
SN 2020cho,10:43:50.732,+18:39:30.26,0.03023,2020-02-12 07:04:08.000,HSF
SN 2021die,13:22:02.633,+54:41:27.31,0.079359,2021-02-17 08:47:14.997,HSF
SN 2019awc,15:27:30.187,+28:41:57.87,0.071,2019-02-08 12:23:57.000,HSF
SN 2022vrj,01:32:58.709,+18:04:34.12,0.04,2022-09-24 08:57:07.200,HSF
SN 2021acaz,17:52:44.467,+56:55:58.81,0.06,2021-10-23 04:46:33.600,HSF
SN 2019dfx,12:47:16.472,-09:41:13.61,0.04,2019-04-08 07:04:12.000,HSF
SN 2022mq,12:14:32.920,-03:37:59.77,0.076,2022-01-11 15:33:07.200,HSF
SN 2020yav,07:27:59.050,+53:04:06.38,0.039,2020-10-22 13:23:31.200,HSF
SN 2019dpu,13:04:18.440,+33:28:15.78,0.075,2019-04-12 05:28:19.000,HSF
SN 2022ojn,18:03:17.970,+11:01:00.19,0.039,2022-07-06 18:03:31.680,HSF
SN 2021bjy,08:49:33.430,+50:52:03.68,0.027489,2021-01-30 11:32:38.400,HSF
