ra,dec,z,z_err,discdate,mjd,mag,dmag,flux,dflux,zp,filter
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59394.458813,19.353,0.171,66.0,11.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59418.430285,18.997,0.287,92.0,26.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59422.394819,19.174,0.191,78.0,15.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59424.38208,19.156,0.245,79.0,19.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59424.385281,19.011,0.157,90.0,14.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59424.414402,18.654,0.177,125.0,22.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59426.423856,18.604,0.085,131.0,11.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59426.427642,18.695,0.098,121.0,12.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59426.433694,18.926,0.116,98.0,11.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59426.448155,18.775,0.1,112.0,11.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59428.505828,18.65,0.11,126.0,14.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59428.509498,18.768,0.129,113.0,14.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59428.523422,18.986,0.123,92.0,11.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59428.531721,18.728,0.123,117.0,14.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59430.412882,19.304,0.124,69.0,9.0,23.9,c
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59430.416587,19.128,0.096,81.0,8.0,23.9,c
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59430.422129,19.116,0.115,82.0,9.0,23.9,c
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59430.457594,19.199,0.125,76.0,10.0,23.9,c
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59432.498308,18.553,0.091,138.0,12.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59432.502005,18.744,0.111,116.0,13.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59432.509846,18.614,0.116,130.0,15.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59432.545122,18.509,0.097,143.0,14.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59434.43152,18.923,0.09,98.0,9.0,23.9,c
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59434.43476,19.023,0.081,89.0,7.0,23.9,c
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59434.442218,18.973,0.074,94.0,7.0,23.9,c
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59434.452949,18.9,0.079,100.0,8.0,23.9,c
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59436.418777,18.456,0.097,150.0,15.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59436.422014,18.446,0.118,152.0,18.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59436.451067,18.501,0.103,144.0,15.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59436.4584,18.614,0.105,130.0,14.0,23.9,o
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59438.423717,19.036,0.076,88.0,7.0,23.9,c
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59438.427874,19.04,0.126,88.0,11.0,23.9,c
297.4018,42.23985,0.030400,None,2021-07-27 09:23:55.000,59438.457141,19.11,0.093,82.0,8.0,23.9,c
