ra,dec,z,z_err,discdate,mjd,mag,dmag,flux,dflux,zp,filter
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58402.543865,18.545,0.078,139.0,11.0,23.9,c
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58402.555537,18.502,0.078,144.0,11.0,23.9,c
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58402.564807,18.535,0.08,140.0,11.0,23.9,c
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58409.521373,15.964,0.154,1494.0,231.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58409.541458,17.102,0.076,524.0,40.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58410.492389,14.878,0.223,4063.0,904.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58413.418051,17.185,0.063,486.0,31.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58413.43795,17.038,0.057,556.0,32.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58413.448134,17.11,0.069,520.0,36.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58417.493153,17.333,0.062,424.0,26.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58417.502862,17.407,0.066,396.0,26.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58417.504703,17.388,0.092,402.0,37.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58417.512514,17.433,0.076,386.0,29.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58417.514381,15.621,0.719,2049.0,1472.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58417.522185,17.576,0.083,338.0,28.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58417.524049,17.134,0.064,509.0,33.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58423.492115,17.565,0.046,342.0,16.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58423.501927,17.653,0.051,315.0,16.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58423.512183,17.44,0.046,384.0,18.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58423.520059,18.175,0.106,195.0,21.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58423.521935,17.58,0.05,337.0,17.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58424.481994,17.987,0.075,232.0,17.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58424.492032,18.503,0.127,144.0,18.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58424.50202,17.957,0.079,238.0,19.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58424.512119,18.206,0.1,190.0,19.0,23.9,o
39.59504,-11.73895,0.027000,None,2018-10-16 05:45:36.000,58427.474225,17.862,0.065,260.0,17.0,23.9,o
