index,objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,uniquePspsSTid,primaryDetection,bestDetection,gippDetectID,gstackDetectID,gstackImageID,gra,gdec,graErr,gdecErr,gEpoch,gPSFMag,gPSFMagErr,gApMag,gApMagErr,gKronMag,gKronMagErr,ginfoFlag,ginfoFlag2,ginfoFlag3,gnFrames,gxPos,gyPos,gxPosErr,gyPosErr,gpsfMajorFWHM,gpsfMinorFWHM,gpsfTheta,gpsfCore,gpsfLikelihood,gpsfQf,gpsfQfPerfect,gpsfChiSq,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gPSFFluxErr,gApFlux,gApFluxErr,gApFillFac,gApRadius,gKronFlux,gKronFluxErr,gKronRad,gexpTime,gExtNSigma,gsky,gskyErr,gzp,gPlateScale,rippDetectID,rstackDetectID,rstackImageID,rra,rdec,rraErr,rdecErr,rEpoch,rPSFMag,rPSFMagErr,rApMag,rApMagErr,rKronMag,rKronMagErr,rinfoFlag,rinfoFlag2,rinfoFlag3,rnFrames,rxPos,ryPos,rxPosErr,ryPosErr,rpsfMajorFWHM,rpsfMinorFWHM,rpsfTheta,rpsfCore,rpsfLikelihood,rpsfQf,rpsfQfPerfect,rpsfChiSq,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rPSFFluxErr,rApFlux,rApFluxErr,rApFillFac,rApRadius,rKronFlux,rKronFluxErr,rKronRad,rexpTime,rExtNSigma,rsky,rskyErr,rzp,rPlateScale,iippDetectID,istackDetectID,istackImageID,ira,idec,iraErr,idecErr,iEpoch,iPSFMag,iPSFMagErr,iApMag,iApMagErr,iKronMag,iKronMagErr,iinfoFlag,iinfoFlag2,iinfoFlag3,inFrames,ixPos,iyPos,ixPosErr,iyPosErr,ipsfMajorFWHM,ipsfMinorFWHM,ipsfTheta,ipsfCore,ipsfLikelihood,ipsfQf,ipsfQfPerfect,ipsfChiSq,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iPSFFluxErr,iApFlux,iApFluxErr,iApFillFac,iApRadius,iKronFlux,iKronFluxErr,iKronRad,iexpTime,iExtNSigma,isky,iskyErr,izp,iPlateScale,zippDetectID,zstackDetectID,zstackImageID,zra,zdec,zraErr,zdecErr,zEpoch,zPSFMag,zPSFMagErr,zApMag,zApMagErr,zKronMag,zKronMagErr,zinfoFlag,zinfoFlag2,zinfoFlag3,znFrames,zxPos,zyPos,zxPosErr,zyPosErr,zpsfMajorFWHM,zpsfMinorFWHM,zpsfTheta,zpsfCore,zpsfLikelihood,zpsfQf,zpsfQfPerfect,zpsfChiSq,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zPSFFluxErr,zApFlux,zApFluxErr,zApFillFac,zApRadius,zKronFlux,zKronFluxErr,zKronRad,zexpTime,zExtNSigma,zsky,zskyErr,zzp,zPlateScale,yippDetectID,ystackDetectID,ystackImageID,yra,ydec,yraErr,ydecErr,yEpoch,yPSFMag,yPSFMagErr,yApMag,yApMagErr,yKronMag,yKronMagErr,yinfoFlag,yinfoFlag2,yinfoFlag3,ynFrames,yxPos,yyPos,yxPosErr,yyPosErr,ypsfMajorFWHM,ypsfMinorFWHM,ypsfTheta,ypsfCore,ypsfLikelihood,ypsfQf,ypsfQfPerfect,ypsfChiSq,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yPSFFluxErr,yApFlux,yApFluxErr,yApFillFac,yApRadius,yKronFlux,yKronFluxErr,yKronRad,yexpTime,yExtNSigma,ysky,yskyErr,yzp,yPlateScale,distance,SkyMapper_StarClass,g_elong,g_a,g_b,g_pa,r_elong,r_a,r_b,r_pa,i_elong,i_a,i_b,i_pa,z_elong,z_a,z_b,z_pa,NED_name,NED_type,NED_vel,NED_redshift,NED_mag,NED_redshift_flag,g-r,r-i,i-z,z-y,g-rErr,r-iErr,i-zErr,z-yErr,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,hasSimbad,sourceClass
0,101716214,,,,101716214,,,,,,,,,,,,,,0,,,,,211.512432,-31.566706,,,,,,,,,,321.02667,28.66995,,,6,2,2,1,1,1,,1,1,,,,211.5123961,-31.5667093,53,23,,20.1344,0.0294,,,20.0569,0.059,,,,,,,,,,,,,,,,0.2407,,,,,,3126.633,19.56016,,,,,3139.311,222.8653,4.92,,,,,,0.5,,,,211.512423,-31.5666997,53,23,,19.8278,0.0255,,,19.9791,0.161,,,,,,,,,,,,,,,,0.19,,,,,,3286.154,,,,,,2989.888,20.7456,3.98,,,,,,0.5,,,,211.512473,-31.5666961,53,23,,19.4701,0.0221,,,19.5733,0.1418,,,,,,,,,,,,,,,,0.4394,,,,,,,,,,,,2351.094,42.65486,5.82,,,,,,0.5,,,,211.5123992,-31.5667164,53,23,,19.4991,0.077,,,20.0421,0.384,,,,,,,,,,,,,,,,2.287,,,,,,,87.7438,,,,,1248.416,191.2474,5.82,,,,,,0.5,,,,211.512432,-31.566706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,54.57,0.868,1.168,1.979,1.694,-87.14,1.092,1.715,1.57,78.15,1.143,1.121,0.981,46.47,1.001,0.626,0.626,32.94,,,,,,,,,,,,,,,,,,,,,0,1.0
1,101716215,,,,101716215,,,,,,,,,,,,,,0,,,,,211.513732,-31.562506,,,,,,,,,,321.02942,28.673565,,,28,5,5,5,6,1,,1,1,,,,211.5137328,-31.5625172,17,22,,16.0856,0.0108,,,16.0565,0.0144,,,,,,,,,,,,,,,,2.607,,,,,,131042.7,208.3466,,,,,130589.1,450.5533,3.5,,,,,,0.5,,,,211.5137337,-31.5625146,17,22,,15.8289,0.0075,,,15.8216,0.0187,,,,,,,,,,,,,,,,0.7616,,,,,,132307.7,,,,,,129629.2,120.6109,3.5,,,,,,0.5,,,,211.513724,-31.5625091,17,22,,15.6472,0.0048,,,15.6329,0.0192,,,,,,,,,,,,,,,,2.039,,,,,,,,,,,,79838.53,174.4726,3.5,,,,,,0.5,,,,211.5137424,-31.5625108,17,22,,15.6231,0.0047,,,15.6482,0.0188,,,,,,,,,,,,,,,,0.8901,,,,,,,95.14107,,,,,44455.65,388.3008,3.5,,,,,,0.5,,,,211.513732,-31.562506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,43.45,0.984,1.103,3.373,3.058,89.09,1.052,2.802,2.665,85.35,1.047,2.703,2.581,75.5,1.039,2.387,2.297,-73.52,WISEA J140603.29-313344.9,UvS,,,,,,,,,,,,,,,,,,,0,1.0
2,101716216,,,,101716216,,,,,,,,,,,,,,0,,,,,211.514886,-31.559292,,,,,,,,,,321.03168,28.676285,,,30,5,5,5,6,1,,1,1,,,,211.5148862,-31.5592925,18,18,,13.8352,0.0063,,,13.8357,0.008,,,,,,,,,,,,,,,,56.63,,,,,,1026518.0,2578.891,,,,,1021960.0,1049.121,3.5,,,,,,0.5,,,,211.5148927,-31.5592894,18,18,,13.4136,0.0048,,,13.4137,0.0068,,,,,,,,,,,,,,,,362.5,,,,,,1183748.0,,,,,,1177736.0,7330.43,3.5,,,,,,0.5,,,,211.5148795,-31.5592879,18,18,,13.0991,0.0047,,,13.1014,0.009,,,,,,,,,,,,,,,,30.54,,,,,,,,,,,,831332.3,1783.998,3.5,,,,,,0.5,,,,211.5148871,-31.5592931,18,18,,12.9789,0.0044,,,12.9955,0.0051,,,,,,,,,,,,,,,,5.297,,,,,,,600.5372,,,,,504177.0,808.4036,3.5,,,,,,0.5,,,,211.514886,-31.559292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,36.72,1.0,1.105,3.531,3.196,-86.29,1.057,3.004,2.842,-85.18,1.043,3.139,3.01,88.63,1.045,2.924,2.799,-74.98,WISEA J140603.56-313333.5,UvS,,,,,,,,,,,,,,,,,,,0,1.0
5,101716308,,,,101716308,,,,,,,,,,,,,,0,,,,,211.531022,-31.570711,,,,,,,,,,321.04227,28.661022,,,11,3,2,2,4,1,,1,1,,,,211.531063,-31.5707192,25,26,,19.3743,0.007,,,19.3427,0.0553,,,,,,,,,,,,,,,,2.878,,,,,,6202.147,76.32608,,,,,6196.213,211.6711,3.5,,,,,,0.5,,,,211.5310385,-31.5707156,25,26,,18.7857,0.0076,,,18.8333,0.027,,,,,,,,,,,,,,,,0.2069,,,,,,8555.149,,,,,,8094.588,25.61787,3.5,,,,,,0.5,,,,211.5310266,-31.5707095,25,26,,18.4885,0.0115,,,18.6939,0.0709,,,,,,,,,,,,,,,,0.9306,,,,,,,,,,,,5797.585,66.78972,4.05,,,,,,0.5,,,,211.5310318,-31.5707089,25,26,,18.2422,0.0406,,,18.4118,0.0921,,,,,,,,,,,,,,,,0.5251,,,,,,,44.88819,,,,,3697.152,298.2526,4.05,,,,,,0.5,,,,211.531022,-31.570711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,48.85,0.978,1.164,2.522,2.166,87.35,1.14,2.128,1.866,-80.04,1.105,1.831,1.656,-83.92,1.127,1.667,1.479,-56.07,WISEA J140607.44-313414.7,IrS,,,,,,,,,,,,,,,,,,,0,1.0
6,101716309,,,,101716309,,,,,,,,,,,,,,0,,,,,211.534111,-31.569877,,,,,,,,,,321.0454,28.660955,,,21,3,7,5,6,1,,1,1,,,,211.5341095,-31.5698864,24,33,,18.1088,0.0099,,,18.1005,0.0185,,,,,,,,,,,,,,,,0.1918,,,,,,19992.7,27.0559,,,,,19622.18,268.0631,3.5,,,,,,0.5,,,,211.5341114,-31.5698866,24,33,,17.6679,0.012,,,17.6819,0.0205,,,,,,,,,,,,,,,,0.1602,,,,,,24238.34,,,,,,23507.58,29.55615,3.5,,,,,,0.5,,,,211.5340928,-31.569884,24,33,,17.3636,0.0097,,,17.426,0.0239,,,,,,,,,,,,,,,,1.512,,,,,,,,,,,,16118.19,98.15506,3.74,,,,,,0.5,,,,211.5341059,-31.5698891,24,33,,17.2674,0.0082,,,17.3493,0.0464,,,,,,,,,,,,,,,,0.499,,,,,,,49.52151,,,,,9647.617,283.6201,3.74,,,,,,0.5,,,,211.534111,-31.569877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,49.54,0.982,1.13,2.927,2.591,-89.24,1.108,2.362,2.131,-85.77,1.08,2.203,2.04,87.76,1.084,2.001,1.846,-62.86,WISEA J140608.18-313411.6,IrS,,,,,,,,,,,,,,,,,,,0,1.0
7,101716432,,,,101716432,,,,,,,,,,,,,,0,,,,,211.52796,-31.561423,,,,,,,,,,321.0429,28.670654,,,15,2,3,4,6,1,,1,1,,,,211.5279853,-31.5614246,34,30,,18.3368,0.0077,,,18.3053,0.027,,,,,,,,,,,,,,,,1.361,,,,,,16002.27,67.11604,,,,,16055.08,264.5707,3.5,,,,,,0.5,,,,211.5279765,-31.5614322,34,30,,18.0229,0.0126,,,18.005,0.0144,,,,,,,,,,,,,,,,1.597,,,,,,17518.11,,,,,,17575.51,84.75573,3.72,,,,,,0.5,,,,211.5279676,-31.5614303,34,30,,17.8282,0.0113,,,17.8963,0.0475,,,,,,,,,,,,,,,,2.328,,,,,,,,,,,,10555.05,113.5577,3.97,,,,,,0.5,,,,211.5279985,-31.5614378,34,30,,17.7486,0.0109,,,17.7608,0.0793,,,,,,,,,,,,,,,,1.144,,,,,,,70.37874,,,,,6360.594,266.4156,3.97,,,,,,0.5,,,,211.52796,-31.561423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,14.12,0.981,1.105,2.89,2.614,-73.98,1.102,2.37,2.151,-72.65,1.013,1.976,1.951,58.45,1.124,1.933,1.719,-80.89,,,,,,,,,,,,,,,,,,,,,0,1.0
9,101716434,,,,101716434,,,,,,,,,,,,,,0,,,,,211.533781,-31.55886,,,,,,,,,,321.0492,28.671467,,,22,3,6,6,7,1,,1,1,,,,211.5337829,-31.5588558,22,23,,17.9029,0.0113,,,17.903,0.0113,,,,,,,,,,,,,,,,1.65,,,,,,24276.46,84.25342,,,,,23491.91,279.1598,3.5,,,,,,0.5,,,,211.5337857,-31.558857,22,23,,17.0012,0.0107,,,17.0248,0.0078,,,,,,,,,,,,,,,,0.04047,,,,,,44671.51,,,,,,43393.86,18.24615,3.5,,,,,,0.5,,,,211.5337692,-31.5588573,22,23,,16.2129,0.0108,,,16.2221,0.0123,,,,,,,,,,,,,,,,4.044,,,,,,,,,,,,47882.07,208.4968,3.5,,,,,,0.5,,,,211.5337721,-31.5588646,22,23,,15.8946,0.0046,,,15.9403,0.0102,,,,,,,,,,,,,,,,2.24,,,,,,,139.2721,,,,,35107.21,356.9481,3.5,,,,,,0.5,,,,211.533781,-31.55886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,22.15,0.983,1.149,2.998,2.61,-83.68,1.071,2.509,2.342,-83.72,1.022,2.479,2.426,59.39,1.094,2.304,2.105,-79.1,WISEA J140608.09-313331.9,IrS,,,,,,,,,,,,,,,,,,,0,1.0
11,101716436,,,,101716436,,,,,,,,,,,,,,0,,,,,211.539534,-31.551586,,,,,,,,,,321.0572,28.676754,,,21,2,6,6,7,1,,1,1,,,,211.5395428,-31.5515881,22,25,,18.2468,0.0074,,,18.2782,0.0191,,,,,,,,,,,,,,,,0.747,,,,,,17865.74,51.58426,,,,,17082.74,262.7341,3.5,,,,,,0.5,,,,211.5395562,-31.5515855,22,25,,17.5481,0.0125,,,17.5657,0.0124,,,,,,,,,,,,,,,,0.1435,,,,,,27211.7,,,,,,26296.92,28.97241,3.5,,,,,,0.5,,,,211.5395311,-31.5515966,22,25,,17.0998,0.0131,,,17.1223,0.0183,,,,,,,,,,,,,,,,0.3676,,,,,,,,,,,,21538.02,51.41639,3.5,,,,,,0.5,,,,211.5395388,-31.5515881,22,25,,16.9277,0.0138,,,16.9392,0.0226,,,,,,,,,,,,,,,,0.3524,,,,,,,44.12086,,,,,13387.72,307.2396,3.5,,,,,,0.5,,,,211.539534,-31.551586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,45.02,0.984,1.156,2.908,2.516,-86.49,1.087,2.416,2.222,-88.63,1.067,2.342,2.195,75.65,1.045,2.073,1.983,87.16,WISEA J140609.48-313305.7,IrS,,,,,,,,,,,,,,,,,,,0,1.0
12,101716437,,,,101716437,,,,,,,,,,,,,,0,,,,,211.524164,-31.551604,,,,,,,,,,321.04306,28.68099,,,2,0,2,0,0,1,,1,1,,,,,,45,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,211.5241534,-31.551602,45,36,,20.4309,0.0345,,,20.4769,0.0934,,,,,,,,,,,,,,,,0.2735,,,,,,1925.076,,,,,,1584.509,23.56652,3.5,,,,,,0.5,,,,,,45,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,45,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,211.524164,-31.551604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,23.11,0.685,,,,,1.132,1.394,1.231,77.29,,,,,,,,,WISEA J140605.85-313306.5,IrS,,,,,,,,,,,,,,,,,,,0,1.0
13,101716438,,,,101716438,,,,,,,,,,,,,,0,,,,,211.532449,-31.546904,,,,,,,,,,321.0524,28.683144,,,13,3,3,3,4,1,,1,1,,,,211.5324489,-31.5468979,21,26,,18.9033,0.0243,,,18.89,0.0243,,,,,,,,,,,,,,,,2.547,,,,,,9991.725,80.51522,,,,,9423.258,229.8851,3.5,,,,,,0.5,,,,211.5324741,-31.5468982,21,26,,18.4515,0.0108,,,18.4976,0.0197,,,,,,,,,,,,,,,,0.4726,,,,,,11579.58,,,,,,10803.31,41.1116,3.5,,,,,,0.5,,,,211.5324536,-31.5468822,21,26,,18.1324,0.0368,,,18.147,0.0486,,,,,,,,,,,,,,,,0.2434,,,,,,,,,,,,8221.024,35.43453,3.5,,,,,,0.5,,,,211.5324372,-31.5469174,21,26,,18.0252,0.0139,,,18.0892,0.0418,,,,,,,,,,,,,,,,0.2323,,,,,,,30.56278,,,,,4783.273,289.5655,3.5,,,,,,0.5,,,,211.532449,-31.546904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,42.52,0.979,1.153,2.675,2.32,83.66,1.103,2.161,1.96,-80.55,1.077,1.969,1.827,-80.26,1.063,1.688,1.587,-72.87,WISEA J140607.81-313248.8,IrS,,,,,,,,,,,,,,,,,,,0,1.0
