index,objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,uniquePspsSTid,primaryDetection,bestDetection,gippDetectID,gstackDetectID,gstackImageID,gra,gdec,graErr,gdecErr,gEpoch,gPSFMag,gPSFMagErr,gApMag,gApMagErr,gKronMag,gKronMagErr,ginfoFlag,ginfoFlag2,ginfoFlag3,gnFrames,gxPos,gyPos,gxPosErr,gyPosErr,gpsfMajorFWHM,gpsfMinorFWHM,gpsfTheta,gpsfCore,gpsfLikelihood,gpsfQf,gpsfQfPerfect,gpsfChiSq,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gPSFFluxErr,gApFlux,gApFluxErr,gApFillFac,gApRadius,gKronFlux,gKronFluxErr,gKronRad,gexpTime,gExtNSigma,gsky,gskyErr,gzp,gPlateScale,rippDetectID,rstackDetectID,rstackImageID,rra,rdec,rraErr,rdecErr,rEpoch,rPSFMag,rPSFMagErr,rApMag,rApMagErr,rKronMag,rKronMagErr,rinfoFlag,rinfoFlag2,rinfoFlag3,rnFrames,rxPos,ryPos,rxPosErr,ryPosErr,rpsfMajorFWHM,rpsfMinorFWHM,rpsfTheta,rpsfCore,rpsfLikelihood,rpsfQf,rpsfQfPerfect,rpsfChiSq,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rPSFFluxErr,rApFlux,rApFluxErr,rApFillFac,rApRadius,rKronFlux,rKronFluxErr,rKronRad,rexpTime,rExtNSigma,rsky,rskyErr,rzp,rPlateScale,iippDetectID,istackDetectID,istackImageID,ira,idec,iraErr,idecErr,iEpoch,iPSFMag,iPSFMagErr,iApMag,iApMagErr,iKronMag,iKronMagErr,iinfoFlag,iinfoFlag2,iinfoFlag3,inFrames,ixPos,iyPos,ixPosErr,iyPosErr,ipsfMajorFWHM,ipsfMinorFWHM,ipsfTheta,ipsfCore,ipsfLikelihood,ipsfQf,ipsfQfPerfect,ipsfChiSq,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iPSFFluxErr,iApFlux,iApFluxErr,iApFillFac,iApRadius,iKronFlux,iKronFluxErr,iKronRad,iexpTime,iExtNSigma,isky,iskyErr,izp,iPlateScale,zippDetectID,zstackDetectID,zstackImageID,zra,zdec,zraErr,zdecErr,zEpoch,zPSFMag,zPSFMagErr,zApMag,zApMagErr,zKronMag,zKronMagErr,zinfoFlag,zinfoFlag2,zinfoFlag3,znFrames,zxPos,zyPos,zxPosErr,zyPosErr,zpsfMajorFWHM,zpsfMinorFWHM,zpsfTheta,zpsfCore,zpsfLikelihood,zpsfQf,zpsfQfPerfect,zpsfChiSq,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zPSFFluxErr,zApFlux,zApFluxErr,zApFillFac,zApRadius,zKronFlux,zKronFluxErr,zKronRad,zexpTime,zExtNSigma,zsky,zskyErr,zzp,zPlateScale,yippDetectID,ystackDetectID,ystackImageID,yra,ydec,yraErr,ydecErr,yEpoch,yPSFMag,yPSFMagErr,yApMag,yApMagErr,yKronMag,yKronMagErr,yinfoFlag,yinfoFlag2,yinfoFlag3,ynFrames,yxPos,yyPos,yxPosErr,yyPosErr,ypsfMajorFWHM,ypsfMinorFWHM,ypsfTheta,ypsfCore,ypsfLikelihood,ypsfQf,ypsfQfPerfect,ypsfChiSq,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yPSFFluxErr,yApFlux,yApFluxErr,yApFillFac,yApRadius,yKronFlux,yKronFluxErr,yKronRad,yexpTime,yExtNSigma,ysky,yskyErr,yzp,yPlateScale,distance,SkyMapper_StarClass,g_elong,g_a,g_b,g_pa,r_elong,r_a,r_b,r_pa,i_elong,i_a,i_b,i_pa,z_elong,z_a,z_b,z_pa,NED_name,NED_type,NED_vel,NED_redshift,NED_mag,NED_redshift_flag,g-r,r-i,i-z,z-y,g-rErr,r-iErr,i-zErr,z-yErr,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,hasSimbad,sourceClass
0,100632806,,,,100632806,,,,,,,,,,,,,,0,,,,,215.10489,-33.357792,,,,,,,,,,323.5177,25.932215,,,6,1,2,2,1,1,,1,1,,,,215.1050064,-33.3578195,45,22,,19.1436,0.0142,,,19.1831,0.0712,,,,,,,,,,,,,,,,1.197,,,,,,10188.2,52.59714,,,,,10215.88,340.0219,4.01,,,,,,0.5,,,,215.1049665,-33.3578098,45,22,,18.8684,0.1869,,,18.8895,0.0661,,,,,,,,,,,,,,,,0.9006,,,,,,9865.319,,,,,,10230.69,50.41468,4.1,,,,,,0.5,,,,215.1048723,-33.3578142,45,22,,18.6446,0.0152,,,18.6508,0.1698,,,,,,,,,,,,,,,,1.203,,,,,,,,,,,,5028.899,70.14598,5.61,,,,,,0.5,,,,215.1049173,-33.3577877,45,22,,18.6309,0.0208,,,18.5414,0.1765,,,,,,,,,,,,,,,,0.6045,,,,,,,43.16754,,,,,2577.481,274.8015,5.61,,,,,,0.5,,,,215.10489,-33.357792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,145.59,0.801,1.079,3.273,3.033,-77.78,1.081,3.081,2.849,-75.25,1.041,1.805,1.734,82.18,1.04,1.156,1.111,87.61,WISEA J142025.19-332128.3,IrS,,,,,,,,,,,,,,,,,,,0,1.0
1,100634270,,,,100634270,,,,,,,,,,,,,,0,,,,,215.09677,-33.348271,,,,,,,,,,323.51468,25.943584,,,7,2,1,2,2,1,,1,1,,,,215.0968282,-33.3482986,34,44,,20.0835,0.0472,,,20.4222,0.1261,,,,,,,,,,,,,,,,0.3717,,,,,,3181.368,26.51091,,,,,3267.781,271.7373,5.92,,,,,,0.5,,,,215.0967617,-33.3482495,34,44,,19.3025,0.0195,,,19.3997,0.1114,,,,,,,,,,,,,,,,3.828,,,,,,6808.968,,,,,,6710.456,104.9951,4.21,,,,,,0.5,,,,215.0968455,-33.3482166,34,44,,18.7538,0.0108,,,18.9292,0.082,,,,,,,,,,,,,,,,1.688,,,,,,,,,,,,4572.576,82.49363,4.37,,,,,,0.5,,,,215.0968477,-33.3482844,34,44,,18.5133,0.0519,,,18.7201,0.1846,,,,,,,,,,,,,,,,2.387,,,,,,,88.46971,,,,,2816.463,184.5915,4.37,,,,,,0.5,,,,215.09677,-33.348271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,143.87,0.571,1.199,1.758,1.467,-65.43,1.182,2.535,2.144,-81.13,1.072,1.584,1.477,50.08,1.182,1.44,1.218,-59.0,WISEA J142023.22-332053.5,IrS,,,,,,,,,,,,,,,,,,,0,1.0
3,100634277,,,,100634277,,,,,,,,,,,,,,0,,,,,215.109607,-33.336322,,,,,,,,,,323.53073,25.950645,,,21,4,6,6,5,1,,1,1,,,,215.1096032,-33.3363282,42,20,,18.1131,0.0065,,,18.023,0.0343,,,,,,,,,,,,,,,,1.836,,,,,,25770.9,82.92101,,,,,26731.39,381.8057,3.5,,,,,,0.5,,,,215.1095884,-33.3363081,42,20,,17.3544,0.0092,,,17.2607,0.026,,,,,,,,,,,,,,,,3.805,,,,,,41632.69,,,,,,43864.21,148.1179,3.53,,,,,,0.5,,,,215.109609,-33.3363225,42,20,,16.8634,0.0211,,,16.8168,0.0296,,,,,,,,,,,,,,,,0.5004,,,,,,,,,,,,28831.46,61.98304,3.75,,,,,,0.5,,,,215.109657,-33.3363343,42,20,,16.6695,0.0085,,,16.7103,0.0205,,,,,,,,,,,,,,,,0.4444,,,,,,,48.90718,,,,,17012.4,360.3289,3.75,,,,,,0.5,,,,215.109607,-33.336322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,91.01,0.928,1.15,4.11,3.575,-76.29,1.154,4.36,3.778,-68.59,1.175,3.01,2.561,87.83,1.173,2.509,2.139,-76.37,2MASS J14202631-3320109,IrS,,,,,,,,,,,,,,,,,,,0,1.0
4,100634278,,,,100634278,,,,,,,,,,,,,,0,,,,,215.100218,-33.328198,,,,,,,,,,323.52603,25.961117,,,17,3,4,5,5,1,,1,1,,,,215.1002435,-33.3282508,72,30,,17.9776,0.0084,,,17.9285,0.0316,,,,,,,,,,,,,,,,6.613,,,,,,22643.26,163.7957,,,,,23312.27,371.2238,3.68,,,,,,0.5,,,,215.1002511,-33.3282275,72,30,,17.6661,0.0203,,,17.6115,0.0302,,,,,,,,,,,,,,,,8.861,,,,,,25849.17,,,,,,26504.36,227.8943,3.5,,,,,,0.5,,,,215.1001889,-33.3281947,72,30,,17.401,0.0108,,,17.3366,0.0413,,,,,,,,,,,,,,,,3.364,,,,,,,,,,,,15933.57,136.9986,3.5,,,,,,0.5,,,,215.1002344,-33.3281715,72,30,,17.3455,0.0248,,,17.3402,0.0378,,,,,,,,,,,,,,,,6.345,,,,,,,165.1409,,,,,9343.808,357.9488,3.5,,,,,,0.5,,,,215.100218,-33.328198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,114.95,0.982,1.092,3.451,3.16,-73.28,1.108,3.007,2.713,-58.8,1.038,2.636,2.539,-55.62,1.16,2.291,1.975,-41.73,WISEA J142024.03-331940.9,IrS,,,,,,,,,,,,,,,,,,,0,1.0
5,100634303,,,,100634303,,,,,,,,,,,,,,0,,,,,215.093238,-33.315312,,,,,,,,,,323.52536,25.975248,,,4,0,1,2,1,1,,1,1,,,,,,126,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,215.0931785,-33.3153111,126,54,,17.9704,0.0345,,,17.9126,0.2147,,,,,,,,,,,,,,,,2.055,,,,,,1162.756,,,,,,1433.608,35.30912,7.22,,,,,,0.5,,,,215.0932629,-33.3152906,126,54,,17.608,0.0765,,,17.1579,0.3454,,,,,,,,,,,,,,,,1.295,,,,,,,,,,,,1428.378,33.44658,6.67,,,,,,0.5,,,,215.0932976,-33.315339,126,54,,17.746,0.0362,,,18.264,0.127,,,,,,,,,,,,,,,,1.556,,,,,,,42.61422,,,,,1330.693,186.622,6.67,,,,,,0.5,,,,215.093238,-33.315312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,144.15,0.588,,,,,1.178,1.639,1.391,57.2,1.155,1.727,1.495,-89.65,1.271,1.319,1.037,75.85,2MASS J14202241-3318551,IrS,,,,,,,,,,,,,,,,,,,0,1.0
6,100634304,,,,100634304,,,,,,,,,,,,,,0,,,,,215.095291,-33.328653,,,,,,,,,,323.52158,25.962236,,,16,4,3,5,4,1,,1,1,,,,215.0952938,-33.3286462,41,31,,17.9356,0.0067,,,17.9596,0.0286,,,,,,,,,,,,,,,,2.717,,,,,,23588.1,105.9737,,,,,22191.14,343.3892,3.5,,,,,,0.5,,,,215.0953221,-33.3286579,41,31,,17.6024,0.0074,,,17.6226,0.0226,,,,,,,,,,,,,,,,0.578,,,,,,27398.05,,,,,,27310.49,59.32208,3.5,,,,,,0.5,,,,215.0952731,-33.3286457,41,31,,17.3752,0.0158,,,17.3804,0.0341,,,,,,,,,,,,,,,,0.7909,,,,,,,,,,,,16105.61,66.16475,3.5,,,,,,0.5,,,,215.09532,-33.3286175,41,31,,17.3551,0.021,,,17.4309,0.0344,,,,,,,,,,,,,,,,1.165,,,,,,,70.20721,,,,,8879.068,282.5191,3.5,,,,,,0.5,,,,215.095291,-33.328653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,129.76,0.982,1.112,3.353,3.016,-82.49,1.059,2.919,2.758,-76.17,1.029,2.582,2.509,87.84,1.114,2.116,1.9,-65.51,WISEA J142022.84-331943.3,IrS,,,,,,,,,,,,,,,,,,,0,1.0
7,100634305,,,,100634305,,,,,,,,,,,,,,0,,,,,215.105168,-33.325151,,,,,,,,,,323.53156,25.96239,,,16,2,6,4,4,1,,1,1,,,,215.1051923,-33.3251827,50,30,,18.8374,0.0402,,,18.9679,0.0399,,,,,,,,,,,,,,,,1.098,,,,,,13016.34,53.32934,,,,,12098.98,309.9391,3.5,,,,,,0.5,,,,215.1052104,-33.3251578,50,30,,18.188,0.0134,,,18.2538,0.0395,,,,,,,,,,,,,,,,2.871,,,,,,15510.12,,,,,,14556.26,113.0759,3.5,,,,,,0.5,,,,215.1051682,-33.3251455,50,30,,17.7207,0.0267,,,17.7541,0.0353,,,,,,,,,,,,,,,,1.743,,,,,,,,,,,,12159.75,94.29431,3.5,,,,,,0.5,,,,215.1052062,-33.3251556,50,30,,17.5767,0.0084,,,17.6215,0.0623,,,,,,,,,,,,,,,,0.6327,,,,,,,50.27309,,,,,7484.418,325.3965,3.5,,,,,,0.5,,,,215.105168,-33.325151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,100.83,0.98,1.068,3.337,3.126,-81.31,1.071,2.69,2.512,-64.16,1.038,2.371,2.283,82.31,1.167,2.093,1.794,-78.6,WISEA J142025.22-331930.5,IrS,,,,,,,,,,,,,,,,,,,0,1.0
8,100634306,,,,100634306,,,,,,,,,,,,,,0,,,,,215.105219,-33.319998,,,,,,,,,,323.53375,25.967154,,,22,5,6,5,5,1,,1,1,,,,215.1052446,-33.320024,29,24,,17.3128,0.0057,,,17.2951,0.0204,,,,,,,,,,,,,,,,1.812,,,,,,53701.09,106.3582,,,,,54236.12,431.7095,3.5,,,,,,0.5,,,,215.1052287,-33.3199983,29,24,,16.9753,0.0082,,,16.9664,0.0165,,,,,,,,,,,,,,,,0.9416,,,,,,48251.65,,,,,,48117.91,89.86998,3.5,,,,,,0.5,,,,215.1051906,-33.3200113,29,24,,16.733,0.0171,,,16.7529,0.0215,,,,,,,,,,,,,,,,0.475,,,,,,,,,,,,29526.27,58.96055,3.5,,,,,,0.5,,,,215.105231,-33.3199893,29,24,,16.665,0.0143,,,16.6787,0.0323,,,,,,,,,,,,,,,,0.1802,,,,,,,31.04796,,,,,16747.97,329.4997,3.5,,,,,,0.5,,,,215.105219,-33.319998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,104.62,0.983,1.081,4.228,3.909,-77.95,1.045,3.079,2.947,-58.48,1.054,2.875,2.729,54.34,1.139,2.434,2.136,-70.02,WISEA J142025.25-331912.1,IrS,,,,,,,,,,,,,,,,,,,0,1.0
9,100634307,,,,100634307,,,,,,,,,,,,,,0,,,,,215.102038,-33.315405,,,,,,,,,,323.53293,25.972408,,,30,3,6,6,5,1,,1,1,,,,215.1021714,-33.3153734,26,38,,14.9865,0.01,,,14.9788,0.013,,,,,,,,,,,,,,,,163.7,,,,,,446737.2,2579.676,,,,,457386.6,767.89,3.5,,,,,,0.5,,,,215.1020671,-33.3153307,26,38,,14.6582,0.008,,,14.6376,0.015,,,,,,,,,,,,,,,,33.2,,,,,,499298.8,,,,,,526827.1,1225.235,3.5,,,,,,0.5,,,,215.1020022,-33.3153517,26,38,,14.4774,0.0045,,,14.4506,0.0184,,,,,,,,,,,,,,,,6.972,,,,,,,,,,,,235254.2,455.7696,3.5,,,,,,0.5,,,,215.1020589,-33.3154075,26,38,,14.4329,0.005,,,14.4414,0.0173,,,,,,,,,,,,,,,,0.65,,,,,,,113.2013,,,,,133707.7,529.2972,3.5,,,,,,0.5,,,,215.102038,-33.315405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,119.38,0.984,1.208,4.922,4.073,-12.21,1.181,5.367,4.544,-24.58,1.235,4.245,3.436,-18.98,1.072,3.004,2.803,-80.86,WISEA J142024.48-331855.4,UvS,,,,,,,,,,,,,,,,,,,0,1.0
11,100634309,,,,100634309,,,,,,,,,,,,,,0,,,,,215.098798,-33.312289,,,,,,,,,,323.53143,25.97631,,,8,2,2,2,2,1,,1,1,,,,215.0988235,-33.3122968,27,32,,18.4907,0.1319,,,18.5335,0.1123,,,,,,,,,,,,,,,,0.1834,,,,,,13129.14,23.58792,,,,,13127.32,322.4261,3.5,,,,,,0.5,,,,215.0988157,-33.3122761,27,32,,18.344,0.0094,,,18.3786,0.042,,,,,,,,,,,,,,,,0.287,,,,,,13823.96,,,,,,13481.18,35.19041,3.5,,,,,,0.5,,,,215.098776,-33.3122912,27,32,,18.2524,0.0198,,,18.3669,0.071,,,,,,,,,,,,,,,,1.103,,,,,,,,,,,,7165.565,69.98301,4.13,,,,,,0.5,,,,215.0987832,-33.3122722,27,32,,18.1659,0.015,,,18.3297,0.0964,,,,,,,,,,,,,,,,1.426,,,,,,,70.93931,,,,,4330.273,290.6331,4.13,,,,,,0.5,,,,215.098798,-33.312289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,132.94,0.978,1.168,3.344,2.864,-78.17,1.086,2.692,2.48,-71.51,1.077,2.151,1.998,82.09,1.139,1.908,1.675,80.97,,,,,,,,,,,,,,,,,,,,,0,1.0
