# Combination of '2022zsp' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
c, 23.9, 76.407, 32.51907, 59885.483821, 20.298, 0.323, 28.0, 9.0, ATLAS
c, 23.9, 76.407, 32.51907, 59885.486984, 20.198, 0.391, 30.0, 12.0, ATLAS
c, 23.9, 76.407, 32.51907, 59885.492066, 19.951, 0.256, 38.0, 10.0, ATLAS
o, 23.9, 76.407, 32.51907, 59886.457298, 19.562, 0.337, 54.0, 18.0, ATLAS
o, 23.9, 76.407, 32.51907, 59886.459107, 19.426, 0.248, 62.0, 15.0, ATLAS
o, 23.9, 76.407, 32.51907, 59886.47129, 19.374, 0.224, 65.0, 14.0, ATLAS
o, 23.9, 76.407, 32.51907, 59889.6084, 19.178, 0.222, 77.0, 17.0, ATLAS
o, 23.9, 76.407, 32.51907, 59890.504711, 18.826, 0.245, 107.0, 26.0, ATLAS
o, 23.9, 76.407, 32.51907, 59891.435859, 19.285, 0.226, 70.0, 16.0, ATLAS
o, 23.9, 76.407, 32.51907, 59902.496413, 18.742, 0.352, 116.0, 41.0, ATLAS
o, 23.9, 76.407, 32.51907, 59902.502753, 18.846, 0.316, 105.0, 33.0, ATLAS
o, 23.9, 76.407, 32.51907, 59902.538143, 18.84, 0.338, 106.0, 36.0, ATLAS
c, 23.9, 76.407, 32.51907, 59903.491134, 19.334, 0.286, 67.0, 19.0, ATLAS
c, 23.9, 76.407, 32.51907, 59903.502115, 19.895, 0.253, 40.0, 10.0, ATLAS
c, 23.9, 76.407, 32.51907, 59903.505351, 19.75, 0.235, 46.0, 11.0, ATLAS
c, 23.9, 76.407, 32.51907, 59904.505085, 19.744, 0.193, 46.0, 9.0, ATLAS
c, 23.9, 76.407, 32.51907, 59904.508323, 19.676, 0.207, 49.0, 10.0, ATLAS
c, 23.9, 76.407, 32.51907, 59907.474682, 20.5, 0.461, 23.0, 11.0, ATLAS
c, 23.9, 76.407, 32.51907, 59907.477504, 20.635, 0.39, 20.0, 8.0, ATLAS
c, 23.9, 76.407, 32.51907, 59907.483131, 20.089, 0.286, 33.0, 10.0, ATLAS
c, 23.9, 76.407, 32.51907, 59907.494216, 19.97, 0.217, 37.0, 8.0, ATLAS
c, 23.9, 76.407, 32.51907, 59908.423637, 20.021, 0.262, 36.0, 9.0, ATLAS
c, 23.9, 76.407, 32.51907, 59908.425491, 19.896, 0.238, 40.0, 10.0, ATLAS
c, 23.9, 76.407, 32.51907, 59908.447517, 19.963, 0.278, 38.0, 10.0, ATLAS
c, 23.9, 76.407, 32.51907, 59908.452817, 19.826, 0.221, 43.0, 9.0, ATLAS
o, 23.9, 76.407, 32.51907, 59913.442892, 20.775, 0.789, 18.0, 14.0, ATLAS
o, 23.9, 76.407, 32.51907, 59914.456917, 19.53, 0.228, 56.0, 13.0, ATLAS
o, 23.9, 76.407, 32.51907, 59914.460103, 19.905, 0.26, 40.0, 10.0, ATLAS
o, 23.9, 76.407, 32.51907, 59914.479046, 19.992, 0.327, 37.0, 12.0, ATLAS
o, 23.9, 76.407, 32.51907, 59917.386287, 20.33, 0.856, 27.0, 23.0, ATLAS
o, 23.9, 76.407, 32.51907, 59917.388548, 19.921, 0.525, 39.0, 20.0, ATLAS
o, 23.9, 76.407, 32.51907, 59917.391717, 19.455, 0.315, 60.0, 19.0, ATLAS
o, 23.9, 76.407, 32.51907, 59926.464929, 20.099, 0.662, 33.0, 22.0, ATLAS
o, 23.9, 76.407, 32.51907, 59926.471288, 19.937, 0.454, 38.0, 18.0, ATLAS
o, 23.9, 76.407, 32.51907, 59926.482213, 20.427, 0.639, 24.0, 16.0, ATLAS
c, 23.9, 76.407, 32.51907, 59927.346051, 20.362, 0.388, 26.0, 10.0, ATLAS
c, 23.9, 76.407, 32.51907, 59927.356619, 20.241, 0.418, 29.0, 12.0, ATLAS
o, 23.9, 76.407, 32.51907, 59958.336934, 20.917, 0.879, 16.0, 14.0, ATLAS
o, 23.9, 76.407, 32.51907, 59958.377615, 20.138, 0.505, 32.0, 16.0, ATLAS
o, 23.9, 76.407, 32.51907, 59966.323326, 20.442, 0.456, 24.0, 11.0, ATLAS
o, 23.9, 76.407, 32.51907, 59985.045041, 19.914, 0.511, 39.0, 20.0, ATLAS
