# Combination of '2020abpe' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 24.10233, 22.0498, 59093.463672, 20.413, 0.837, 25.0, 21.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59093.468808, 20.262, 0.629, 28.0, 18.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59095.45963, 20.024, 0.696, 36.0, 25.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59095.464724, 19.279, 0.377, 70.0, 27.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59105.488508, 20.585, 0.528, 21.0, 11.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59105.502261, 21.04, 0.561, 14.0, 8.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59109.450929, 21.005, 0.612, 14.0, 9.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59109.461867, 20.876, 0.595, 16.0, 10.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59111.455988, 20.445, 0.638, 24.0, 15.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59113.562455, 19.322, 0.498, 68.0, 34.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59115.539327, 21.124, 0.817, 13.0, 10.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59117.44036, 20.329, 0.331, 27.0, 9.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59119.415319, 20.319, 0.831, 27.0, 22.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59119.423024, 20.464, 0.978, 24.0, 23.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59121.446375, 20.918, 0.901, 16.0, 14.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59121.452825, 20.233, 0.496, 29.0, 14.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59137.464129, 20.984, 0.668, 15.0, 10.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59143.368029, 21.0, 0.74, 14.0, 11.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59147.418411, 20.854, 0.911, 16.0, 15.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59147.425238, 20.738, 0.637, 18.0, 12.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59157.420058, 20.484, 0.552, 23.0, 13.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59163.398695, 21.424, 0.808, 10.0, 8.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59183.410076, 19.744, 0.98, 46.0, 45.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59185.417992, 20.079, 0.528, 34.0, 18.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59185.434134, 19.256, 0.246, 72.0, 18.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59187.410589, 19.383, 0.272, 64.0, 18.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59187.420228, 19.888, 0.353, 40.0, 14.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59187.431685, 19.484, 0.282, 58.0, 16.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59199.359337, 19.241, 0.472, 73.0, 34.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59199.362551, 19.515, 0.345, 57.0, 20.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59217.315498, 19.991, 0.297, 37.0, 11.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59217.326582, 19.924, 0.299, 39.0, 12.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59219.300302, 20.737, 0.56, 18.0, 10.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59219.303517, 20.512, 0.351, 23.0, 8.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59219.319666, 20.254, 0.372, 29.0, 11.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59221.249742, 21.624, 0.885, 8.0, 7.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59223.235379, 20.891, 0.663, 16.0, 11.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59223.23858, 20.467, 0.476, 24.0, 11.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59235.302311, 19.447, 0.356, 60.0, 22.0, ATLAS
o, 23.9, 24.10233, 22.0498, 59243.2761, 20.146, 0.842, 32.0, 27.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59251.265703, 20.581, 0.549, 21.0, 12.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59251.268902, 20.379, 0.513, 26.0, 13.0, ATLAS
c, 23.9, 24.10233, 22.0498, 59251.284526, 20.919, 0.783, 16.0, 12.0, ATLAS
