# Combination of '2022omn' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 341.863, -25.66482, 59688.136065, 20.1, 0.747, 33.0, 25.0, ATLAS
o, 23.9, 341.863, -25.66482, 59690.393965, 19.589, 0.42, 53.0, 22.0, ATLAS
o, 23.9, 341.863, -25.66482, 59698.417071, 20.263, 0.643, 28.0, 18.0, ATLAS
o, 23.9, 341.863, -25.66482, 59706.400925, 20.473, 0.711, 24.0, 17.0, ATLAS
o, 23.9, 341.863, -25.66482, 59717.358171, 19.917, 0.534, 39.0, 21.0, ATLAS
o, 23.9, 341.863, -25.66482, 59723.12073, 20.208, 0.799, 30.0, 24.0, ATLAS
o, 23.9, 341.863, -25.66482, 59724.159415, 20.891, 0.8, 16.0, 13.0, ATLAS
o, 23.9, 341.863, -25.66482, 59724.16894, 20.912, 0.908, 16.0, 14.0, ATLAS
o, 23.9, 341.863, -25.66482, 59726.41514, 21.111, 0.781, 13.0, 10.0, ATLAS
o, 23.9, 341.863, -25.66482, 59731.116615, 20.836, 0.778, 17.0, 13.0, ATLAS
o, 23.9, 341.863, -25.66482, 59731.121813, 20.75, 0.589, 18.0, 11.0, ATLAS
o, 23.9, 341.863, -25.66482, 59731.132445, 20.887, 0.763, 16.0, 12.0, ATLAS
o, 23.9, 341.863, -25.66482, 59743.146757, 17.015, 0.853, 568.0, 484.0, ATLAS
o, 23.9, 341.863, -25.66482, 59745.392905, 19.811, 0.481, 43.0, 21.0, ATLAS
o, 23.9, 341.863, -25.66482, 59745.396631, 19.702, 0.436, 48.0, 21.0, ATLAS
o, 23.9, 341.863, -25.66482, 59781.295371, 19.197, 0.211, 76.0, 16.0, ATLAS
o, 23.9, 341.863, -25.66482, 59781.301248, 19.371, 0.205, 65.0, 13.0, ATLAS
o, 23.9, 341.863, -25.66482, 59785.310019, 19.091, 0.293, 84.0, 25.0, ATLAS
o, 23.9, 341.863, -25.66482, 59785.319667, 19.443, 0.356, 61.0, 22.0, ATLAS
o, 23.9, 341.863, -25.66482, 59786.274701, 19.602, 0.209, 52.0, 11.0, ATLAS
