# Combination of '2023sps' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 356.06338, -23.52914, 60157.97034, 19.705, 0.81, 48.0, 39.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60157.984055, 19.458, 0.653, 60.0, 39.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60162.001869, 19.357, 0.779, 66.0, 51.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60168.002707, 20.339, 0.494, 27.0, 13.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60168.007772, 20.103, 0.544, 33.0, 18.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60168.032886, 19.792, 0.323, 44.0, 14.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60176.069678, 20.759, 0.621, 18.0, 11.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60177.062938, 20.388, 0.594, 25.0, 15.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60178.213872, 21.233, 0.899, 12.0, 10.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60180.083341, 20.369, 0.554, 26.0, 14.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60182.926402, 19.552, 0.344, 55.0, 19.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60182.987111, 20.08, 0.494, 34.0, 17.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60184.217104, 19.187, 0.291, 77.0, 22.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60199.978971, 20.105, 0.291, 33.0, 10.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60200.94863, 19.921, 0.291, 39.0, 11.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60200.952184, 20.485, 0.506, 23.0, 12.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60200.9589, 20.892, 0.8, 16.0, 13.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60200.974207, 21.103, 0.936, 13.0, 12.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60217.191191, 18.484, 0.255, 147.0, 37.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60217.194371, 19.488, 0.62, 58.0, 36.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60217.199522, 19.525, 0.611, 56.0, 34.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60218.210285, 19.452, 0.409, 60.0, 25.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60218.214413, 19.091, 0.328, 84.0, 28.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60218.221412, 19.916, 0.665, 39.0, 26.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60218.236624, 19.299, 0.432, 69.0, 30.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60218.904829, 19.117, 0.219, 82.0, 18.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60218.912316, 19.15, 0.251, 80.0, 20.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60218.923225, 19.16, 0.255, 79.0, 20.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60220.162534, 19.68, 0.497, 49.0, 24.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60220.167712, 20.288, 0.84, 28.0, 23.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60220.171418, 19.655, 0.412, 50.0, 21.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60221.915134, 19.094, 0.246, 84.0, 21.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60223.15575, 20.579, 0.5, 21.0, 11.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60223.159193, 21.045, 0.64, 14.0, 9.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60223.164704, 20.426, 0.395, 24.0, 10.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60223.174627, 20.398, 0.406, 25.0, 10.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60226.164675, 19.596, 0.21, 53.0, 11.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60226.182321, 19.525, 0.208, 56.0, 12.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60227.898492, 20.233, 0.5, 29.0, 15.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60227.901713, 19.816, 0.305, 43.0, 13.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60227.912544, 19.647, 0.28, 50.0, 14.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60227.918942, 20.064, 0.489, 34.0, 17.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60230.919397, 19.733, 0.897, 46.0, 42.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60230.928987, 19.22, 0.325, 74.0, 24.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60232.136787, 19.844, 0.329, 42.0, 14.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60233.887476, 20.761, 0.641, 18.0, 12.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60233.891143, 20.715, 0.78, 19.0, 15.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60233.909246, 21.078, 0.947, 14.0, 13.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60235.128469, 19.773, 0.318, 45.0, 14.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60235.132115, 20.207, 0.474, 30.0, 14.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60235.13816, 20.676, 0.728, 20.0, 14.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60235.883743, 19.821, 0.31, 43.0, 13.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60235.886997, 19.536, 0.278, 56.0, 16.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60235.892986, 20.32, 0.571, 27.0, 15.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60235.903537, 19.664, 0.305, 50.0, 15.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60236.870698, 19.996, 0.357, 36.0, 13.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60247.113604, 19.589, 0.457, 53.0, 24.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60247.116795, 19.507, 0.448, 57.0, 26.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60247.135053, 19.779, 0.52, 44.0, 23.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60248.13984, 18.829, 0.243, 107.0, 26.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60248.146293, 17.985, 0.597, 232.0, 139.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60248.87661, 19.539, 0.388, 56.0, 22.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60248.896605, 19.103, 0.289, 83.0, 24.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60253.145206, 19.827, 0.288, 43.0, 12.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60257.878297, 20.986, 0.602, 15.0, 9.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60259.828619, 20.73, 0.575, 18.0, 11.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60259.831841, 19.741, 0.229, 46.0, 10.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60259.837358, 21.014, 0.69, 14.0, 10.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60259.848835, 20.236, 0.355, 29.0, 10.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60260.950973, 19.862, 0.264, 41.0, 11.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60260.958308, 20.073, 0.37, 34.0, 13.0, ATLAS
c, 23.9, 356.06338, -23.52914, 60260.989847, 20.056, 0.313, 34.0, 11.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60261.21531, 19.374, 0.304, 65.0, 20.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60261.21576, 19.416, 0.346, 62.0, 22.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60261.216211, 19.233, 0.276, 74.0, 20.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60265.121004, 20.809, 0.779, 17.0, 13.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60268.094769, 19.364, 0.41, 65.0, 27.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60268.101202, 19.863, 0.417, 41.0, 17.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60274.107084, 20.394, 0.957, 25.0, 24.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60275.863249, 19.56, 0.53, 54.0, 29.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60275.87175, 19.78, 0.667, 44.0, 30.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60277.136921, 19.513, 0.411, 57.0, 23.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60278.836473, 20.106, 0.435, 33.0, 14.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60281.918838, 19.852, 0.353, 42.0, 15.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60281.939548, 20.249, 0.599, 29.0, 17.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60281.942848, 19.947, 0.516, 38.0, 20.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60284.872095, 19.768, 0.339, 45.0, 15.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60291.798331, 20.908, 0.99, 16.0, 16.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60291.817482, 19.508, 0.263, 57.0, 15.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60291.844304, 19.905, 0.606, 40.0, 24.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60291.864904, 19.349, 0.362, 66.0, 24.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60298.073964, 19.448, 0.445, 60.0, 27.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60299.82678, 19.65, 0.714, 50.0, 36.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60301.061271, 19.434, 0.562, 61.0, 34.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60301.081944, 19.954, 0.786, 38.0, 30.0, ATLAS
o, 23.9, 356.06338, -23.52914, 60302.072371, 19.674, 0.438, 49.0, 22.0, ATLAS
