# Combination of '2021uef' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 297.4018, 42.23985, 59402.459308, 20.019, 0.362, 36.0, 13.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59402.494195, 20.143, 0.377, 32.0, 12.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59402.494655, 20.312, 0.47, 27.0, 13.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59402.502968, 19.625, 0.373, 51.0, 19.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59402.503889, 21.402, 0.881, 10.0, 9.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59402.538767, 20.091, 0.505, 33.0, 17.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59406.389831, 20.2, 0.413, 30.0, 12.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59406.416508, 20.53, 0.502, 22.0, 11.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59406.417429, 20.495, 0.57, 23.0, 13.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59406.422508, 20.669, 0.561, 20.0, 11.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59406.447457, 19.535, 0.4, 56.0, 22.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59412.468927, 20.925, 0.648, 16.0, 10.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59418.433977, 19.896, 0.465, 40.0, 19.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59418.440438, 20.499, 0.752, 23.0, 17.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59418.450587, 19.595, 0.377, 53.0, 20.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59420.45106, 19.598, 0.419, 53.0, 22.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59422.398515, 19.768, 0.388, 45.0, 18.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59422.419553, 19.834, 0.404, 42.0, 17.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59424.404606, 19.177, 0.184, 78.0, 14.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59444.423504, 19.26, 0.255, 72.0, 18.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59446.367152, 19.172, 0.179, 78.0, 14.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59448.351645, 19.263, 0.317, 72.0, 23.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59448.385102, 19.565, 0.383, 54.0, 21.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59448.388313, 19.507, 0.427, 57.0, 24.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59448.393808, 19.016, 0.293, 90.0, 26.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59452.367496, 19.406, 0.223, 63.0, 14.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59452.407547, 19.495, 0.292, 58.0, 17.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59453.355846, 19.478, 0.173, 59.0, 10.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59453.378759, 19.55, 0.238, 55.0, 13.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59453.401343, 19.916, 0.342, 39.0, 13.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59454.361904, 19.811, 0.216, 43.0, 9.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59454.365597, 19.518, 0.187, 57.0, 11.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59454.406804, 19.712, 0.254, 47.0, 12.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59456.350306, 20.196, 0.278, 30.0, 8.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59456.353508, 20.024, 0.21, 36.0, 8.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59456.358994, 19.9, 0.234, 40.0, 9.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59456.394691, 20.179, 0.289, 31.0, 9.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59458.418657, 19.856, 0.496, 42.0, 21.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59462.332432, 20.057, 0.307, 34.0, 11.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59462.338422, 19.921, 0.268, 39.0, 10.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59464.346646, 21.169, 0.792, 12.0, 10.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59464.356284, 21.037, 0.623, 14.0, 9.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59464.363193, 20.664, 0.862, 20.0, 17.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59464.367774, 21.089, 0.8, 13.0, 11.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59466.462393, 19.182, 0.301, 77.0, 23.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59468.343519, 20.848, 0.569, 17.0, 10.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59468.346305, 20.992, 0.679, 15.0, 10.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59468.352724, 20.034, 0.318, 35.0, 11.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59468.36423, 20.559, 0.55, 22.0, 12.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59470.331925, 19.592, 0.529, 53.0, 28.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59472.341596, 20.241, 0.653, 29.0, 19.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59472.344385, 19.461, 0.254, 60.0, 15.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59472.349944, 19.376, 0.205, 64.0, 13.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59472.361518, 20.355, 0.494, 26.0, 13.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59476.315889, 20.08, 0.822, 34.0, 28.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59476.349585, 19.998, 0.586, 36.0, 21.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59478.303107, 19.039, 0.29, 88.0, 26.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59478.314637, 19.571, 0.542, 54.0, 29.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59479.288571, 19.332, 0.341, 67.0, 23.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59479.29633, 19.067, 0.244, 86.0, 21.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59480.308382, 20.384, 0.679, 26.0, 17.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59480.331859, 19.676, 0.342, 49.0, 17.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59481.356466, 20.533, 0.883, 22.0, 20.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59481.36952, 19.704, 0.419, 48.0, 20.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59481.384816, 19.991, 0.564, 37.0, 21.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59482.388242, 19.446, 0.35, 60.0, 21.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59482.39242, 20.266, 0.662, 28.0, 19.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59484.324468, 20.289, 0.424, 28.0, 12.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59484.342386, 19.584, 0.214, 53.0, 11.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59486.326777, 20.053, 0.368, 35.0, 13.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59486.332325, 20.106, 0.38, 33.0, 12.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59486.332785, 20.948, 0.909, 15.0, 14.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59486.344771, 20.426, 0.622, 24.0, 15.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59488.311358, 21.014, 0.852, 14.0, 12.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59488.317788, 20.263, 0.481, 28.0, 14.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59488.355783, 20.918, 0.889, 16.0, 14.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59490.311563, 19.611, 0.332, 52.0, 17.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59490.317143, 19.716, 0.335, 47.0, 16.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59490.329187, 19.722, 0.354, 47.0, 17.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59492.315513, 19.71, 0.241, 47.0, 11.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59492.318762, 20.916, 0.76, 16.0, 12.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59492.325204, 20.232, 0.507, 29.0, 15.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59494.297609, 20.282, 0.524, 28.0, 15.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59498.276254, 19.935, 0.467, 39.0, 18.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59500.301284, 19.95, 0.377, 38.0, 14.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59502.247077, 20.564, 0.787, 22.0, 17.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59506.301091, 19.514, 0.621, 57.0, 35.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59506.316792, 19.562, 0.685, 54.0, 37.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59508.319489, 20.392, 0.891, 25.0, 23.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59508.336528, 20.102, 0.971, 33.0, 32.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59510.235094, 20.02, 0.453, 36.0, 16.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59512.228153, 20.333, 0.5, 27.0, 13.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59512.229074, 20.086, 0.423, 34.0, 14.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59512.230946, 20.96, 0.975, 15.0, 15.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59512.233236, 19.945, 0.569, 38.0, 22.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59512.236898, 20.283, 0.58, 28.0, 16.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59512.237817, 19.97, 0.36, 37.0, 13.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59512.246568, 20.586, 0.756, 21.0, 16.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59514.239407, 20.333, 0.601, 27.0, 16.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59514.243091, 19.938, 0.356, 38.0, 14.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59514.249096, 20.457, 0.653, 24.0, 16.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59514.25925, 20.412, 0.637, 25.0, 16.0, ATLAS
c, 23.9, 297.4018, 42.23985, 59516.240281, 19.593, 0.874, 53.0, 46.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59518.223042, 20.064, 0.515, 34.0, 18.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59518.231353, 20.822, 0.99, 17.0, 17.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59522.263162, 20.187, 0.597, 31.0, 18.0, ATLAS
o, 23.9, 297.4018, 42.23985, 59522.276538, 20.433, 0.698, 24.0, 17.0, ATLAS
